	Premise Zip	County	Premise City	Premise State
35801	14026	ERIE	BOWMANSVILLE	NY
35802	13224	ONONDAGA	SYRACUSE	NY
35803	10023	NEW YORK	NEW YORK	NY
35804	10302	RICHMOND	STATEN ISLAND	NY
35805	88310	ALBANY	ALAMO GORDO	NM
35806	11106	QUEENS	LONG ISLAND CITY	NY
35807	13335	OTSEGO	EDMESTON	NY
35808	13617	ST LAWRENCE	CANTON	NY
35809	10462	BRONX	BRONX	NY
35810	13126	OSWEGO	OSWEGO	NY
35811	12061	RENSSELAER	EAST GREENBUSH	NY
35812	12592	DUTCHESS	WASSAIC	NY
35813	14304	NIAGARA	NIAGARA FALLS	NY
35814	10014	NEW YORK	NEW YORK	NY
35815	12474	DELAWARE	ROXBURY	NY
35816	11901	SUFFOLK	RIVERHEAD	NY
35817	14608	MONROE	ROCHESTER	NY
35818	11355	QUEENS	FLUSHING	NY
35819	11237	KINGS	BROOKLYN	NY
35820	14127	ERIE	ORCHARD PARK	NY
35821	12078	FULTON	GLOVERSVILLE	NY
35822	10009	NEW YORK	NEW YORK	NY
35823	14213	ERIE	BUFFALO	NY
35824	14526	MONROE	PENFIELD	NY
35825	13601	JEFFERSON	WATERTOWN	NY
35826	11746	SUFFOLK	HUNTINGTON STATION	NY
35827	11101	QUEENS	LONG ISLAND CITY	NY
35828	13323	ONEIDA	CLINTON	NY
35829	10594	WESTCHESTER	THORNWOOD	NY
35830	229471802	ALBANY	KESWICK	VA
35831	11368	QUEENS	CORONA	NY
35832	13159	ONONDAGA	TULLY	NY
35833	13316	ONEIDA	CAMDEN	NY
35834	93446	ALBANY	PASO ROBLES	CA
35835	10012	NEW YORK	NEW YORK	NY
35836	11385	QUEENS	GLENDALE	NY
35837	14712	CHAUTAUQUA	BEMUS POINT	NY
35838	95476	ALBANY	SONOMA	CA
35839	11530	NASSAU	STEWART MANOR	NY
35840	14059	ERIE	ELMA	NY
35841	12580	DUTCHESS	STAATSBURG	NY
35842	11742	SUFFOLK	HOLTSVILLE	NY
35843	10012	NEW YORK	NEW YORK	NY
35844	10452	BRONX	BRONX	NY
35845	12210	ALBANY	ALBANY	NY
35846	13440	ONEIDA	ROME	NY
35847	11220	KINGS	BROOKLYN	NY
35848	14621	MONROE	ROCHESTER	NY
35849	14456	ONTARIO	GENEVA	NY
35850	11372	QUEENS	JACKSON HEIGHTS	NY
35851	10924	ORANGE	GOSHEN	NY
35852	11205	KINGS	BROOKLYN	NY
35853	11944	SUFFOLK	GREENPORT	NY
35854	13421	MADISON	ONEIDA	NY
35855	13407	HERKIMER	MOHAWK	NY
35856	10014	NEW YORK	NEW YORK	NY
35857	10016	NEW YORK	NEW YORK	NY
35858	11771	NASSAU	OYSTER BAY	NY
35859	12020	SARATOGA	BALLSTON SPA	NY
35860	12209	ALBANY	ALBANY	NY
35861	10010	NEW YORK	NEW YORK	NY
35862	10576	WESTCHESTER	POUND RIDGE	NY
35863	99362	ALBANY	WALLA WALLA	WA
35864	11501	NASSAU	MINEOLA	NY
35865	14304	NIAGARA	NIAGARA FALLS	NY
35866	10504	WESTCHESTER	ARMONK	NY
35867	12496	GREENE	WINDHAM	NY
35868	11050	NASSAU	PORT WASHINGTON	NY
35869	10472	BRONX	BRONX	NY
35870	13032	MADISON	CANASTOTA	NY
35871	10065	NEW YORK	NEW YORK	NY
35872	95472	ALBANY	SEBASTOPOL	CA
35873	12302	SCHENECTADY	GLENVILLE	NY
35874	10002	NEW YORK	NEW YORK	NY
35875	14701	CHAUTAUQUA	JAMESTOWN	NY
35876	13205	ONONDAGA	SYRACUSE	NY
35877	14757	CHAUTAUQUA	MAYVILLE	NY
35878	11783	NASSAU	SEAFORD	NY
35879	10455	BRONX	BRONX	NY
35880	14075	ERIE	HAMBURG	NY
35881	10002	NEW YORK	NEW YORK	NY
35882	14207	ERIE	BUFFALO	NY
35883	13676	ST LAWRENCE	POTSDAM	NY
35884	10562	WESTCHESTER	OSSINING	NY
35885	11211	KINGS	BROOKLYN	NY
35886	11231	KINGS	BROOKLYN	NY
35887	12601	DUTCHESS	POUGHKEEPSIE	NY
35888	11385	QUEENS	RIDGEWOOD	NY
35889	14206	ERIE	BUFFALO	NY
35890	10016	NEW YORK	NEW YORK	NY
35891	14075	ERIE	HAMBURG	NY
35892	11215	KINGS	BROOKLYN	NY
35893	11580	NASSAU	VALLEY STREAM	NY
35894	77808	ALBANY	BRYAN	TX
35895	11714	NASSAU	BETHPAGE	NY
35896	10028	NEW YORK	NEW YORK	NY
35897	14456	ONTARIO	GENEVA	NY
35898	12304	SCHENECTADY	SCHENECTADY	NY
35899	11224	KINGS	BROOKLYN	NY
35900	10801	WESTCHESTER	NEW ROCHELLE	NY
35901	12561	ULSTER	NEW PALTZ	NY
35902	10001	NEW YORK	NEW YORK	NY
35903	12508	DUTCHESS	BEACON	NY
35904	10706	WESTCHESTER	HASTINGS ON HUDSON	NY
35905	11209	KINGS	BROOKLYN	NY
35906	94559	ALBANY	NAPA	CA
35907	11102	QUEENS	ASTORIA	NY
35908	13501	ONEIDA	UTICA	NY
35909	12946	ESSEX	LAKE PLACID	NY
35910	94574	ALBANY	ST HELENA	CA
35911	12054	ALBANY	DELMAR	NY
35912	11354	QUEENS	FLUSHING	NY
35913	10009	NEW YORK	NEW YORK	NY
35914	12305	SCHENECTADY	SCHENECTADY	NY
35915	11206	KINGS	BROOKLYN	NY
35916	11731	SUFFOLK	EAST NORTHPORT	NY
35917	10024	NEW YORK	NEW YORK	NY
35918	12969	FRANKLIN	OWLS HEAD	NY
35919	10025	NEW YORK	NEW YORK	NY
35920	12180	RENSSELAER	TROY	NY
35921	14108	NIAGARA	NEWFANE	NY
35922	13069	OSWEGO	FULTON	NY
35923	10549	WESTCHESTER	MOUNT KISCO	NY
35924	10023	NEW YORK	NEW YORK	NY
35925	11418	QUEENS	RICHMOND HILL	NY
35926	10009	NEW YORK	NEW YORK	NY
35927	10168	NEW YORK	NEW YORK	NY
35928	11249	KINGS	BROOKLYN	NY
35929	11378	QUEENS	MASPETH	NY
35930	11204	KINGS	BROOKLYN	NY
35931	93455	ALBANY	SANTA MARIA	CA
35932	12919	CLINTON	CHAMPLAIN	NY
35933	10509	PUTNAM	BREWSTER	NY
35934	10034	NEW YORK	NEW YORK	NY
35935	14221	ERIE	WILLIAMSVILLE	NY
35936	11590	NASSAU	WESTBURY	NY
35937	10954	ROCKLAND	NANUET	NY
35938	10019	NEW YORK	NEW YORK	NY
35939	11932	SUFFOLK	AMAGANSETT	NY
35940	10303	RICHMOND	STATEN ISLAND	NY
35941	11702	SUFFOLK	BABYLON	NY
35942	12564	DUTCHESS	PAWLING	NY
35943	12302	SCHENECTADY	GLENVILLE	NY
35944	11385	QUEENS	RIDGEWOOD	NY
35945	11203	KINGS	BROOKLYN	NY
35946	12508	DUTCHESS	BEACON	NY
35947	14845	CHEMUNG	HORSEHEADS	NY
35948	11101	QUEENS	LONG ISLAND CITY	NY
35949	11214	KINGS	BROOKLYN	NY
35950	94562	ALBANY	OAKVILLE	CA
35951	11201	KINGS	BROOKLYN	NY
35952	10001	NEW YORK	NEW YORK	NY
35953	13211	ONONDAGA	SYRACUSE	NY
35954	10550	WESTCHESTER	MOUNT VERNON	NY
35955	10305	RICHMOND	STATEN ISLAND	NY
35956	10573	WESTCHESTER	PORT CHESTER	NY
35957	13066	ONONDAGA	FAYETTEVILLE	NY
35958	10550	WESTCHESTER	MOUNT VERNON	NY
35959	10019	NEW YORK	NEW YORK	NY
35960	10930	ORANGE	HIGHLAND MILLS	NY
35961	10801	WESTCHESTER	NEW ROCHELLE	NY
35962	11235	KINGS	BROOKLYN	NY
35963	14202	ERIE	BUFFALO	NY
35964	14224	ERIE	W SENECA	NY
35965	14218	ERIE	LACKAWANNA	NY
35966	12960	ESSEX	MORIAH	NY
35967	10472	BRONX	BRONX	NY
35968	10004	NEW YORK	NEW YORK	NY
35969	11207	KINGS	BROOKLYN	NY
35970	11770	SUFFOLK	OCEAN BEACH	NY
35971	10002	NEW YORK	NEW YORK	NY
35972	10990	ORANGE	WARWICK	NY
35973	11361	QUEENS	BAYSIDE	NY
35974	13667	ST LAWRENCE	NORFOLK	NY
35975	10018	NEW YORK	NEW YORK	NY
35976	10532	WESTCHESTER	HAWTHORNE	NY
35977	11217	KINGS	BROOKLYN	NY
35978	11967	SUFFOLK	SHIRLEY	NY
35979	12533	DUTCHESS	HOPEWELL JUNCTION	NY
35980	14051	ERIE	EAST AMHERST	NY
35981	10013	NEW YORK	NEW YORK	NY
35982	10459	BRONX	BRONX	NY
35983	11572	NASSAU	OCEANSIDE	NY
35984	95441	ALBANY	GEYSERVILLE	CA
35985	12754	SULLIVAN	LIBERTY	NY
35986	13669	ST LAWRENCE	OGDENSBURG	NY
35987	11730	SUFFOLK	EAST ISLIP	NY
35988	10012	NEW YORK	NEW YORK	NY
35989	10018	NEW YORK	NEW YORK	NY
35990	13669	ST LAWRENCE	OGDENSBURG	NY
35991	11233	KINGS	BROOKLYN	NY
35992	12205	ALBANY	ALBANY	NY
35993	11105	QUEENS	ASTORIA	NY
35994	10580	WESTCHESTER	RYE	NY
35995	11434	QUEENS	JAMAICA	NY
35996	11372	QUEENS	JACKSON HEIGHTS	NY
35997	11375	QUEENS	FOREST HILLS	NY
35998	10002	NEW YORK	NEW YORK	NY
35999	10012	NEW YORK	NEW YORK	NY
36000	10452	BRONX	BRONX	NY
36001	12302	SCHENECTADY	GLENVILLE	NY
36002	11204	KINGS	BROOKYLN	NY
36003	13027	ONONDAGA	BALDWINSVILLE	NY
36004	95472	ALBANY	SEBASTOPOL	CA
36005	12198	RENSSELAER	WYNANTSKILL	NY
36006	14886	TOMPKINS	TRUMANSBURG	NY
36007	14221	ERIE	WILLIAMSVILLE	NY
36008	10580	WESTCHESTER	RYE	NY
36009	14901	CHEMUNG	ELMIRA	NY
36010	14808	STEUBEN	ATLANTA	NY
36011	10016	NEW YORK	NEW YORK	NY
36012	10003	NEW YORK	NEW YORK	NY
36013	10590	WESTCHESTER	S SALEM	NY
36014	12534	COLUMBIA	HUDSON	NY
36015	11385	QUEENS	RIDGEWOOD	NY
36016	11379	QUEENS	MIDDLE VILLAGE	NY
36017	10018	NEW YORK	NEW YORK	NY
36018	12140	RENSSELAER	POESTENKILL	NY
36019	10024	NEW YORK	NEW YORK	NY
36020	10457	BRONX	BRONX	NY
36021	11771	NASSAU	OYSTER BAY	NY
36022	11570	NASSAU	ROCKVILLE CENTRE	NY
36023	10012	NEW YORK	NEW YORK	NY
36024	14604	MONROE	ROCHESTER	NY
36025	12180	RENSSELAER	TROY	NY
36026	11354	QUEENS	FLUSHING	NY
36027	11001	NASSAU	FLORAL PARK	NY
36028	94573	ALBANY	RUTHERFORD	CA
36029	13202	ONONDAGA	SYRACUSE	NY
36030	11211	KINGS	BROOKLYN	NY
36031	11550	NASSAU	HEMPSTEAD	NY
36032	13204	ONONDAGA	SYRACUSE	NY
36033	13313	ONEIDA	BRIDGEWATER	NY
36034	10005	NEW YORK	NEW YORK	NY
36035	11580	NASSAU	VALLEY STREAM	NY
36036	10019	NEW YORK	NEW YORK	NY
36037	14847	SENECA	INTERLAKEN	NY
36038	14830	STEUBEN	CORNING	NY
36039	13034	CAYUGA	CAYUGA	NY
36040	11768	SUFFOLK	NORTHPORT	NY
36041	10461	BRONX	BRONX	NY
36042	12196	RENSSELAER	WEST SAND LAKE	NY
36043	12817	WARREN	CHESTERTOWN	NY
36044	10543	WESTCHESTER	MAMARONECK	NY
36045	14225	ERIE	CHEEKTOWAGA	NY
36046	10306	RICHMOND	STATEN ISLAND	NY
36047	14215	ERIE	BUFFALO	NY
36048	11418	QUEENS	RICHMOND HILL	NY
36049	12210	ALBANY	ALBANY	NY
36050	11710	NASSAU	NORTH BELLMORE	NY
36051	95403	ALBANY	SANTA ROSA	CA
36052	12477	ULSTER	SAUGERTIES	NY
36053	13833	BROOME	PORT CRANE	NY
36054	10003	NEW YORK	NEW YORK	NY
36055	13126	OSWEGO	OSWEGO	NY
36056	14750	CHAUTAUQUA	LAKEWOOD	NY
36057	10704	WESTCHESTER	YONKERS	NY
36058	11226	KINGS	BROOKLYN	NY
36059	11356	QUEENS	COLLEGE POINT	NY
36060	11746	SUFFOLK	HUNTINGTON STATION	NY
36061	11101	QUEENS	LONG ISLAND CITY	NY
36062	10465	BRONX	BRONX	NY
36063	12816	WASHINGTON	CAMBRIDGE	NY
36064	10111	NEW YORK	NEW YORK	NY
36065	10017	NEW YORK	NEW YORK	NY
36066	10960	ROCKLAND	NYACK	NY
36067	10001	NEW YORK	NEW YORK	NY
36068	10541	PUTNAM	MAHOPAC FALLS	NY
36069	11772	SUFFOLK	PATCHOGUE	NY
36070	10022	NEW YORK	NEW YORK	NY
36071	12866	SARATOGA	SARATOGA SPRINGS	NY
36072	14850	TOMPKINS	ITHICA	NY
36073	10601	WESTCHESTER	WHITE PLAINS	NY
36074	10312	RICHMOND	STATEN ISLAND	NY
36075	11226	KINGS	BROOKLYN	NY
36076	14532	ONTARIO	PHELPS	NY
36077	11788	SUFFOLK	HAUPPAUGE	NY
36078	10018	NEW YORK	NEW YORK	NY
36079	10021	NEW YORK	NEW YORK	NY
36080	10305	RICHMOND	STATEN ISLAND	NY
36081	11763	SUFFOLK	MEDFORD	NY
36082	10549	WESTCHESTER	MOUNT KISCO	NY
36083	10014	NEW YORK	NEW YORK	NY
36084	13090	ONONDAGA	LIVERPOOL	NY
36085	10001	NEW YORK	NEW YORK	NY
36086	10305	RICHMOND	STATEN ISLAND	NY
36087	10454	BRONX	BRONX	NY
36088	10941	ORANGE	MIDDLETOWN	NY
36089	14120	NIAGARA	NORTH TONAWANDA	NY
36090	12068	MONTGOMERY	FONDA	NY
36091	12953	FRANKLIN	MALONE	NY
36092	10003	NEW YORK	NEW YORK	NY
36093	13421	MADISON	ONEIDA	NY
36094	11209	KINGS	BROOKLYN	NY
36095	93960	ALBANY	SOLEDAD	CA
36096	10027	NEW YORK	NEW YORK	NY
36097	12524	DUTCHESS	FISHKILL	NY
36098	14092	NIAGARA	LEWISTON	NY
36099	10036	NEW YORK	NEW YORK	NY
36100	12835	SARATOGA	HADLEY	NY
36101	10001	NEW YORK	NEW YORK	NY
36102	12065	SARATOGA	CLIFTON PARK	NY
36103	11042	NASSAU	NEW HYDE PARK	NY
36104	12302	SCHENECTADY	SCOTIA	NY
36105	10989	ROCKLAND	VALLEY COTTAGE	NY
36106	12771	ORANGE	PORT JERVIS	NY
36107	11968	SUFFOLK	SOUTHAMPTON	NY
36108	11793	NASSAU	WANTAGH	NY
36109	10028	NEW YORK	NEW YORK	NY
36110	11563	NASSAU	LYNBROOK	NY
36111	11946	SUFFOLK	HAMPTON BAYS	NY
36112	11223	KINGS	BROOKLYN	NY
36113	10473	BRONX	BRONX	NY
36114	10006	NEW YORK	NEW YORK	NY
36115	10019	NEW YORK	NEW YORK	NY
36116	10462	BRONX	BRONX	NY
36117	11411	QUEENS	CAMBRIA HEIGHTS	NY
36118	22554	ALBANY	STAFFORD	VA
36119	12457	ULSTER	MOUNT TREMPER	NY
36120	11365	QUEENS	FRESH MEADOWS	NY
36121	12592	DUTCHESS	WASSAIC	NY
36122	12015	GREENE	ATHENS	NY
36123	10920	ROCKLAND	CONGERS	NY
36124	10472	BRONX	BRONX	NY
36125	14213	ERIE	BUFFALO	NY
36126	10281	NEW YORK	NEW YORK	NY
36127	10002	NEW YORK	NEW YORK	NY
36128	10018	NEW YORK	NEW YORK	NY
36129	10040	NEW YORK	NEW YORK	NY
36130	11223	KINGS	BROOKLYN	NY
36131	11355	QUEENS	FLUSHING	NY
36132	11757	SUFFOLK	LINDENHURST	NY
36133	11777	SUFFOLK	PORT JEFFERSON	NY
36134	10921	ORANGE	FLORIDA	NY
36135	10024	NEW YORK	NEW YORK	NY
36136	10013	NEW YORK	NEW YORK	NY
36137	11217	KINGS	BROOKLYN	NY
36138	12759	SULLIVAN	LOCH SHELDRAKE	NY
36139	95403	ALBANY	SANTA ROSA	CA
36140	12572	DUTCHESS	RHINEBECK	NY
36141	10019	NEW YORK	NEW YORK	NY
36142	11373	QUEENS	ELMHURST	NY
36143	95472	ALBANY	SEBASTOPOL	CA
36144	12496	GREENE	WINDHAM	NY
36145	10453	BRONX	BRONX	NY
36146	13790	BROOME	JOHNSON CITY	NY
36147	10019	NEW YORK	NEW YORK	NY
36148	14216	ERIE	BUFFALO	NY
36149	10303	RICHMOND	STATEN ISLAND	NY
36150	12901	CLINTON	PLATTSBURGH	NY
36151	11204	KINGS	BROOKLYN	NY
36152	11354	QUEENS	FLUSHING	NY
36153	14203	ERIE	BUFFALO	NY
36154	10533	WESTCHESTER	IRVINGTON	NY
36155	10704	WESTCHESTER	YONKERS	NY
36156	11211	KINGS	BROOKLYN	NY
36157	10455	BRONX	BRONX	NY
36158	14075	ERIE	HAMBURG	NY
36159	14613	MONROE	ROCHESTER	NY
36160	11226	KINGS	BROOKLYN	NY
36161	21915	ALBANY	CHESAPEAKE CITY	MD
36162	11355	QUEENS	FLUSHING	NY
36163	10307	RICHMOND	STATEN ISLAND	NY
36164	11414	QUEENS	HOWARD BEACH	NY
36165	14218	ERIE	LACKAWANNA	NY
36166	14850	TOMPKINS	ITHACA	NY
36167	10550	WESTCHESTER	MOUNT VERNON	NY
36168	10921	ORANGE	FLORIDA	NY
36169	14609	MONROE	ROCHESTER	NY
36170	93446	ALBANY	PASO ROBLES	CA
36171	11580	NASSAU	VALLEY STREAM	NY
36172	10012	NEW YORK	NEW YORK	NY
36173	11021	NASSAU	GREAT NECK	NY
36174	12809	WASHINGTON	ARGYLE	NY
36175	10022	NEW YORK	NEW YORK	NY
36176	10965	ROCKLAND	PEARL RIVER	NY
36177	12303	SCHENECTADY	SCHENECTADY	NY
36178	11231	KINGS	BROOKLYN	NY
36179	12866	SARATOGA	SARATOGA SPRINGS	NY
36180	11779	SUFFOLK	RONKONKOMA	NY
36181	11101	QUEENS	LONG ISLAND CITY	NY
36182	11746	SUFFOLK	HUNTINGTON STATION	NY
36183	13326	OTSEGO	COOPERSTOWN	NY
36184	11901	SUFFOLK	RIVERHEAD	NY
36185	13901	BROOME	BINGHAMTON	NY
36186	11735	NASSAU	FARMINGDALE	NY
36187	14048	CHAUTAUQUA	DUNKIRK	NY
36188	10954	ROCKLAND	NANUET	NY
36189	11419	QUEENS	SOUTH RICHMOND HILL	NY
36190	13205	ONONDAGA	SYRACUSE	NY
36191	77043	ALBANY	HOUSTON	TX
36192	14203	ERIE	BUFFALO	NY
36193	10034	NEW YORK	NEW YORK	NY
36194	10920	ROCKLAND	CONGERS	NY
36195	14437	LIVINGSTON	DANSVILLE	NY
36196	11231	KINGS	BROOKLYN	NY
36197	13108	ONONDAGA	MARCELLUS	NY
36198	11231	KINGS	BROOKLYN	NY
36199	14850	TOMPKINS	ITHACA	NY
36200	11780	SUFFOLK	SAINT JAMES	NY
36201	11576	NASSAU	ROSLYN	NY
36202	13668	ST LAWRENCE	NORWOOD	NY
36203	11716	SUFFOLK	BOHEMIA	NY
36204	12401	ULSTER	KINGSTON	NY
36205	11104	QUEENS	SUNNYSIDE	NY
36206	11710	NASSAU	BELLMORE	NY
36207	13648	ST LAWRENCE	HARRISVILLE	NY
36208	10002	NEW YORK	NEW YORK	NY
36209	11106	QUEENS	ASTORIA	NY
36210	11375	QUEENS	FOREST HILLS	NY
36211	14850	TOMPKINS	ITHACA	NY
36212	11772	SUFFOLK	PATCHOGUE	NY
36213	11217	KINGS	BROOKLYN	NY
36214	11575	NASSAU	ROOSEVELT	NY
36215	10591	WESTCHESTER	SLEEPY HOLLOW	NY
36216	11354	QUEENS	FLUSHING	NY
36217	13108	ONONDAGA	MARCELLUS	NY
36218	10591	WESTCHESTER	TARRYTOWN	NY
36219	12839	WASHINGTON	HUDSON FALLS	NY
36220	10805	WESTCHESTER	NEW ROCHELLE	NY
36221	10009	NEW YORK	NEW YORK	NY
36222	13676	ST LAWRENCE	POTSDAM	NY
36223	11434	QUEENS	JAMAICA	NY
36224	10002	NEW YORK	NEW YORK	NY
36225	10027	NEW YORK	NEW YORK	NY
36226	14873	STEUBEN	PRATTSBURG	NY
36227	12529	COLUMBIA	HILLSDALE	NY
36228	99362	ALBANY	WALLA WALLA	WA
36229	13332	MADISON	EARLVILLE	NY
36230	11358	QUEENS	FLUSHING	NY
36231	11211	KINGS	BROOKLYN	NY
36232	11366	QUEENS	FLUSHING	NY
36233	11237	KINGS	BROOKLYN	NY
36234	11788	SUFFOLK	HAUPPAUGE	NY
36235	10019	NEW YORK	NEW YORK	NY
36236	11215	KINGS	BROOKLYN	NY
36237	12901	CLINTON	PLATTSBURGH	NY
36238	10520	WESTCHESTER	CROTON ON HUDSON	NY
36239	971119566	ALBANY	CARLTON	OR
36240	94515	ALBANY	CALISTOGA	CA
36241	10528	WESTCHESTER	HARRISON	NY
36242	13126	OSWEGO	OSWEGO	NY
36243	10801	WESTCHESTER	NEW ROCHELLE	NY
36244	12206	ALBANY	ALBANY	NY
36245	11706	SUFFOLK	BAY SHORE	NY
36246	10022	NEW YORK	NEW YORK	NY
36247	14223	ERIE	TONAWANDA	NY
36248	11221	KINGS	BROOKLYN	NY
36249	13478	ONEIDA	VERONA	NY
36250	11358	QUEENS	FLUSHING	NY
36251	10994	ROCKLAND	WEST NYACK	NY
36252	11220	KINGS	BROOKLYN	NY
36253	10601	WESTCHESTER	WHITE PLAINS	NY
36254	11561	NASSAU	LONG BEACH	NY
36255	12831	SARATOGA	WILTON	NY
36256	11725	SUFFOLK	COMMACK	NY
36257	14125	GENESEE	OAKFIELD	NY
36258	13617	ST LAWRENCE	CANTON	NY
36259	10801	WESTCHESTER	NEW ROCHELLE	NY
36260	10974	ROCKLAND	SLOATSBURG	NY
36261	945749628	ALBANY	ST HELENA	CA
36262	11953	SUFFOLK	MIDDLE ISLAND	NY
36263	13856	DELAWARE	WALTON	NY
36264	10001	NEW YORK	NEW YORK	NY
36265	13329	HERKIMER	DOLGEVILLE	NY
36266	95448	ALBANY	HEALDSBURG	CA
36267	10011	NEW YORK	NEW YORK	NY
36268	10016	NEW YORK	NEW YORK	NY
36269	97114	ALBANY	DAYTON	OR
36270	12883	ESSEX	TICONDEROGA	NY
36271	10013	NEW YORK	NEW YORK	NY
36272	10038	NEW YORK	NEW YORK	NY
36273	10019	NEW YORK	NEW YORK	NY
36274	13501	ONEIDA	UTICA	NY
36275	14505	WAYNE	MARION	NY
36276	12303	SCHENECTADY	ROTTERDAM	NY
36277	14202	ERIE	BUFFALO	NY
36278	10017	NEW YORK	NEW YORK	NY
36279	10012	NEW YORK	NEW YORK	NY
36280	11958	SUFFOLK	PECONIC	NY
36281	95448	ALBANY	HEALDSBURG	CA
36282	12520	ORANGE	CORNWALL ON HUDSON	NY
36283	10305	RICHMOND	STATEN ISLAND	NY
36284	10019	NEW YORK	NEW YORK	NY
36285	11706	SUFFOLK	BAYSHORE	NY
36286	11368	QUEENS	CORONA	NY
36287	10314	RICHMOND	STATEN ISLAND	NY
36288	13066	ONONDAGA	FAYETTEVILLE	NY
36289	11717	SUFFOLK	BRENTWOOD	NY
36290	14604	MONROE	ROCHESTER	NY
36291	12084	ALBANY	GUILDERLAND	NY
36292	14514	MONROE	NORTH CHILI	NY
36293	12010	MONTGOMERY	AMSTERDAM	NY
36294	93446	ALBANY	PASO ROBLES	CA
36295	10002	NEW YORK	NEW YORK	NY
36296	14564	ONTARIO	VICTOR	NY
36297	14031	ERIE	CLARENCE	NY
36298	11215	KINGS	BROOKLYN	NY
36299	10595	WESTCHESTER	VALHALLA	NY
36300	11211	KINGS	BROOKLYN	NY
36301	10314	NEW YORK	NEW YORK	NY
36302	11434	QUEENS	JAMAICA	NY
36303	11520	NASSAU	FREEPORT	NY
36304	11237	KINGS	BROOKLYN	NY
36305	12993	ESSEX	WADHAMS	NY
36306	11783	NASSAU	SEAFORD	NY
36307	10507	WESTCHESTER	BEDFORD HILLS	NY
36308	11778	SUFFOLK	ROCKEY POINT	NY
36309	11743	SUFFOLK	HUNTINGTON	NY
36310	12180	RENSSELAER	TROY	NY
36311	14837	YATES	DUNDEE	NY
36312	11803	NASSAU	PLAINVIEW	NY
36313	11235	KINGS	BROOKLYN	NY
36314	14127	ERIE	ORCHARD PARK	NY
36315	11954	SUFFOLK	MONTAUK	NY
36316	10022	NEW YORK	NEW YORK	NY
36317	11520	NASSAU	FREEPORT	NY
36318	12180	RENSSELAER	TROY	NY
36319	14450	MONROE	FAIRPORT	NY
36320	14136	CHAUTAUQUA	SILVER CREEK	NY
36321	10471	BRONX	BRONX	NY
36322	12440	ULSTER	HIGH FALLS	NY
36323	11106	QUEENS	LONG ISLAND CITY	NY
36324	10980	ROCKLAND	STONY POINT	NY
36325	12465	ULSTER	PINE HILL	NY
36326	12866	SARATOGA	SARATOGA SPRINGS	NY
36327	11358	QUEENS	FLUSHING	NY
36328	13208	ONONDAGA	SYRACUSE	NY
36329	14612	MONROE	ROCHESTER	NY
36330	10927	ROCKLAND	HAVERSTRAW	NY
36331	93022	ALBANY	OAK VIEW	CA
36332	11220	KINGS	BROOKLYN	NY
36333	10454	BRONX	BRONX	NY
36334	10001	NEW YORK	NEW YORK	NY
36335	12534	COLUMBIA	HUDSON	NY
36336	11787	SUFFOLK	SMITHTOWN	NY
36337	10032	NEW YORK	NEW YORK	NY
36338	10002	NEW YORK	NEW YORK	NY
36339	11801	NASSAU	HICKSVILLE	NY
36340	10468	BRONX	BRONX	NY
36341	12983	FRANKLIN	SARANAC LAKE	NY
36342	10546	WESTCHESTER	MILLWOOD	NY
36343	11361	QUEENS	BAYSIDE	NY
36344	229027873	ALBANY	CHARLOTTESVILLE	VA
36345	13202	ONONDAGA	SYRACUSE	NY
36346	94574	ALBANY	ST HELENA	CA
36347	11561	NASSAU	LONG BEACH	NY
36348	10001	NEW YORK	NEW YORK	NY
36349	11355	QUEENS	FLUSHING	NY
36350	12401	ULSTER	KINGSTON	NY
36351	14204	ERIE	BUFFALO	NY
36352	10573	WESTCHESTER	PORT CHESTER	NY
36353	13166	CAYUGA	WEEDSPORT	NY
36354	11710	NASSAU	BELLMORE	NY
36355	11215	KINGS	BROOKLYN	NY
36356	10977	ROCKLAND	SPRING VALLEY	NY
36357	13021	CAYUGA	AUBURN	NY
36358	12571	DUTCHESS	RED HOOK	NY
36359	13208	ONONDAGA	SYRACUSE	NY
36360	14624	MONROE	ROCHESTER	NY
36361	14052	ERIE	EAST AURORA	NY
36362	12206	ALBANY	ALBANY	NY
36363	10001	NEW YORK	NEW YORK	NY
36364	129862410	FRANKLIN	TUPPER LAKE	NY
36365	12022	RENSSELAER	BERLIN	NY
36366	10588	WESTCHESTER	SHRUB OAK	NY
36367	11222	KINGS	BROOKLYN	NY
36368	10310	RICHMOND	STATEN ISLAND	NY
36369	11735	NASSAU	FARMINGDALE	NY
36370	11710	NASSAU	BELLMORE	NY
36371	10019	NEW YORK	NEW YORK	NY
36372	11952	SUFFOLK	MATTITUCK	NY
36373	11779	SUFFOLK	RONKONKOMA	NY
36374	10462	BRONX	BRONX	NY
36375	11238	KINGS	BROOKLYN	NY
36376	945741611	ALBANY	ST HELENA	CA
36377	14424	ONTARIO	CANANDAIGUA	NY
36378	10303	RICHMOND	STATEN ISLAND	NY
36379	10538	WESTCHESTER	LARCHMONT	NY
36380	11542	NASSAU	GLEN COVE	NY
36381	11801	NASSAU	HICKSVILLE	NY
36382	11103	QUEENS	ASTORIA	NY
36383	10036	NEW YORK	NEW YORK	NY
36384	12550	ORANGE	NEWBURGH	NY
36385	14437	LIVINGSTON	DANSVILLE	NY
36386	10977	ROCKLAND	SPRING VALLEY	NY
36387	10022	NEW YORK	NEW YORK	NY
