	Borough	Postcode
3029	Manhattan	10011
3030	Brooklyn	11226
3031	Manhattan	10019
3032	Manhattan	10003
3033	Manhattan	10013
3034	Manhattan	10065
3035	Manhattan	10014
3036	Queens	11367
3037	Manhattan	10009
3038	Manhattan	10001
3039	Brooklyn	11216
3040	Manhattan	10003
3041	Queens	11373
3042	Queens	11385
3043	Brooklyn	11238
3044	Brooklyn	11230
3045	Manhattan	10033
3046	Manhattan	10013
3047	Brooklyn	11238
3048	Queens	11372
3049	Manhattan	10017
3050	Queens	11103
3051	Queens	11105
3052	Manhattan	10012
3053	Manhattan	10036
3054	Brooklyn	11225
3055	Manhattan	10013
3056	Brooklyn	11201
3057	Manhattan	10028
3058	Manhattan	10013
3059	Manhattan	10019
3060	Manhattan	10009
3061	Manhattan	10012
3062	Queens	11372
3063	Queens	11372
3064	Manhattan	10003
3065	Brooklyn	11238
3066	Bronx	10461
3067	Manhattan	10033
3068	Queens	11421
3069	Bronx	10461
3070	Brooklyn	11211
3071	Brooklyn	11238
3072	Manhattan	10013
3073	Queens	11368
3074	Queens	11372
3075	Manhattan	10022
3076	Manhattan	10003
3077	Brooklyn	11201
3078	Brooklyn	11231
3079	Brooklyn	11225
3080	Manhattan	10006
3081	Queens	11354
3082	Queens	11375
3083	Queens	11372
3084	Manhattan	10003
3085	Queens	11415
3086	Queens	11105
3087	Manhattan	10011
3088	Manhattan	10003
3089	Manhattan	10013
3090	Brooklyn	11238
3091	Manhattan	10022
3092	Manhattan	10036
3093	Manhattan	10003
3094	Queens	11355
3095	Brooklyn	11249
3096	Queens	11358
3097	Manhattan	10037
3098	Brooklyn	11206
3099	Queens	11372
3100	Manhattan	10003
3101	Manhattan	10001
3102	Brooklyn	11231
3103	Queens	11101
3104	Manhattan	10001
3105	Manhattan	10016
3106	Brooklyn	11209
3107	Manhattan	10017
3108	Manhattan	10018
3109	Queens	11103
3110	Brooklyn	11215
3111	Brooklyn	11238
3112	Manhattan	10025
3113	Brooklyn	11203
3114	Staten Island	10308
3115	Manhattan	10024
3116	Queens	11354
3117	Manhattan	10025
3118	Manhattan	10019
3119	Manhattan	10034
3120	Manhattan	10011
3121	Manhattan	10010
3122	Manhattan	10013
3123	Queens	11358
3124	Manhattan	10003
3125	Manhattan	10014
3126	Queens	11104
3127	Brooklyn	11209
3128	Queens	11368
3129	Manhattan	10019
3130	Manhattan	10014
3131	Manhattan	10003
3132	Manhattan	10001
3133	Queens	11372
3134	Manhattan	10013
3135	Manhattan	10018
3136	Manhattan	10001
3137	Brooklyn	11222
3138	Manhattan	10025
3139	Brooklyn	11222
3140	Brooklyn	11211
3141	Manhattan	10011
3142	Manhattan	10128
3143	Manhattan	10024
3144	Manhattan	10014
3145	Manhattan	10003
3146	Manhattan	10009
3147	Manhattan	10014
3148	Queens	11419
3149	Manhattan	10019
3150	Queens	11373
3151	Manhattan	10002
3152	Manhattan	10010
3153	Manhattan	10011
3154	Manhattan	10019
3155	Manhattan	10011
3156	Manhattan	10016
3157	Manhattan	10012
3158	Manhattan	10033
3159	Manhattan	10019
3160	Brooklyn	11220
3161	Brooklyn	11235
3162	Manhattan	10003
3163	Manhattan	10021
3164	Manhattan	10011
3165	Manhattan	10023
3166	Manhattan	10024
3167	Queens	11372
3168	Manhattan	10026
3169	Queens	11103
3170	Brooklyn	11206
3171	Manhattan	10012
3172	Brooklyn	11215
3173	Brooklyn	11238
3174	Queens	11435
3175	Manhattan	10036
3176	Brooklyn	11211
3177	Manhattan	10011
3178	Queens	11372
3179	Manhattan	10009
3180	Queens	11105
3181	Manhattan	10005
3182	Manhattan	10003
3183	Bronx	10460
3184	Brooklyn	11206
3185	Brooklyn	11228
3186	Brooklyn	11249
3187	Manhattan	10032
3188	Brooklyn	11215
3189	Brooklyn	11249
3190	Brooklyn	11222
3191	Manhattan	10019
3192	Manhattan	10002
3193	Brooklyn	11238
3194	Bronx	10456
3195	Queens	11372
3196	Manhattan	10009
3197	Manhattan	10003
3198	Manhattan	10017
3199	Manhattan	10010
3200	Queens	11106
3201	Manhattan	10011
3202	Staten Island	10301
3203	Brooklyn	11232
3204	Queens	11435
3205	Queens	11435
3206	Queens	11354
3207	Queens	11372
3208	Manhattan	10021
3209	Queens	11375
3210	Brooklyn	11201
3211	Queens	11419
3212	Manhattan	10004
3213	Manhattan	10011
3214	Queens	11101
3215	Brooklyn	11217
3216	Manhattan	10003
3217	Brooklyn	11215
3218	Brooklyn	11237
3219	Manhattan	10009
3220	Queens	11361
3221	Manhattan	10012
3222	Queens	11419
3223	Staten Island	10310
3224	Brooklyn	11222
3225	Brooklyn	11210
3226	Manhattan	10021
3227	Manhattan	10012
3228	Queens	11362
3229	Queens	11694
3230	Brooklyn	11201
3231	Brooklyn	11230
3232	Bronx	10454
3233	Queens	11385
3234	Brooklyn	11223
3235	Queens	11103
3236	Brooklyn	11211
3237	Manhattan	10038
3238	Manhattan	10012
3239	Staten Island	10302
3240	Queens	11369
3241	Queens	11373
3242	Manhattan	10001
3243	Manhattan	10036
3244	Manhattan	10003
3245	Queens	11377
3246	Brooklyn	11216
3247	Manhattan	10022
3248	Manhattan	10024
3249	Brooklyn	11222
3250	Manhattan	10010
3251	Manhattan	10002
3252	Manhattan	10003
3253	Manhattan	10012
3254	Manhattan	10003
3255	Brooklyn	11233
3256	Brooklyn	11231
3257	Queens	11354
3258	Brooklyn	11201
3259	Manhattan	10003
3260	Manhattan	10001
3261	Queens	11354
3262	Queens	11369
3263	Manhattan	10011
3264	Manhattan	10036
3265	Manhattan	10036
3266	Manhattan	10003
3267	Manhattan	10036
3268	Brooklyn	11207
3269	Bronx	10458
3270	Queens	11385
3271	Manhattan	10003
3272	Manhattan	10065
3273	Brooklyn	11200
3274	Bronx	10462
3275	Brooklyn	11231
3276	Manhattan	10016
3277	Manhattan	10003
3278	Manhattan	10002
3279	Manhattan	10011
3280	Manhattan	10025
3281	Manhattan	10017
3282	Manhattan	10010
3283	Manhattan	10012
3284	Brooklyn	11237
3285	Bronx	10461
3286	Manhattan	10022
3287	Brooklyn	11215
3288	Manhattan	10013
3289	Manhattan	10001
3290	Bronx	10464
3291	Queens	11373
3292	Manhattan	10012
3293	Brooklyn	11201
3294	Manhattan	10002
3295	Queens	11355
3296	Manhattan	10017
3297	Queens	11103
3298	Queens	11101
3299	Queens	11109
3300	Manhattan	10002
3301	Manhattan	10003
3302	Bronx	10463
3303	Manhattan	10028
3304	Brooklyn	11219
3305	Brooklyn	11222
3306	Manhattan	10011
3307	Queens	11385
3308	Queens	11374
3309	Queens	11385
3310	Queens	11385
3311	Manhattan	10002
3312	Manhattan	10012
3313	Brooklyn	11211
3314	Brooklyn	11215
3315	Manhattan	10024
3316	Manhattan	10010
3317	Brooklyn	11249
3318	Brooklyn	11221
3319	Manhattan	10033
3320	Manhattan	10169
3321	Manhattan	10009
3322	Manhattan	10065
3323	Manhattan	10002
3324	Manhattan	10019
3325	Manhattan	10027
3326	Manhattan	10024
3327	Queens	11372
3328	Manhattan	10011
3329	Brooklyn	11211
3330	Manhattan	10011
3331	Manhattan	10031
3332	Queens	11101
3333	Brooklyn	11233
3334	Manhattan	10017
3335	Manhattan	10036
3336	Manhattan	10005
3337	Brooklyn	11201
3338	Brooklyn	11215
3339	Queens	11103
3340	Manhattan	10128
3341	Manhattan	10014
3342	Manhattan	10128
3343	Manhattan	10040
3344	Manhattan	10003
3345	Bronx	10455
3346	Manhattan	10013
3347	Queens	11357
3348	Queens	11372
3349	Brooklyn	11211
3350	Brooklyn	11215
3351	Staten Island	10306
3352	Queens	11106
3353	Brooklyn	11215
3354	Brooklyn	11206
3355	Manhattan	10009
3356	Queens	11104
3358	Manhattan	10036
3359	Manhattan	10021
3360	Manhattan	10003
3361	Manhattan	10012
3362	Queens	11104
3363	Queens	11372
3364	Manhattan	10028
3365	Manhattan	10017
3366	Brooklyn	11206
3367	Brooklyn	11249
3368	Brooklyn	12111
3369	Queens	11375
3370	Manhattan	10009
3371	Manhattan	10011
3372	Queens	11361
3373	Manhattan	10038
3374	Manhattan	10019
3375	Brooklyn	11249
3376	Manhattan	10025
3377	Manhattan	10003
3378	Manhattan	10003
3379	Bronx	10458
3380	Manhattan	10003
3381	Brooklyn	11235
3382	Brooklyn	11222
3383	Manhattan	10038
3384	Queens	11385
3385	Brooklyn	11223
3386	Brooklyn	11238
3387	Queens	11103
3388	Manhattan	10023
3389	Brooklyn	11215
3390	Manhattan	10003
3391	Brooklyn	11215
3392	Manhattan	10003
3393	Manhattan	10036
3394	Brooklyn	11238
3395	Manhattan	10022
3396	Manhattan	10017
3397	Manhattan	10128
3398	Brooklyn	11201
3399	Manhattan	10024
3400	Queens	11102
3401	Manhattan	10065
3402	Manhattan	10075
3403	Staten Island	10310
3404	Queens	11103
3405	Bronx	10461
3406	Manhattan	10019
3407	Queens	11419
3408	Manhattan	10003
3409	Brooklyn	11235
3410	Manhattan	10036
3411	Queens	11101
3412	Queens	11358
3413	Queens	11104
3414	Manhattan	10036
3415	Brooklyn	11205
3416	Manhattan	10028
3417	Brooklyn	11222
3418	Manhattan	10036
3419	Queens	11105
3420	Brooklyn	11231
3421	Brooklyn	11220
3422	Manhattan	10024
3423	Manhattan	10018
3424	Manhattan	10003
3425	Manhattan	10018
3426	Manhattan	10030
3427	Brooklyn	11211
3428	Manhattan	10014
3429	Brooklyn	11209
3430	Manhattan	10014
3431	Brooklyn	11233
3432	Manhattan	10002
3433	Manhattan	10009
3434	Bronx	10467
3435	Manhattan	10022
3436	Manhattan	10011
3437	Manhattan	10014
3438	Brooklyn	11213
3439	Queens	11418
3440	Queens	11419
3441	Brooklyn	11206
3442	Brooklyn	11223
3443	Brooklyn	11222
3444	Manhattan	10025
3445	Bronx	10458
3446	Manhattan	10001
3447	Queens	11355
3448	Brooklyn	11211
3449	Manhattan	10002
3450	Manhattan	10013
3451	Manhattan	10003
3452	Manhattan	10022
3453	Queens	11372
3454	Brooklyn	11215
3455	Manhattan	10011
3456	Manhattan	10032
3457	Manhattan	10005
3458	Brooklyn	11236
3459	Bronx	10451
3460	Manhattan	10019
3461	Manhattan	10039
3462	Manhattan	10012
3463	Queens	11374
3464	Queens	11368
3465	Manhattan	10036
3466	Manhattan	10034
3467	Manhattan	10017
3468	Queens	11106
3469	Manhattan	10019
3470	Manhattan	10014
3471	Queens	11360
3472	Manhattan	10024
3473	Bronx	10470
3474	Brooklyn	11201
3475	Manhattan	10075
3476	Queens	11373
3477	Brooklyn	11238
3478	Manhattan	10021
3479	Manhattan	10003
3480	Brooklyn	11214
3481	Brooklyn	11215
3482	Manhattan	10014
3483	Manhattan	10017
3484	Queens	11101
3485	Staten Island	10305
3486	Bronx	10451
3487	Manhattan	11226
3488	Queens	11385
3489	Queens	11372
3490	Manhattan	10016
3491	Manhattan	10003
3492	Manhattan	10011
3493	Queens	11357
3494	Brooklyn	11234
3495	Manhattan	10014
3496	Brooklyn	11215
3497	Manhattan	10003
3498	Queens	11372
3499	Manhattan	10002
3500	Brooklyn	11216
3501	Manhattan	10002
3502	Queens	11361
3503	Manhattan	10003
3504	Manhattan	10065
3505	Queens	11101
3506	Brooklyn	11231
3507	Bronx	10465
3508	Manhattan	10003
3509	Manhattan	10128
3510	Manhattan	10001
3511	Manhattan	10011
3512	Manhattan	10023
3513	Manhattan	10036
3514	Bronx	10471
3515	Manhattan	10022
3516	Queens	11354
3517	Queens	11103
3518	Manhattan	10025
3519	Brooklyn	11232
3520	Manhattan	10001
3521	Staten Island	10306
3522	Bronx	10468
3523	Manhattan	10128
3524	Brooklyn	11249
3525	Bronx	10452
3526	Brooklyn	11235
3527	Brooklyn	11201
3528	Manhattan	10003
3529	Manhattan	10007
3530	Manhattan	10128
3531	Manhattan	10014
3532	Manhattan	10040
3533	Manhattan	10023
3534	Brooklyn	11205
3535	Brooklyn	11215
3536	Manhattan	10128
3537	Manhattan	10031
3538	Queens	11104
3539	Brooklyn	11211
3540	Bronx	10458
3541	Brooklyn	11238
3542	Brooklyn	11209
3543	Brooklyn	11238
3544	Manhattan	10009
3545	Manhattan	10011
3546	Brooklyn	11204
3547	Manhattan	10003
3548	Manhattan	10001
3549	Queens	11373
3550	Manhattan	10011
3551	Queens	11103
3552	Brooklyn	11211
3553	Manhattan	10014
3554	Brooklyn	11236
3555	Manhattan	10022
3556	Queens	11435
3557	Manhattan	10003
3558	Manhattan	10030
3559	Manhattan	10036
3560	Bronx	10458
3561	Manhattan	10016
3562	Brooklyn	11215
3563	Brooklyn	11235
3564	Manhattan	10065
3565	Queens	11101
3566	Bronx	10459
3567	Brooklyn	11235
3568	Manhattan	10027
3569	Manhattan	10017
3570	Manhattan	10009
3571	Queens	11377
3572	Queens	11432
3573	Brooklyn	11237
3574	Manhattan	10014
3575	Manhattan	10028
3576	Queens	11372
3577	Manhattan	10009
3578	Queens	11354
3579	Queens	11372
3580	Queens	11368
3581	Manhattan	10019
3582	Manhattan	10019
3583	Manhattan	10040
3584	Manhattan	10019
3585	Brooklyn	11215
3586	Brooklyn	11225
3587	Bronx	10458
3588	Manhattan	10028
3589	Manhattan	10003
3590	Manhattan	11209
3591	Bronx	10454
3592	Manhattan	10009
3593	Manhattan	10025
3594	Manhattan	10003
3595	Manhattan	10014
3596	Queens	11103
3597	Brooklyn	11223
3598	Manhattan	10011
3599	Manhattan	10014
3600	Queens	11377
3601	Staten Island	10307
3602	Brooklyn	11211
3603	Manhattan	10013
3604	Manhattan	10024
3605	Queens	11358
3606	Manhattan	10018
3607	Queens	11373
3608	Bronx	10462
3609	Brooklyn	11211
3610	Manhattan	10013
3611	Brooklyn	11217
3612	Brooklyn	11237
3613	Manhattan	10012
3614	Manhattan	10002
3615	Brooklyn	11215
3616	Manhattan	10036
3617	Brooklyn	11215
3618	Manhattan	10027
3619	Brooklyn	11215
3620	Brooklyn	11225
3621	Queens	11373
3622	Manhattan	10016
3623	Brooklyn	11211
3624	Manhattan	10003
3625	Queens	11418
3626	Manhattan	10019
3627	Manhattan	10019
3628	Queens	11385
3629	Manhattan	10007
3630	Manhattan	10036
3631	Brooklyn	11206
3632	Queens	11104
3633	Manhattan	10011
3634	Manhattan	10040
3635	Manhattan	10016
3636	Manhattan	10016
3637	Brooklyn	11222
3638	Manhattan	10012
3639	Queens	11361
3640	Manhattan	10019
3641	Manhattan	10018
3642	Manhattan	10029
3643	Manhattan	10024
3644	Manhattan	10009
3645	Bronx	10458
3646	Manhattan	10012
3647	Brooklyn	11222
3648	Manhattan	10010
3649	Manhattan	10075
3650	Manhattan	10009
3651	Manhattan	10036
3652	Brooklyn	11201
3653	Queens	11432
3654	Queens	11040
3655	Bronx	10471
3656	Brooklyn	11238
3657	Queens	11372
3658	Manhattan	10075
3659	Manhattan	10013
3660	Queens	11358
3661	Manhattan	10040
3662	Manhattan	10036
3663	Manhattan	10016
3664	Manhattan	10036
3665	Manhattan	10040
3666	Manhattan	10014
3667	Manhattan	10012
3668	Staten Island	10305
3669	Manhattan	10027
3670	Manhattan	10033
3671	Brooklyn	11226
3672	Queens	11419
3673	Manhattan	10028
3674	Brooklyn	11225
3675	Manhattan	10013
3676	Queens	11355
3677	Brooklyn	11211
3678	Manhattan	10019
3679	Queens	10004
3680	Queens	11377
3681	Manhattan	10013
3682	Manhattan	10031
3683	Brooklyn	11222
3684	Manhattan	10011
3685	Brooklyn	11249
3686	Manhattan	10003
3687	Manhattan	10002
3688	Brooklyn	11231
3689	Queens	11358
3690	Queens	11358
3691	Manhattan	10003
3692	Manhattan	10022
3693	Manhattan	10036
3694	Manhattan	10016
3695	Brooklyn	11237
3696	Manhattan	10029
3697	Manhattan	10021
3698	Brooklyn	11211
3699	Manhattan	10021
3700	Queens	11101
3701	Brooklyn	11231
3702	Manhattan	10023
3703	Manhattan	10004
3704	Manhattan	10012
3705	Bronx	10453
3706	Manhattan	10026
3707	Manhattan	10002
3708	Manhattan	10019
3709	Manhattan	10009
3710	Manhattan	10006
3711	Queens	11372
3712	Brooklyn	11215
3713	Manhattan	10025
3714	Manhattan	10036
3715	Brooklyn	11209
3716	Manhattan	10038
3717	Queens	11372
3718	Brooklyn	11231
3719	Manhattan	10010
3720	Manhattan	10010
3721	Manhattan	10038
3722	Queens	11374
3723	Manhattan	10075
3724	Manhattan	10011
3725	Queens	11372
3726	Brooklyn	11222
3727	Manhattan	10028
3728	Manhattan	10035
3729	Queens	11375
3730	Manhattan	10014
3731	Manhattan	10021
3732	Staten Island	10314
3733	Queens	11373
3734	Manhattan	10001
3735	Manhattan	10003
3736	Manhattan	10009
3737	Brooklyn	11238
3738	Manhattan	10014
3739	Manhattan	10031
3740	Queens	11372
3741	Manhattan	10128
3742	Manhattan	10017
3743	Manhattan	10014
3745	Manhattan	10009
3746	Manhattan	10038
3747	Queens	11385
3748	Manhattan	10021
3749	Brooklyn	11211
3750	Queens	11418
3751	Manhattan	10036
3752	Manhattan	10002
3753	Manhattan	10040
3754	Brooklyn	11222
3755	Queens	11104
3756	Manhattan	10001
3757	Brooklyn	11221
3758	Manhattan	10034
3759	Manhattan	10016
3760	Manhattan	10016
3761	Manhattan	10002
3762	Queens	11101
3763	Manhattan	10012
3764	Queens	11375
3765	Manhattan	10012
3766	Queens	11377
3767	Manhattan	10017
3768	Brooklyn	11238
3769	Manhattan	10006
3770	Brooklyn	11237
3771	Queens	11375
3772	Manhattan	10003
3773	Queens	11373
3774	Queens	11354
3775	Queens	11385
3776	Manhattan	10028
3777	Brooklyn	11237
3778	Queens	11417
3779	Manhattan	10031
3780	Manhattan	10016
3781	Brooklyn	11231
3782	Manhattan	10003
3783	Brooklyn	11215
3784	Brooklyn	11222
3785	Manhattan	10012
3786	Queens	11372
3787	Brooklyn	11237
3788	Manhattan	10001
3789	Brooklyn	11201
3790	Manhattan	10009
3791	Manhattan	10036
3792	Manhattan	10003
3793	Manhattan	10004
3794	Manhattan	10012
3795	Manhattan	10036
3796	Manhattan	10010
3797	Brooklyn	11221
3798	Staten Island	11693
3799	Queens	11372
3800	Brooklyn	11215
3801	Manhattan	10016
3802	Queens	11368
3803	Manhattan	10018
3804	Brooklyn	11232
3805	Manhattan	10012
3806	Brooklyn	11238
3807	Manhattan	10022
3808	Manhattan	10012
3809	Bronx	10453
3810	Queens	11361
3811	Manhattan	10016
3812	Queens	11375
3813	Manhattan	10012
3814	Manhattan	10029
3815	Brooklyn	11238
3816	Manhattan	10028
3817	Brooklyn	11217
3818	Manhattan	10036
3819	Brooklyn	11205
3820	Bronx	10471
3821	Manhattan	10029
3822	Manhattan	10025
3823	Brooklyn	11237
3824	Brooklyn	11229
3825	Brooklyn	11201
3826	Brooklyn	11209
3827	Queens	11101
3828	Manhattan	10009
3829	Brooklyn	11226
3830	Brooklyn	11201
3831	Brooklyn	11215
3832	Queens	11101
3833	Manhattan	10018
3834	Brooklyn	11231
3835	Manhattan	10065
3836	Queens	11377
3837	Queens	11368
3838	Manhattan	10002
3839	Manhattan	10025
3840	Queens	11377
3841	Manhattan	10013
3842	Manhattan	10065
3843	Manhattan	10012
3844	Manhattan	10031
3845	Brooklyn	11231
3846	Manhattan	10010
3847	Brooklyn	11215
3848	Queens	11368
3849	Manhattan	10023
3850	Brooklyn	11231
3851	Manhattan	10014
3852	Brooklyn	11205
3853	Manhattan	10010
3854	Manhattan	10025
3855	Manhattan	10009
3856	Manhattan	10016
3857	Manhattan	10024
3858	Brooklyn	11201
3859	Brooklyn	11237
3860	Bronx	10469
3861	Queens	11356
3862	Brooklyn	11215
3863	Manhattan	10001
3864	Manhattan	10011
3865	Bronx	10458
3866	Manhattan	10026
3867	Manhattan	10036
3868	Manhattan	10075
3869	Brooklyn	11249
3870	Staten Island	10306
3871	Manhattan	10016
3872	Queens	11372
3873	Brooklyn	11221
3874	Bronx	10472
3875	Brooklyn	11228
3876	Brooklyn	11223
3877	Manhattan	10002
3878	Manhattan	10036
3879	Manhattan	10038
3880	Manhattan	10018
3881	Manhattan	10025
3882	Manhattan	10003
3883	Manhattan	10002
3884	Brooklyn	11202
3885	Brooklyn	11232
3886	Queens	11372
3887	Manhattan	10028
3888	Manhattan	10016
3889	Manhattan	10075
3890	Queens	11414
3891	Queens	11419
3892	Queens	11361
3893	Manhattan	10016
3894	Queens	11697
3895	Manhattan	10013
3896	Brooklyn	11222
3897	Queens	11358
3898	Manhattan	10016
3899	Manhattan	10019
3900	Manhattan	10003
3901	Manhattan	10012
3902	Queens	11368
3903	Queens	11369
3904	Manhattan	10025
3905	Brooklyn	11220
3906	Manhattan	10014
3907	Manhattan	10016
3908	Manhattan	10010
3909	Manhattan	10036
3910	Brooklyn	11209
3911	Bronx	10469
3912	Brooklyn	11237
3913	Brooklyn	11222
3914	Staten Island	10308
3915	Manhattan	10014
3916	Queens	11103
3917	Manhattan	10003
3918	Queens	11368
3919	Manhattan	10065
3920	Queens	11358
3921	Manhattan	10011
3922	Brooklyn	11238
3923	Brooklyn	11201
3924	Brooklyn	11229
3925	Brooklyn	11228
3926	Manhattan	10028
3927	Queens	11106
3928	Manhattan	10009
3929	Brooklyn	10013
3930	Brooklyn	11231
3931	Manhattan	10029
3932	Queens	11420
3933	Queens	11361
3934	Manhattan	10012
3935	Manhattan	10014
3936	Manhattan	10021
3937	Queens	11378
3938	Manhattan	10013
3939	Queens	11361
3940	Manhattan	10001
3941	Manhattan	10023
3942	Queens	11355
3943	Brooklyn	11238
3944	Manhattan	10022
3945	Queens	11360
3946	Manhattan	10016
3947	Manhattan	10003
3948	Manhattan	10013
3949	Manhattan	10002
3950	Manhattan	10021
3951	Queens	11372
3952	Brooklyn	11226
3953	Brooklyn	11201
3954	Queens	11361
3955	Manhattan	10011
3956	Staten Island	10305
3957	Queens	11361
3958	Manhattan	10018
3959	Brooklyn	11249
3960	Brooklyn	11235
3961	Manhattan	10011
3962	Manhattan	10009
3963	Manhattan	10003
3964	Manhattan	10024
3965	Queens	11373
3966	Manhattan	10012
3967	Queens	11366
3968	Manhattan	10039
3969	Brooklyn	11215
3970	Brooklyn	11215
3971	Brooklyn	11211
3972	Manhattan	10013
3973	Manhattan	10011
3974	Manhattan	10004
3975	Brooklyn	11215
3976	Manhattan	10036
3977	Manhattan	10024
3978	Manhattan	10012
3979	Manhattan	10009
3980	Brooklyn	11238
3981	Manhattan	10009
3982	Queens	11354
3983	Manhattan	10013
3984	Manhattan	10010
3985	Brooklyn	11238
3986	Brooklyn	11249
3987	Brooklyn	11217
3988	Manhattan	10014
3989	Manhattan	10003
3990	Manhattan	10016
3991	Manhattan	10003
3992	Manhattan	10019
3993	Manhattan	10011
3994	Brooklyn	11215
3995	Bronx	10462
3996	Brooklyn	11236
3997	Queens	11362
3998	Manhattan	10001
3999	Brooklyn	11206
4000	Manhattan	10026
4001	Brooklyn	11237
4002	Manhattan	10011
4003	Manhattan	10036
4004	Bronx	10459
4005	Staten Island	7002
4006	Manhattan	10026
4007	Queens	11379
4008	Queens	11366
4009	Manhattan	10014
4010	Queens	11354
4011	Manhattan	10003
4012	Queens	11369
4013	Manhattan	10033
4014	Brooklyn	11215
4015	Manhattan	10002
4016	Manhattan	10003
4017	Brooklyn	11211
4018	Manhattan	10036
4019	Manhattan	10014
4020	Manhattan	10012
4021	Brooklyn	11201
4022	Queens	11103
4023	Brooklyn	11206
4024	Manhattan	10010
4025	Manhattan	7030
4026	Brooklyn	11222
4027	Manhattan	10011
4028	Manhattan	10021
4029	Brooklyn	11215
4030	Manhattan	10001
4031	Manhattan	10019
4032	Brooklyn	11211
4033	Brooklyn	11220
4034	Brooklyn	11203
4035	Manhattan	10012
4036	Brooklyn	11201
4037	Manhattan	10012
4038	Manhattan	10001
4039	Brooklyn	11230
4040	Queens	11106
4041	Queens	11375
4042	Manhattan	10027
4043	Manhattan	10003
4044	Queens	11372
4045	Queens	10003
4046	Manhattan	10010
4047	Manhattan	10011
4048	Manhattan	10036
4049	Manhattan	10013
4050	Queens	11377
4051	Manhattan	10009
4052	Manhattan	10022
4053	Manhattan	10013
4054	Brooklyn	11206
4055	Manhattan	10013
4056	Manhattan	10013
4057	Manhattan	10011
4058	Manhattan	10016
4059	Queens	11361
4060	Bronx	10460
4061	Manhattan	10011
4062	Brooklyn	11237
4063	Manhattan	10036
4064	Manhattan	10036
4065	Manhattan	10014
4066	Queens	11418
4067	Manhattan	10003
4068	Brooklyn	11209
4069	Queens	11428
4070	Brooklyn	11249
4071	Brooklyn	11217
4072	Brooklyn	11201
4073	Manhattan	10017
4074	Brooklyn	11214
4075	Manhattan	10023
4076	Staten Island	10301
4077	Manhattan	10014
4078	Queens	11040
4079	Manhattan	10012
4080	Manhattan	10002
4081	Queens	11372
4082	Manhattan	10003
4083	Bronx	10475
4084	Brooklyn	11223
4085	Manhattan	10011
4086	Staten Island	10306
4087	Brooklyn	11216
4088	Brooklyn	11217
4089	Queens	11419
4090	Queens	11422
4091	Queens	11385
4092	Queens	11372
4093	Brooklyn	11207
4094	Queens	11419
4095	Manhattan	10014
4096	Queens	11354
4097	Manhattan	10014
4098	Brooklyn	11221
4099	Brooklyn	11206
4100	Brooklyn	11211
4101	Queens	11354
4102	Manhattan	10013
4103	Queens	11372
4104	Brooklyn	11249
4105	Brooklyn	11237
4106	Manhattan	10033
4107	Manhattan	10012
4108	Manhattan	10018
4109	Brooklyn	11215
4110	Brooklyn	11235
4111	Queens	11104
4112	Brooklyn	11217
4113	Brooklyn	11203
4114	Manhattan	10011
4115	Staten Island	10305
4116	Manhattan	10012
4117	Queens	11352
4118	Manhattan	10007
4119	Manhattan	10016
4120	Manhattan	10003
4121	Manhattan	10013
4122	Manhattan	10021
4123	Manhattan	10010
4124	Brooklyn	11232
4125	Manhattan	10019
4126	Brooklyn	11222
4127	Manhattan	10003
4128	Queens	11372
4129	Queens	11106
4130	Brooklyn	11211
4131	Queens	11101
4132	Bronx	10462
4133	Brooklyn	11237
4134	Manhattan	10065
4135	Queens	11104
4136	Manhattan	10022
4137	Brooklyn	11205
4138	Manhattan	10025
4139	Queens	11103
4140	Bronx	10452
4141	Bronx	10458
4142	Manhattan	10031
4143	Queens	11372
4144	Manhattan	10010
4145	Manhattan	10002
4146	Manhattan	10128
4147	Manhattan	10003
4148	Manhattan	10003
4149	Manhattan	10128
4150	Manhattan	10024
4151	Manhattan	10014
4152	Brooklyn	11238
4153	Manhattan	10003
4154	Bronx	10463
4155	Manhattan	10025
4156	Brooklyn	11249
4157	Queens	11354
4158	Manhattan	10002
4159	Manhattan	10011
4160	Manhattan	10012
4161	Brooklyn	11238
4162	Brooklyn	11238
4163	Brooklyn	11220
4164	Manhattan	10019
4165	Bronx	10471
4166	Brooklyn	11237
4167	Queens	11103
4168	Manhattan	10024
4169	Queens	11366
4170	Brooklyn	11201
4171	Queens	11375
4172	Brooklyn	11230
4173	Brooklyn	11222
4174	Queens	11101
4175	Manhattan	10030
4176	Manhattan	10018
4177	Queens	11104
4178	Manhattan	10012
4179	Queens	11103
4180	Queens	11358
4181	Bronx	10453
4182	Manhattan	7024
4183	Queens	11372
4184	Queens	11367
4185	Brooklyn	11214
4186	Manhattan	10009
4187	Brooklyn	11237
4188	Queens	11101
4189	Brooklyn	11220
4190	Manhattan	10016
4191	Manhattan	10005
4192	Manhattan	10012
4193	Manhattan	10017
4194	Manhattan	10019
4195	Brooklyn	11206
4196	Manhattan	10036
4197	Manhattan	10002
4198	Manhattan	10024
4199	Queens	11432
4200	Manhattan	10014
4201	Manhattan	10030
4202	Manhattan	10036
4203	Manhattan	10065
4204	Manhattan	10024
4205	Manhattan	10019
4206	Brooklyn	11215
4207	Brooklyn	11208
4208	Brooklyn	11217
4209	Bronx	10458
4210	Brooklyn	11206
4211	Manhattan	10003
4212	Queens	11358
4213	Queens	11106
4214	Bronx	10458
4215	Brooklyn	11218
