	Borough	Postcode
6095	Queens	11418
6096	Bronx	10463
6097	Queens	11354
6098	Manhattan	10002
6099	Brooklyn	11215
6100	Brooklyn	11220
6101	Manhattan	10019
6102	Manhattan	10019
6103	Brooklyn	11249
6104	Brooklyn	11249
6105	Bronx	10462
6106	Manhattan	10017
6107	Queens	11373
6108	Brooklyn	11220
6109	Queens	11419
6110	Manhattan	10019
6111	Manhattan	10018
6112	Queens	11357
6113	Queens	11101
6114	Manhattan	10018
6115	Manhattan	10011
6116	Queens	11372
6117	Manhattan	10001
6118	Brooklyn	11238
6119	Manhattan	10001
6120	Manhattan	10004
6121	Manhattan	10023
6122	Manhattan	10014
6123	Manhattan	10031
6124	Staten Island	10306
6125	Brooklyn	11228
6126	Brooklyn	11216
6127	Manhattan	10024
6128	Manhattan	10034
6129	Queens	11354
6130	Manhattan	10014
6131	Brooklyn	11211
6132	Manhattan	10034
6133	Manhattan	10002
6134	Manhattan	10011
6135	Manhattan	10019
6136	Brooklyn	11235
6137	Manhattan	10018
6138	Manhattan	10016
6139	Brooklyn	11217
6140	Manhattan	10038
6141	Queens	11373
6142	Bronx	10460
6143	Manhattan	10019
6144	Queens	11372
6145	Queens	11377
6146	Manhattan	10016
6147	Manhattan	10017
6148	Manhattan	10011
6149	Manhattan	10012
6150	Brooklyn	11232
6151	Queens	11101
6152	Brooklyn	11237
6153	Manhattan	10012
6154	Bronx	10455
6155	Manhattan	10016
6156	Manhattan	10019
6157	Manhattan	10011
6158	Queens	11385
6159	Queens	11386
6160	Queens	11368
6161	Manhattan	10018
6162	Queens	11358
6163	Manhattan	10019
6164	Brooklyn	11221
6165	Staten Island	10307
6166	Queens	11372
6167	Manhattan	10001
6168	Manhattan	10009
6169	Manhattan	10024
6170	Manhattan	10013
6171	Manhattan	10016
6172	Manhattan	10028
6173	Manhattan	10019
6174	Manhattan	10036
6175	Queens	11105
6176	Brooklyn	11220
6177	Manhattan	10009
6178	Manhattan	10009
6179	Manhattan	10001
6180	Manhattan	10022
6181	Manhattan	10023
6182	Manhattan	10030
6183	Bronx	10457
6184	Brooklyn	11249
6185	Manhattan	10009
6186	Brooklyn	11201
6187	Brooklyn	11209
6188	Manhattan	10009
6189	Brooklyn	11201
6190	Staten Island	10307
6191	Manhattan	10014
6192	Brooklyn	11218
6193	Manhattan	10014
6194	Brooklyn	11217
6195	Manhattan	11377
6196	Queens	11420
6197	Manhattan	10039
6198	Manhattan	10021
6199	Manhattan	10011
6200	Bronx	10457
6201	Manhattan	10012
6202	Manhattan	10014
6203	Queens	11372
6204	Queens	11355
6205	Brooklyn	11205
6206	Manhattan	10025
6207	Manhattan	10075
6208	Queens	11361
6209	Queens	11354
6210	Manhattan	10016
6211	Manhattan	10128
6212	Queens	11372
6213	Staten Island	10304
6214	Bronx	10463
6215	Manhattan	10011
6216	Brooklyn	11238
6217	Manhattan	10009
6218	Manhattan	10011
6219	Manhattan	10011
6220	Manhattan	10024
6221	Brooklyn	11201
6222	Brooklyn	11217
6223	Brooklyn	11215
6224	Manhattan	10013
6225	Manhattan	10001
6226	Queens	11374
6227	Manhattan	10003
6228	Manhattan	10014
6229	Queens	11373
6230	Manhattan	10002
6231	Manhattan	10036
6232	Queens	11418
6233	Queens	11354
6234	Brooklyn	11231
6235	Manhattan	10012
6236	Brooklyn	11238
6237	Manhattan	10038
6238	Manhattan	10014
6239	Manhattan	10002
6240	Manhattan	10014
6241	Manhattan	10003
6242	Manhattan	10016
6243	Queens	11356
6244	Manhattan	10022
6245	Manhattan	10003
6246	Queens	11358
6247	Bronx	10462
6248	Manhattan	10012
6249	Manhattan	10014
6250	Manhattan	10014
6251	Manhattan	10012
6252	Manhattan	10025
6253	Queens	11372
6254	Manhattan	10018
6255	Manhattan	10023
6256	Manhattan	10025
6257	Manhattan	10011
6258	Manhattan	10065
6259	Manhattan	10003
6260	Manhattan	10011
6261	Manhattan	10011
6262	Bronx	10453
6263	Brooklyn	11234
6264	Manhattan	10003
6265	Manhattan	10013
6266	Brooklyn	11220
6267	Manhattan	10036
6268	Brooklyn	11215
6269	Manhattan	10031
6270	Bronx	10460
6271	Queens	11414
6272	Manhattan	10032
6273	Manhattan	10019
6274	Brooklyn	11238
6275	Manhattan	10024
6276	Manhattan	10036
6277	Bronx	10463
6278	Brooklyn	11213
6279	Manhattan	10010
6280	Manhattan	10013
6281	Brooklyn	11207
6282	Manhattan	10004
6283	Brooklyn	11232
6284	Manhattan	10013
6285	Queens	11361
6286	Manhattan	10019
6287	Manhattan	10011
6288	Brooklyn	11203
6289	Brooklyn	11238
6290	Manhattan	10013
6291	Brooklyn	11211
6292	Manhattan	10002
6293	Queens	11361
6294	Queens	11101
6295	Manhattan	10011
6296	Manhattan	10027
6297	Manhattan	10009
6298	Manhattan	10025
6299	Brooklyn	11233
6300	Manhattan	10038
6301	Manhattan	10002
6302	Brooklyn	11238
6303	Manhattan	10019
6304	Queens	11385
6305	Queens	11385
6306	Brooklyn	11238
6307	Manhattan	10065
6308	Manhattan	10002
6309	Brooklyn	11237
6310	Manhattan	10036
6311	Brooklyn	11211
6312	Manhattan	10022
6313	Manhattan	10014
6314	Manhattan	10036
6315	Queens	11377
6316	Queens	11372
6317	Manhattan	10001
6318	Brooklyn	11249
6319	Brooklyn	11215
6320	Manhattan	10010
6321	Manhattan	10036
6322	Manhattan	10022
6323	Queens	11361
6324	Manhattan	10003
6325	Manhattan	10009
6326	Brooklyn	11221
6327	Manhattan	10011
6328	Manhattan	10014
6329	Manhattan	10128
6330	Queens	11103
6331	Manhattan	10010
6332	Brooklyn	11237
6333	Queens	11103
6334	Brooklyn	11225
6335	Manhattan	10024
6336	Queens	11432
6337	Manhattan	10003
6338	Brooklyn	11204
6339	Queens	11375
6340	Brooklyn	11211
6341	Brooklyn	11221
6342	Manhattan	10016
6343	Bronx	10458
6344	Manhattan	10027
6345	Manhattan	10016
6346	Manhattan	10029
6347	Manhattan	10001
6348	Brooklyn	11207
6349	Manhattan	10026
6350	Queens	11419
6351	Manhattan	10016
6352	Queens	11368
6353	Brooklyn	11233
6354	Manhattan	10033
6355	Manhattan	10010
6356	Queens	11373
6357	Manhattan	10001
6358	Queens	11435
6359	Manhattan	10024
6360	Manhattan	10012
6361	Brooklyn	11232
6362	Manhattan	10034
6363	Brooklyn	11221
6364	Manhattan	10003
6365	Brooklyn	11225
6366	Queens	11366
6367	Queens	11361
6368	Manhattan	10021
6369	Manhattan	10017
6370	Queens	11377
6371	Manhattan	10011
6372	Manhattan	10016
6373	Queens	11103
6374	Manhattan	10002
6375	Manhattan	10075
6376	Manhattan	10017
6377	Queens	11355
6378	Manhattan	10003
6379	Brooklyn	11238
6380	Bronx	10455
6381	Manhattan	10011
6382	Manhattan	10040
6383	Brooklyn	11201
6384	Brooklyn	11225
6385	Manhattan	10003
6386	Brooklyn	11211
6387	Manhattan	10014
6388	Queens	11385
6389	Manhattan	10001
6390	Manhattan	10012
6391	Manhattan	10013
6392	Manhattan	10010
6393	Manhattan	10012
6394	Manhattan	10002
6395	Manhattan	10009
6396	Manhattan	10034
6397	Manhattan	10023
6398	Manhattan	10013
6399	Brooklyn	11211
6400	Queens	11379
6401	Manhattan	10009
6402	Manhattan	10017
6403	Manhattan	10010
6404	Bronx	10463
6405	Manhattan	10036
6406	Queens	11101
6407	Brooklyn	11216
6408	Manhattan	10003
6409	Brooklyn	11238
6410	Queens	11358
6411	Manhattan	10128
6412	Manhattan	10026
6413	Brooklyn	11211
6414	Queens	11372
6415	Brooklyn	11221
6416	Manhattan	10018
6417	Manhattan	10010
6418	Queens	11435
6419	Brooklyn	11237
6420	Queens	11358
6421	Brooklyn	11217
6422	Bronx	10458
6423	Brooklyn	11218
6424	Manhattan	10012
6425	Manhattan	10036
6426	Manhattan	10016
6427	Brooklyn	11211
6428	Queens	11385
6429	Bronx	10455
6430	Manhattan	10024
6431	Manhattan	10013
6432	Bronx	10458
6433	Manhattan	10014
6434	Queens	11375
6435	Manhattan	10024
6436	Manhattan	10013
6437	Manhattan	10027
6438	Brooklyn	11219
6439	Manhattan	10014
6440	Queens	11416
6441	Manhattan	10036
6442	Manhattan	10128
6443	Manhattan	10011
6444	Manhattan	10010
6445	Brooklyn	11211
6446	Manhattan	10034
6447	Manhattan	10038
6448	Manhattan	10021
6449	Bronx	10458
6450	Brooklyn	11215
6451	Manhattan	10036
6452	Manhattan	10038
6453	Queens	11103
6454	Brooklyn	11211
6455	Manhattan	10003
6456	Manhattan	10024
6457	Manhattan	10065
6458	Brooklyn	11211
6459	Manhattan	10033
6460	Manhattan	10010
6461	Brooklyn	11220
6462	Brooklyn	11211
6463	Manhattan	10011
6464	Bronx	10462
6465	Manhattan	10017
6466	Manhattan	10040
6467	Manhattan	10111
6468	Queens	11357
6469	Manhattan	10002
6470	Brooklyn	11225
6471	Manhattan	10002
6472	Queens	11103
6473	Manhattan	10013
6474	Brooklyn	11237
6475	Manhattan	10011
6476	Queens	11355
6477	Queens	11101
6478	Manhattan	10036
6479	Manhattan	10017
6480	Queens	11372
6481	Manhattan	10003
6482	Brooklyn	11222
6483	Manhattan	10003
6484	Manhattan	10027
6485	Queens	11366
6486	Queens	11361
6487	Bronx	10458
6488	Queens	11375
6489	Brooklyn	11216
6490	Manhattan	10010
6491	Manhattan	10021
6492	Manhattan	10031
6493	Brooklyn	11226
6494	Manhattan	10014
6495	Brooklyn	11214
6496	Manhattan	10003
6497	Manhattan	10014
6498	Manhattan	10029
6499	Manhattan	10016
6500	Queens	11105
6501	Bronx	10458
6502	Manhattan	10026
6503	Brooklyn	11211
6504	Bronx	10461
6505	Brooklyn	11231
6506	Manhattan	10031
6507	Queens	11418
6508	Manhattan	10013
6509	Queens	11374
6510	Manhattan	10016
6511	Manhattan	10012
6512	Manhattan	10031
6513	Brooklyn	11205
6514	Manhattan	10013
6515	Brooklyn	11217
6516	Queens	11421
6517	Manhattan	10013
6518	Manhattan	10038
6519	Bronx	10468
6520	Brooklyn	11226
6521	Manhattan	10128
6522	Manhattan	10022
6523	Brooklyn	11206
6524	Brooklyn	11211
6525	Staten Island	10303
6526	Queens	11354
6527	Brooklyn	11207
6528	Manhattan	10017
6529	Manhattan	10022
6530	Manhattan	10014
6531	Brooklyn	11219
6532	Manhattan	10014
6533	Manhattan	10022
6534	Queens	11372
6535	Queens	11358
6536	Manhattan	10025
6537	Manhattan	10022
6538	Bronx	10454
6539	Queens	11427
6540	Brooklyn	11215
6541	Queens	11417
6542	Queens	11361
6543	Manhattan	10016
6544	Queens	11354
6546	Staten Island	10308
6547	Manhattan	10014
6548	Brooklyn	11211
6549	Manhattan	10016
6550	Brooklyn	11222
6551	Manhattan	10025
6552	Brooklyn	11213
6553	Manhattan	10025
6554	Brooklyn	11758
6555	Manhattan	10002
6556	Manhattan	10036
6557	Queens	11101
6558	Manhattan	10024
6559	Brooklyn	11211
6560	Manhattan	10025
6561	Manhattan	10019
6562	Brooklyn	11215
6563	Manhattan	10018
6564	Brooklyn	11211
6565	Manhattan	10021
6566	Queens	11372
6567	Brooklyn	11237
6568	Manhattan	10026
6569	Manhattan	10012
6570	Brooklyn	11238
6571	Queens	11106
6572	Manhattan	10065
6573	Manhattan	10025
6574	Queens	11356
6575	Manhattan	10128
6576	Queens	11375
6577	Manhattan	10021
6578	Manhattan	10021
6579	Manhattan	10006
6580	Queens	11372
6581	Manhattan	10012
6582	Brooklyn	11235
6583	Brooklyn	11249
6584	Brooklyn	11220
6585	Manhattan	10036
6586	Manhattan	10003
6587	Manhattan	10040
6588	Queens	11101
6589	Brooklyn	11249
6590	Manhattan	10012
6591	Manhattan	10019
6592	Bronx	10461
6593	Staten Island	10312
6594	Bronx	10470
6595	Manhattan	10009
6596	Brooklyn	11238
6597	Brooklyn	11249
6598	Manhattan	10012
6599	Queens	11356
6600	Brooklyn	11211
6601	Staten Island	10303
6602	Manhattan	10128
6603	Brooklyn	11249
6604	Bronx	10454
6605	Queens	11105
6606	Manhattan	10009
6607	Manhattan	10031
6608	Manhattan	10009
6609	Bronx	10458
6610	Queens	11358
6611	Queens	11378
6612	Manhattan	10025
6613	Manhattan	10028
6614	Manhattan	10075
6615	Bronx	10452
6616	Queens	11372
6617	Manhattan	10036
6618	Manhattan	10017
6619	Manhattan	10002
6620	Queens	11101
6621	Manhattan	10003
6622	Manhattan	10019
6623	Queens	11372
6624	Manhattan	10001
6625	Manhattan	10002
6626	Brooklyn	11222
6627	Manhattan	10009
6628	Manhattan	10065
6629	Brooklyn	11220
6630	Queens	11105
6631	Bronx	10457
6632	Queens	11356
6633	Manhattan	10019
6634	Queens	11361
6635	Brooklyn	11211
6636	Brooklyn	11211
6637	Bronx	10465
6638	Manhattan	10017
6639	Brooklyn	11217
6640	Brooklyn	11225
6641	Manhattan	10065
6642	Manhattan	10023
6643	Manhattan	10026
6644	Manhattan	10003
6645	Manhattan	10003
6646	Manhattan	10007
6647	Brooklyn	11209
6648	Manhattan	10023
6649	Manhattan	10001
6650	Brooklyn	11231
6651	Brooklyn	11223
6652	Manhattan	10454
6653	Queens	11385
6654	Brooklyn	11217
6655	Brooklyn	11221
6656	Queens	11103
6657	Manhattan	10002
6658	Queens	11361
6659	Brooklyn	11221
6660	Queens	11103
6661	Queens	11357
6662	Manhattan	10012
6663	Manhattan	10013
6664	Brooklyn	11201
6665	Manhattan	10009
6666	Queens	11103
6667	Manhattan	10014
6668	Manhattan	10012
6669	Brooklyn	11201
6670	Manhattan	10001
6671	Manhattan	10012
6672	Manhattan	10003
6673	Brooklyn	11249
6674	Queens	11694
6675	Manhattan	10016
6676	Brooklyn	11201
6677	Manhattan	10013
6678	Manhattan	10013
6679	Manhattan	10010
6680	Queens	11104
6681	Queens	11104
6682	Brooklyn	11249
6683	Queens	11377
6684	Brooklyn	11249
6685	Staten Island	10314
6686	Manhattan	10032
6687	Brooklyn	11235
6688	Manhattan	10065
6689	Manhattan	10010
6690	Manhattan	10028
6691	Queens	11373
6692	Queens	11356
6693	Manhattan	10023
6694	Manhattan	10023
6695	Manhattan	10036
6696	Manhattan	10001
6697	Manhattan	10023
6698	Brooklyn	11226
6700	Manhattan	10012
6701	Queens	11106
6702	Brooklyn	11211
6703	Queens	11385
6704	Manhattan	10001
6705	Manhattan	10022
6706	Manhattan	10036
6707	Bronx	10458
6708	Manhattan	10018
6709	Manhattan	10002
6710	Manhattan	10003
6711	Manhattan	10025
6712	Manhattan	10075
6713	Queens	11372
6714	Manhattan	10002
6715	Manhattan	10040
6716	Manhattan	10040
6717	Manhattan	10003
6718	Manhattan	10034
6719	Queens	11103
6720	Bronx	10458
6721	Bronx	10458
6722	Manhattan	10003
6723	Brooklyn	11219
6724	Manhattan	10025
6725	Staten Island	10306
6726	Manhattan	10002
6727	Brooklyn	11231
6728	Queens	11105
6729	Queens	11365
6730	Brooklyn	11222
6731	Brooklyn	11249
6732	Queens	11372
6733	Manhattan	10036
6734	Manhattan	10039
6735	Queens	11368
6736	Queens	11378
6737	Manhattan	10003
6738	Brooklyn	11215
6739	Manhattan	10011
6740	Manhattan	10011
6741	Manhattan	10009
6742	Manhattan	10003
6743	Manhattan	10003
6744	Manhattan	10017
6745	Manhattan	10011
6746	Manhattan	10032
6747	Brooklyn	11231
6748	Manhattan	10009
6749	Brooklyn	11218
6750	Brooklyn	11215
6751	Queens	11373
6752	Manhattan	10013
6753	Queens	11103
6754	Manhattan	10128
6755	Manhattan	10019
6756	Manhattan	10025
6757	Manhattan	10014
6758	Manhattan	10024
6759	Manhattan	10012
6760	Brooklyn	11205
6761	Manhattan	10019
6762	Queens	11105
6763	Brooklyn	11223
6764	Manhattan	10026
6765	Brooklyn	11201
6766	Queens	11385
6767	Manhattan	10009
6768	Manhattan	10021
6769	Manhattan	10003
6770	Manhattan	10021
6771	Brooklyn	11222
6772	Manhattan	10002
6773	Brooklyn	11216
6774	Queens	11432
6775	Queens	11422
6776	Bronx	10468
6777	Manhattan	10013
6778	Manhattan	10036
6779	Manhattan	10011
6780	Queens	11103
6781	Brooklyn	11249
6782	Manhattan	10017
6783	Manhattan	10013
6784	Manhattan	10036
6785	Queens	11105
6786	Queens	11358
6787	Queens	11105
6788	Brooklyn	11238
6789	Queens	11354
6790	Bronx	10462
6791	Manhattan	10014
6792	Manhattan	10005
6793	Queens	11367
6794	Brooklyn	11207
6795	Queens	11101
6796	Queens	11103
6797	Brooklyn	11222
6798	Bronx	10462
6799	Queens	11358
6800	Manhattan	10011
6801	Brooklyn	11221
6802	Manhattan	10075
6803	Bronx	10468
6804	Manhattan	10013
6805	Brooklyn	11249
6806	Queens	11373
6807	Manhattan	10029
6808	Brooklyn	11249
6809	Brooklyn	11223
6810	Manhattan	10014
6811	Bronx	10459
6812	Brooklyn	11249
6813	Bronx	10456
6814	Brooklyn	11220
6815	Manhattan	10022
6816	Brooklyn	11211
6817	Queens	11378
6818	Manhattan	10034
6819	Queens	11374
6820	Brooklyn	11238
6821	Manhattan	10025
6822	Manhattan	10012
6823	Manhattan	10013
6824	Manhattan	10019
6825	Manhattan	10024
6826	Manhattan	10010
6827	Manhattan	10013
6828	Brooklyn	11211
6829	Manhattan	10038
6830	Queens	11372
6831	Queens	11364
6832	Queens	11417
6833	Brooklyn	11217
6834	Queens	11428
6835	Manhattan	10022
6836	Manhattan	10016
6837	Queens	11102
6838	Manhattan	10024
6839	Staten Island	10314
6840	Brooklyn	11201
6841	Manhattan	10011
6842	Manhattan	10009
6843	Queens	11373
6844	Staten Island	10309
6845	Manhattan	10034
6846	Brooklyn	11211
6847	Manhattan	10128
6848	Queens	11378
6849	Brooklyn	11222
6850	Manhattan	10028
6851	Queens	11358
6852	Queens	11385
6853	Queens	11354
6854	Manhattan	10009
6855	Brooklyn	11223
6856	Brooklyn	11211
6857	Queens	11385
6858	Brooklyn	11209
6859	Brooklyn	11211
6860	Manhattan	10029
6861	Brooklyn	11231
6862	Bronx	10465
6863	Brooklyn	11215
6864	Manhattan	10018
6865	Manhattan	10001
6866	Manhattan	10036
6867	Manhattan	10013
6868	Queens	11354
6869	Queens	11417
6870	Queens	11418
6871	Queens	11421
6872	Manhattan	10019
6873	Queens	11385
6874	Brooklyn	11232
6875	Staten Island	10306
6876	Manhattan	10001
6877	Bronx	10465
6878	Manhattan	10029
6879	Queens	11358
6880	Queens	11373
6881	Manhattan	10012
6882	Brooklyn	11217
6883	Manhattan	10011
6884	Manhattan	10002
6885	Manhattan	10003
6886	Manhattan	10128
6887	Brooklyn	11201
6888	Brooklyn	11235
6889	Bronx	10458
6890	Manhattan	10036
6891	Queens	11372
6892	Queens	11104
6893	Bronx	10465
6894	Manhattan	10003
6895	Brooklyn	11215
6896	Queens	11101
6897	Manhattan	10128
6898	Manhattan	10011
6899	Manhattan	10009
6900	Manhattan	10013
6901	Queens	11372
6902	Manhattan	10006
6903	Manhattan	10012
6904	Manhattan	10010
6905	Manhattan	10019
6906	Queens	11358
6907	Queens	11432
6908	Manhattan	10011
6909	Manhattan	10002
6910	Queens	11102
6911	Queens	11369
6912	Bronx	10454
6913	Manhattan	10003
6914	Manhattan	10009
6915	Queens	11102
6916	Brooklyn	11237
6917	Manhattan	10019
6918	Queens	11372
6919	Queens	11101
6920	Manhattan	10036
6921	Manhattan	10012
6922	Queens	11105
6923	Manhattan	10028
6924	Manhattan	10013
6925	Queens	11102
6926	Queens	11101
6927	Brooklyn	11204
6928	Brooklyn	11207
6929	Brooklyn	11215
6930	Manhattan	10016
6931	Manhattan	10003
6932	Queens	11101
6933	Queens	11103
6934	Brooklyn	11209
6935	Manhattan	10024
6936	Brooklyn	11217
6937	Brooklyn	11237
6938	Manhattan	10013
6939	Manhattan	10012
6940	Manhattan	10128
6941	Queens	11106
6942	Manhattan	10002
6943	Manhattan	10029
6944	Manhattan	10013
6945	Queens	11417
6946	Queens	11379
6947	Brooklyn	11215
6948	Brooklyn	11238
6949	Manhattan	10016
6950	Manhattan	10016
6951	Queens	11104
6952	Brooklyn	11215
6953	Brooklyn	11212
6954	Manhattan	10001
6955	Brooklyn	11209
6956	Manhattan	10040
6957	Manhattan	10011
6958	Brooklyn	11219
6959	Bronx	10461
6960	Brooklyn	11211
6961	Brooklyn	11215
6962	Bronx	10467
6963	Brooklyn	11215
6964	Manhattan	10012
6965	Queens	11357
6966	Manhattan	10021
6967	Brooklyn	11218
6968	Brooklyn	11211
6969	Manhattan	10065
6970	Manhattan	10013
6971	Manhattan	10021
6972	Brooklyn	11201
6973	Queens	11372
6974	Queens	11375
6975	Brooklyn	11207
6976	Queens	11101
6977	Manhattan	10034
6978	Manhattan	10017
6979	Queens	11373
6980	Queens	11357
6981	Brooklyn	11385
6982	Brooklyn	11215
6983	Brooklyn	11232
6984	Manhattan	10002
6985	Queens	11373
6986	Brooklyn	11238
6987	Brooklyn	11222
6988	Brooklyn	11222
6989	Queens	11368
6990	Bronx	10451
6991	Brooklyn	11222
6992	Manhattan	10014
6993	Brooklyn	11222
6994	Brooklyn	11220
6995	Manhattan	10069
6996	Queens	11102
6997	Bronx	10451
6998	Queens	11103
6999	Manhattan	10014
7000	Manhattan	10014
7001	Queens	11413
7002	Manhattan	10007
7003	Manhattan	10012
7004	Brooklyn	11215
7005	Brooklyn	11215
7006	Brooklyn	11218
7007	Manhattan	10014
7008	Bronx	10472
7009	Brooklyn	11215
7010	Queens	11378
7011	Brooklyn	11230
7012	Queens	11103
7013	Queens	11372
7014	Manhattan	10012
7015	Brooklyn	11249
7016	Brooklyn	11206
7017	Queens	11372
7018	Brooklyn	11222
7019	Brooklyn	11237
7020	Brooklyn	11224
7021	Queens	11366
7022	Manhattan	10012
7023	Manhattan	10002
7024	Brooklyn	11237
7025	Queens	11354
7026	Manhattan	10010
7027	Staten Island	10310
7028	Brooklyn	11231
7029	Manhattan	10016
7030	Brooklyn	11226
7031	Brooklyn	11213
7032	Brooklyn	11220
7033	Queens	11368
7034	Manhattan	10010
7035	Manhattan	10030
7036	Manhattan	10014
7037	Queens	11385
7038	Manhattan	10023
7039	Brooklyn	11209
7040	Staten Island	10309
7041	Brooklyn	11206
7042	Queens	11362
7043	Manhattan	10001
7044	Brooklyn	11238
7045	Manhattan	10019
7046	Manhattan	10019
7047	Queens	11422
7048	Queens	11101
7049	Brooklyn	11201
7050	Manhattan	10016
7051	Queens	11361
7052	Manhattan	10001
7053	Manhattan	10029
7054	Queens	11103
7055	Brooklyn	11216
7056	Brooklyn	11207
7057	Manhattan	10034
7058	Manhattan	10009
7059	Queens	11101
7060	Manhattan	10036
7061	Manhattan	10025
7062	Manhattan	10017
7063	Queens	11102
7064	Queens	11103
7065	Manhattan	10003
7066	Brooklyn	11229
7067	Manhattan	10012
7068	Queens	11372
7069	Manhattan	10014
7070	Brooklyn	11215
7071	Brooklyn	11211
7072	Manhattan	10021
7073	Brooklyn	11236
7074	Staten Island	10306
7075	Manhattan	10065
7076	Brooklyn	11229
7077	Queens	11372
7078	Brooklyn	11232
7079	Manhattan	10022
7080	Queens	11375
7081	Brooklyn	11232
7082	Bronx	10454
7083	Bronx	10472
7084	Queens	11368
7085	Manhattan	10003
7086	Queens	11358
7087	Manhattan	10023
7088	Brooklyn	10041
7089	Queens	11421
7090	Manhattan	10014
7091	Brooklyn	11215
7092	Staten Island	10306
7093	Manhattan	10014
7094	Manhattan	10017
7095	Manhattan	10003
7096	Brooklyn	11220
7097	Brooklyn	11209
7098	Brooklyn	11214
7099	Brooklyn	11211
7100	Queens	11104
7101	Brooklyn	11226
7102	Queens	11385
7103	Queens	11354
7104	Manhattan	10014
7105	Queens	11372
7106	Queens	11385
7107	Manhattan	10026
7108	Brooklyn	11215
7109	Manhattan	10013
7110	Queens	11361
7111	Manhattan	10034
7112	Manhattan	10036
7113	Queens	11367
7114	Queens	11375
7115	Queens	11106
7116	Manhattan	10013
7117	Manhattan	10036
7118	Brooklyn	11235
7119	Manhattan	10001
7120	Manhattan	10036
7121	Staten Island	10302
7122	Bronx	10458
7123	Brooklyn	11226
7124	Bronx	10465
7125	Queens	11421
7126	Manhattan	10030
7127	Manhattan	10002
7128	Queens	11101
7129	Manhattan	10001
7130	Manhattan	10028
7131	Manhattan	10007
7132	Manhattan	10001
7133	Manhattan	10009
7134	Brooklyn	11222
7135	Brooklyn	11215
7136	Manhattan	10038
7137	Brooklyn	11215
7138	Queens	11435
7139	Brooklyn	11385
7140	Manhattan	10018
7141	Bronx	10454
7142	Bronx	10461
7143	Brooklyn	11206
7144	Brooklyn	11231
7145	Queens	11377
7146	Manhattan	10016
7147	Brooklyn	11211
7148	Queens	11385
7149	Queens	11421
7150	Manhattan	10018
7151	Brooklyn	11206
7152	Queens	11372
7153	Manhattan	10040
7154	Manhattan	10018
7155	Manhattan	10003
7156	Manhattan	10040
7157	Brooklyn	11211
7158	Brooklyn	11231
7159	Manhattan	10024
7160	Brooklyn	11221
7161	Manhattan	10011
7162	Queens	11372
7163	Manhattan	10003
7164	Manhattan	10023
7165	Manhattan	10002
7166	Manhattan	10013
7167	Manhattan	10010
7168	Manhattan	10012
7169	Manhattan	10023
7170	Brooklyn	11231
7171	Brooklyn	11237
7172	Manhattan	10016
7173	Brooklyn	11219
7174	Bronx	10461
7175	Brooklyn	11209
7176	Bronx	10453
7177	Brooklyn	11219
7178	Brooklyn	11237
7179	Queens	11106
7180	Queens	11106
7181	Manhattan	10009
7182	Queens	11368
7183	Brooklyn	11231
7184	Manhattan	10012
7185	Queens	11361
7186	Brooklyn	11237
7187	Manhattan	10024
7188	Manhattan	10012
7189	Manhattan	10025
7190	Bronx	10463
7191	Brooklyn	11238
7192	Brooklyn	11215
7193	Manhattan	10012
7194	Brooklyn	11231
7195	Queens	11372
7196	Manhattan	10003
7197	Manhattan	10003
7198	Brooklyn	11225
7199	Queens	11369
7200	Manhattan	10019
7201	Brooklyn	11212
7202	Queens	11103
7203	Brooklyn	11218
7204	Manhattan	10013
7205	Brooklyn	11223
7206	Manhattan	10011
7207	Queens	11385
7208	Brooklyn	11214
7209	Manhattan	10002
7210	Brooklyn	11233
7211	Bronx	10463
7212	Queens	11385
7213	Manhattan	10036
7214	Manhattan	10019
7215	Queens	11375
7216	Staten Island	10305
7217	Staten Island	10310
7218	Queens	11375
7219	Manhattan	10025
7220	Manhattan	10075
7221	Manhattan	10003
7222	Manhattan	10013
7223	Brooklyn	11249
7224	Brooklyn	11231
7225	Manhattan	10075
7226	Manhattan	10022
7227	Brooklyn	11217
7228	Brooklyn	11237
7229	Manhattan	10005
7230	Brooklyn	11218
7231	Manhattan	10011
7232	Brooklyn	11238
7233	Brooklyn	11211
7234	Manhattan	10011
7235	Brooklyn	11235
7236	Brooklyn	11231
7237	Queens	11395
7238	Queens	11372
7239	Queens	11432
7240	Queens	11378
7241	Queens	11435
7242	Manhattan	10036
7243	Queens	11373
7244	Brooklyn	11217
7245	Queens	11693
7246	Manhattan	10023
7247	Manhattan	10065
7248	Brooklyn	11211
7249	Bronx	10462
7250	Manhattan	10040
7251	Manhattan	10003
7252	Manhattan	10002
7253	Queens	11105
7254	Manhattan	10012
7255	Manhattan	10003
7256	Queens	11101
7257	Manhattan	10022
7258	Queens	11372
7259	Manhattan	10007
7260	Brooklyn	11228
7261	Brooklyn	11211
7262	Manhattan	10009
7263	Manhattan	10019
7264	Queens	11004
7265	Manhattan	10013
7266	Queens	11357
7267	Manhattan	10021
7268	Brooklyn	11215
7269	Queens	11105
7270	Manhattan	10014
7271	Manhattan	10019
7272	Brooklyn	11234
7273	Brooklyn	11215
7274	Brooklyn	11215
7275	Queens	11385
7276	Manhattan	10040
7277	Bronx	10463
7278	Manhattan	10029
7279	Queens	11040
7280	Brooklyn	11249
7281	Manhattan	10025
7282	Manhattan	10016
7283	Brooklyn	11222
7284	Queens	11355
7285	Bronx	10468
