	Facility Zip Code	Facility County	Facility City	Facility State
0	12202	ALBA	ALBANY         	NY
1	12202	ALBA	ALBANY         	NY
2	12206	ALBA	ALBANY         	NY
3	12205	ALBA	ALBANY         	NY
4	12206	ALBA	ALBANY         	NY
5	12205	ALBA	ALBANY         	NY
6	12205	ALBA	ALBANY         	NY
7	12205	ALBA	ALBANY         	NY
8	12205	ALBA	ALBANY         	NY
9	12205	ALBA	ALBANY         	NY
10	12203	ALBA	ALBANY         	NY
11	12210	ALBA	ALBANY         	NY
12	12206	ALBA	ALBANY         	NY
13	12202	ALBA	ALBANY         	NY
14	12205	ALBA	ALBANY         	NY
15	12205	ALBA	ALBANY         	NY
16	12204	ALBA	ALBANY         	NY
17	12207	ALBA	ALBANY         	NY
18	12204	ALBA	ALBANY         	NY
19	12203	ALBA	ALBANY         	NY
20	12203	ALBA	ALBANY         	NY
21	12202	ALBA	ALBANY         	NY
22	12202	ALBA	ALBANY         	NY
23	12206	ALBA	ALBANY         	NY
24	12202	ALBA	ALBANY         	NY
25	12203	ALBA	ALBANY         	NY
26	12206	ALBA	ALBANY         	NY
27	12205	ALBA	ALBANY         	NY
28	12205	ALBA	ALBANY         	NY
29	12205	ALBA	ALBANY         	NY
30	12205	ALBA	ALBANY         	NY
31	12205	ALBA	ALBANY         	NY
32	12206	ALBA	ALBANY         	NY
33	12205	ALBA	ALBANY         	NY
34	12204	ALBA	ALBANY         	NY
35	12210	ALBA	ALBANY         	NY
36	12202	ALBA	ALBANY         	NY
37	12202	ALBA	ALBANY         	NY
38	12206	ALBA	ALBANY         	NY
39	12206	ALBA	ALBANY         	NY
40	12205	ALBA	ALBANY         	NY
41	12205	ALBA	ALBANY         	NY
42	12206	ALBA	ALBANY         	NY
43	12205	ALBA	ALBANY         	NY
44	12206	ALBA	ALBANY         	NY
45	12205	ALBA	ALBANY         	NY
46	12205	ALBA	ALBANY         	NY
47	12205	ALBA	ALBANY         	NY
48	12210	ALBA	ALBANY         	NY
49	12205	ALBA	ALBANY         	NY
50	12210	ALBA	ALBANY         	NY
51	12205	ALBA	ALBANY         	NY
52	12205	ALBA	ALBANY         	NY
53	12202	ALBA	ALBANY         	NY
54	12206	ALBA	ALBANY         	NY
55	12205	ALBA	ALBANY         	NY
56	12205	ALBA	ALBANY         	NY
57	12202	ALBA	ALBANY         	NY
58	12206	ALBA	ALBANY         	NY
59	12206	ALBA	ALBANY         	NY
60	12205	ALBA	ALBANY         	NY
61	12205	ALBA	ALBANY         	NY
62	12205	ALBA	ALBANY         	NY
63	12205	ALBA	ALBANY         	NY
64	12202	ALBA	ALBANY         	NY
65	12206	ALBA	ALBANY         	NY
66	12205	ALBA	ALBANY         	NY
67	12206	ALBA	ALBANY         	NY
68	12203	ALBA	ALBANY         	NY
69	12209	ALBA	ALBANY         	NY
70	12205	ALBA	ALBANY         	NY
71	12206	ALBA	ALBANY         	NY
72	12206	ALBA	ALBANY         	NY
73	12206	ALBA	ALBANY         	NY
74	12206	ALBA	ALBANY         	NY
75	12206	ALBA	ALBANY         	NY
76	12203	ALBA	ALBANY         	NY
77	12208	ALBA	ALBANY         	NY
78	12206	ALBA	ALBANY         	NY
79	12205	ALBA	ALBANY         	NY
80	12206	ALBA	ALBANY         	NY
81	12205	ALBA	ALBANY         	NY
82	12206	ALBA	ALBANY         	NY
83	12205	ALBA	ALBANY         	NY
84	12205	ALBA	ALBANY         	NY
85	12206	ALBA	ALBANY         	NY
86	12205	ALBA	ALBANY         	NY
87	12202	ALBA	ALBANY         	NY
88	12204	ALBA	ALBANY         	NY
89	12206	ALBA	ALBANY         	NY
90	12205	ALBA	ALBANY         	NY
91	12205	ALBA	ALBANY         	NY
92	12206	ALBA	ALBANY         	NY
93	12209	ALBA	ALBANY         	NY
94	12206	ALBA	ALBANY         	NY
95	12205	ALBA	ALBANY         	NY
96	12205	ALBA	ALBANY         	NY
97	12205	ALBA	ALBANY         	NY
98	12205	ALBA	ALBANY         	NY
99	12206	ALBA	ALBANY         	NY
100	12205	ALBA	ALBANY         	NY
101	12205	ALBA	ALBANY         	NY
102	12205	ALBA	ALBANY         	NY
103	12209	ALBA	ALBANY         	NY
104	12206	ALBA	ALBANY         	NY
105	12205	ALBA	ALBANY         	NY
106	12206	ALBA	ALBANY         	NY
107	12205	ALBA	ALBANY         	NY
108	12206	ALBA	ALBANY         	NY
109	12206	ALBA	ALBANY         	NY
110	12210	ALBA	ALBANY         	NY
111	12206	ALBA	ALBANY         	NY
112	12202	ALBA	ALBANY         	NY
113	12205	ALBA	ALBANY         	NY
114	12206	ALBA	ALBANY         	NY
115	12205	ALBA	ALBANY         	NY
116	12206	ALBA	ALBANY         	NY
117	12207	ALBA	ALBANY         	NY
118	12205	ALBA	ALBANY         	NY
119	12209	ALBA	ALBANY         	NY
120	12205	ALBA	ALBANY         	NY
121	12206	ALBA	ALBANY         	NY
122	12205	ALBA	ALBANY         	NY
123	12205	ALBA	ALBANY         	NY
124	12206	ALBA	ALBANY         	NY
125	12206	ALBA	ALBANY         	NY
126	12205	ALBA	ALBANY         	NY
127	12205	ALBA	ALBANY         	NY
128	12205	ALBA	ALBANY         	NY
129	12205	ALBA	ALBANY         	NY
130	12206	ALBA	ALBANY         	NY
131	12206	ALBA	ALBANY         	NY
132	12204	ALBA	ALBANY         	NY
133	12206	ALBA	ALBANY         	NY
134	12205	ALBA	ALBANY         	NY
135	12205	ALBA	ALBANY         	NY
136	12206	ALBA	ALBANY         	NY
137	12206	ALBA	ALBANY         	NY
138	12208	ALBA	ALBANY         	NY
139	12205	ALBA	ALBANY         	NY
140	12206	ALBA	ALBANY         	NY
141	12205	ALBA	ALBANY         	NY
142	12205	ALBA	ALBANY         	NY
143	12205	ALBA	ALBANY         	NY
144	12205	ALBA	ALBANY         	NY
145	12206	ALBA	ALBANY         	NY
146	12205	ALBA	ALBANY         	NY
147	12203	ALBA	ALBANY         	NY
148	12205	ALBA	ALBANY         	NY
149	12206	ALBA	ALBANY         	NY
150	12206	ALBA	ALBANY         	NY
151	12202	ALBA	ALBANY         	NY
152	12202	ALBA	ALBANY         	NY
153	12205	ALBA	ALBANY         	NY
154	12205	ALBA	ALBANY         	NY
155	12205	ALBA	ALBANY         	NY
156	12203	ALBA	ALBANY         	NY
157	12205	ALBA	ALBANY         	NY
158	12207	ALBA	ALBANY         	NY
159	12205	ALBA	ALBANY         	NY
160	12233	ALBA	ALBANY         	NY
161	12228	ALBA	ALBANY         	NY
162	12206	ALBA	ALBANY         	NY
163	12205	ALBA	ALBANY         	NY
164	12205	ALBA	ALBANY         	NY
165	12202	ALBA	ALBANY         	NY
166	12205	ALBA	ALBANY         	NY
167	12203	ALBA	ALBANY         	NY
168	12205	ALBA	ALBANY         	NY
169	12205	ALBA	ALBANY         	NY
170	12205	ALBA	ALBANY         	NY
171	12205	ALBA	ALBANY         	NY
172	12211	ALBA	ALBANY         	NY
173	12206	ALBA	ALBANY         	NY
174	12206	ALBA	ALBANY         	NY
175	12205	ALBA	ALBANY         	NY
176	12206	ALBA	ALBANY         	NY
177	12207	ALBA	ALBANY         	NY
178	12203	ALBA	ALBANY         	NY
179	12206	ALBA	ALBANY         	NY
180	12202	ALBA	ALBANY         	NY
181	12208	ALBA	ALBANY         	NY
182	12204	ALBA	ALBANY         	NY
183	12203	ALBA	ALBANY         	NY
184	12202	ALBA	ALBANY         	NY
185	12205	ALBA	ALBANY         	NY
186	12203	ALBA	ALBANY         	NY
187	12205	ALBA	ALBANY         	NY
188	12205	ALBA	ALBANY         	NY
189	12202	ALBA	ALBANY         	NY
190	12203	ALBA	ALBANY         	NY
191	12206	ALBA	ALBANY         	NY
192	12206	ALBA	ALBANY         	NY
193	12205	ALBA	ALBANY         	NY
194	12205	ALBA	ALBANY         	NY
195	12205	ALBA	ALBANY         	NY
196	12205	ALBA	ALBANY         	NY
197	12206	ALBA	ALBANY         	NY
198	12204	ALBA	ALBANY         	NY
199	12208	ALBA	ALBANY         	NY
200	12205	ALBA	ALBANY         	NY
201	12205	ALBA	ALBANY         	NY
202	12204	ALBA	ALBANY         	NY
203	12205	ALBA	ALBANY         	NY
204	12205	ALBA	ALBANY         	NY
205	12205	ALBA	ALBANY         	NY
206	12206	ALBA	ALBANY         	NY
207	12204	ALBA	ALBANY         	NY
208	12205	ALBA	ALBANY         	NY
209	12206	ALBA	ALBANY         	NY
210	12203	ALBA	ALBANY         	NY
211	12206	ALBA	ALBANY         	NY
212	12205	ALBA	ALBANY         	NY
213	12205	ALBA	ALBANY         	NY
214	12007	ALBA	ALCOVE         	NY
215	12009	ALBA	ALTAMONT       	NY
216	12009	ALBA	ALTAMONT       	NY
217	12009	ALBA	ALTAMONT       	NY
218	12009	ALBA	ALTAMONT       	NY
219	12009	ALBA	ALTAMONT       	NY
220	12009	ALBA	ALTAMONT       	NY
221	12009	ALBA	ALTAMONT       	NY
222	12009	ALBA	ALTAMONT       	NY
223	12009	ALBA	ALTAMONT       	NY
224	12009	ALBA	ALTAMONT       	NY
225	12009	ALBA	ALTAMONT       	NY
226	12009	ALBA	ALTAMONT       	NY
227	12023	ALBA	BERNE          	NY
228	12023	ALBA	BERNE          	NY
229	12023	ALBA	BERNE          	NY
230	12041	ALBA	CLARKSVILLE    	NY
231	12047	ALBA	COHOES         	NY
232	12047	ALBA	COHOES         	NY
233	12047	ALBA	COHOES         	NY
234	12047	ALBA	COHOES         	NY
235	12047	ALBA	COHOES         	NY
236	12047	ALBA	COHOES         	NY
237	12047	ALBA	COHOES         	NY
238	12047	ALBA	COHOES         	NY
239	12047	ALBA	COHOES         	NY
240	12047	ALBA	COHOES         	NY
241	12047	ALBA	COHOES         	NY
242	12047	ALBA	COHOES         	NY
243	12047	ALBA	COHOES         	NY
244	12047	ALBA	COHOES         	NY
245	12047	ALBA	COHOES         	NY
246	12047	ALBA	COHOES         	NY
247	12047	ALBA	COHOES         	NY
248	12047	ALBA	COHOES         	NY
249	12047	ALBA	COHOES         	NY
250	12047	ALBA	COHOES         	NY
251	12047	ALBA	COHOES         	NY
252	12047	ALBA	COHOES         	NY
253	12047	ALBA	COHOES         	NY
254	12047	ALBA	COHOES         	NY
255	12047	ALBA	COHOES         	NY
256	12047	ALBA	COHOES         	NY
257	12205	ALBA	COLONIE        	NY
258	12205	ALBA	COLONIE        	NY
259	12205	ALBA	COLONIE        	NY
260	12205	ALBA	COLONIE        	NY
261	12205	ALBA	COLONIE        	NY
262	12205	ALBA	COLONIE        	NY
263	12205	ALBA	COLONIE        	NY
264	12304	ALBA	COLONIE        	NY
265	12303	ALBA	COLONIE        	NY
266	12054	ALBA	DELMAR         	NY
267	12054	ALBA	DELMAR         	NY
268	12054	ALBA	DELMAR         	NY
269	12054	ALBA	DELMAR         	NY
270	12054	ALBA	DELMAR         	NY
271	12054	ALBA	DELMAR         	NY
272	12054	ALBA	DELMAR         	NY
273	12054	ALBA	DELMAR         	NY
274	12054	ALBA	DELMAR         	NY
275	12054	ALBA	DELMAR         	NY
276	12054	ALBA	DELMAR         	NY
277	12054	ALBA	DELMAR         	NY
278	12067	ALBA	FEURA BUSH     	NY
279	12067	ALBA	FEURA BUSH     	NY
280	12067	ALBA	FEURA BUSH     	NY
281	12067	ALBA	FEURABUSH      	NY
282	12077	ALBA	GLENMONT       	NY
283	12077	ALBA	GLENMONT       	NY
284	12077	ALBA	GLENMONT       	NY
285	12077	ALBA	GLENMONT       	NY
286	12054	ALBA	GLENMONT       	NY
287	12077	ALBA	GLENMONT       	NY
288	12077	ALBA	GLENMONT       	NY
289	12077	ALBA	GLENMONT       	NY
290	12077	ALBA	GLENMONT       	NY
291	12077	ALBA	GLENMONT       	NY
292	12077	ALBA	GLENMONT       	NY
293	12077	ALBA	GLENMONT       	NY
294	12077	ALBA	GLENMONT       	NY
295	12183	ALBA	GREEN ISL      	NY
296	12183	ALBA	GREEN ISLAND   	NY
297	12183	ALBA	GREEN ISLAND   	NY
298	12183	ALBA	GREEN ISLAND   	NY
299	12183	ALBA	GREENISLAND    	NY
300	12083	ALBA	GREENVILLE     	NY
301	12183	ALBA	GRN ISLAND     	NY
302	12084	ALBA	GUILDERLAND    	NY
303	12084	ALBA	GUILDERLAND    	NY
304	12084	ALBA	GUILDERLAND    	NY
305	12085	ALBA	GUILDERLND CTR 	NY
306	12085	ALBA	GUILDERLND CTR 	NY
307	12085	ALBA	GUILDRLND CT   	NY
308	12110	ALBA	LATHAM         	NY
309	12110	ALBA	LATHAM         	NY
310	12110	ALBA	LATHAM         	NY
311	12110	ALBA	LATHAM         	NY
312	12110	ALBA	LATHAM         	NY
313	12110	ALBA	LATHAM         	NY
314	12110	ALBA	LATHAM         	NY
315	12110	ALBA	LATHAM         	NY
316	12110	ALBA	LATHAM         	NY
317	12110	ALBA	LATHAM         	NY
318	12110	ALBA	LATHAM         	NY
319	12110	ALBA	LATHAM         	NY
320	12110	ALBA	LATHAM         	NY
321	12110	ALBA	LATHAM         	NY
322	12110	ALBA	LATHAM         	NY
323	12110	ALBA	LATHAM         	NY
324	12110	ALBA	LATHAM         	NY
325	12110	ALBA	LATHAM         	NY
326	12110	ALBA	LATHAM         	NY
327	12110	ALBA	LATHAM         	NY
328	12110	ALBA	LATHAM         	NY
329	12110	ALBA	LATHAM         	NY
330	12110	ALBA	LATHAM         	NY
331	12110	ALBA	LATHAM         	NY
332	12110	ALBA	LATHAM         	NY
333	12110	ALBA	LATHAM         	NY
334	12110	ALBA	LATHAM         	NY
335	12110	ALBA	LATHAM         	NY
336	12110	ALBA	LATHAM         	NY
337	12110	ALBA	LATHAM         	NY
338	12110	ALBA	LATHAM         	NY
339	12110	ALBA	LATHAM         	NY
340	12110	ALBA	LATHAM         	NY
341	12110	ALBA	LATHAM         	NY
342	12110	ALBA	LATHAM         	NY
343	12110	ALBA	LATHAM         	NY
344	12110	ALBA	LATHAM         	NY
345	12110	ALBA	LATHAM         	NY
346	12110	ALBA	LATHAM         	NY
347	12110	ALBA	LATHAM         	NY
348	12110	ALBA	LATHAM         	NY
349	12110	ALBA	LATHAM         	NY
350	12110	ALBA	LATHAM         	NY
351	12110	ALBA	LATHAM         	NY
352	12110	ALBA	LATHAM         	NY
353	12110	ALBA	LATHAM         	NY
354	12110	ALBA	LATHAM         	NY
355	12110	ALBA	LATHAM         	NY
356	12110	ALBA	LATHAM         	NY
357	12110	ALBA	LATHAM         	NY
358	12110	ALBA	LATHAM         	NY
359	12110	ALBA	LATHAM         	NY
360	12110	ALBA	LATHAM         	NY
361	12110	ALBA	LATHAM         	NY
362	12110	ALBA	LATHAM         	NY
363	12120	ALBA	MEDUSA         	NY
364	12204	ALBA	MENANDS        	NY
365	12204	ALBA	MENANDS        	NY
366	12204	ALBA	MENANDS        	NY
367	12204	ALBA	MENANDS        	NY
368	12204	ALBA	MENANDS        	NY
369	12204	ALBA	MENANDS        	NY
370	12204	ALBA	MENANDS        	NY
371	12204	ALBA	MENANDS        	NY
372	12204	ALBA	MENANDS        	NY
373	12204	ALBA	MENANDS        	NY
374	12204	ALBA	MENANDS        	NY
375	12204	ALBA	MENANDS        	NY
376	12204	ALBA	MENANDS        	NY
377	12204	ALBA	MENANDS        	NY
378	12469	ALBA	PRESTON HOLLOW 	NY
379	12469	ALBA	PRSTN HLW CKSB 	NY
380	12143	ALBA	RAVENA         	NY
381	12143	ALBA	RAVENA         	NY
382	12143	ALBA	RAVENA         	NY
383	12143	ALBA	RAVENA         	NY
384	12143	ALBA	RAVENA         	NY
385	12143	ALBA	RAVENA         	NY
386	12143	ALBA	RAVENA         	NY
387	12143	ALBA	RAVENA         	NY
388	12143	ALBA	RAVENA         	NY
389	12143	ALBA	RAVENA         	NY
390	12143	ALBA	RAVENA         	NY
391	12147	ALBA	RENSSELAERVILL 	NY
392	12147	ALBA	RNSSLRVLL      	NY
393	12161	ALBA	S BETHLEHEM    	NY
394	12304	ALBA	SCHENECTADY    	NY
395	12304	ALBA	SCHENECTADY    	NY
396	12303	ALBA	SCHENECTADY    	NY
397	12303	ALBA	SCHENECTADY    	NY
398	12304	ALBA	SCHENECTADY    	NY
399	12304	ALBA	SCHENECTADY    	NY
400	12158	ALBA	SELKIRK        	NY
401	12158	ALBA	SELKIRK        	NY
402	12158	ALBA	SELKIRK        	NY
403	12158	ALBA	SELKIRK        	NY
404	12158	ALBA	SELKIRK        	NY
405	12158	ALBA	SELKIRK        	NY
406	12158	ALBA	SELKIRK        	NY
407	12158	ALBA	SELKIRK        	NY
408	12158	ALBA	SELKIRK        	NY
409	12158	ALBA	SELKIRK        	NY
410	12159	ALBA	SLINGERLANDS   	NY
411	12159	ALBA	SLINGERLANDS   	NY
412	12159	ALBA	SLINGERLANDS   	NY
413	12186	ALBA	VOORHEESVILLE  	NY
414	12186	ALBA	VOORHEESVILLE  	NY
415	12186	ALBA	VOORHEESVILLE  	NY
416	12186	ALBA	VOORHEESVILLE  	NY
417	12186	ALBA	VOORHEESVILLE  	NY
418	12186	ALBA	VOORHEESVILLE  	NY
419	12186	ALBA	VOORHEESVILLE  	NY
420	12186	ALBA	VOORHEESVILLE  	NY
421	12186	ALBA	VOORHEESVILLE  	NY
422	12186	ALBA	VOORHEESVILLE  	NY
423	12186	ALBA	VOORHEESVILLE  	NY
424	12189	ALBA	WATERVLIET     	NY
425	12189	ALBA	WATERVLIET     	NY
426	12189	ALBA	WATERVLIET     	NY
427	12189	ALBA	WATERVLIET     	NY
428	12189	ALBA	WATERVLIET     	NY
429	12189	ALBA	WATERVLIET     	NY
430	12189	ALBA	WATERVLIET     	NY
431	12189	ALBA	WATERVLIET     	NY
432	12189	ALBA	WATERVLIET     	NY
433	12189	ALBA	WATERVLIET     	NY
434	12189	ALBA	WATERVLIET     	NY
435	12189	ALBA	WATERVLIET     	NY
436	12189	ALBA	WATERVLIET     	NY
437	12189	ALBA	WATERVLIET     	NY
438	12189	ALBA	WATERVLIET     	NY
439	12189	ALBA	WATERVLIET     	NY
440	12189	ALBA	WATERVLIET     	NY
441	12189	ALBA	WATERVLIET     	NY
442	12193	ALBA	WESTERLO       	NY
443	12193	ALBA	WESTERLO       	NY
444	12193	ALBA	WESTERLO       	NY
445	12193	ALBA	WESTERLO       	NY
446	12193	ALBA	WESTERLO       	NY
447	14803	ALLE	ALFRED         	NY
448	14803	ALLE	ALFRED STA     	NY
449	14803	ALLE	ALFRED STATION 	NY
450	14707	ALLE	ALLENTOWN      	NY
451	14804	ALLE	ALMOND         	NY
452	14804	ALLE	ALMOND         	NY
453	14804	ALLE	ALMOND         	NY
454	14804	ALLE	ALMOND         	NY
455	14804	ALLE	ALMOND         	NY
456	14804	ALLE	ALMOND         	NY
457	14806	ALLE	ANDOVER        	NY
458	14806	ALLE	ANDOVER        	NY
459	14806	ALLE	ANDOVER        	NY
460	14806	ALLE	ANDOVER        	NY
461	14709	ALLE	ANGELICA       	NY
462	14709	ALLE	ANGELICA       	NY
463	14807	ALLE	ARKPORT        	NY
464	14807	ALLE	ARKPORT        	NY
465	14807	ALLE	ARKPORT        	NY
466	14711	ALLE	BELFAST        	NY
467	14711	ALLE	BELFAST        	NY
468	14711	ALLE	BELFAST        	NY
469	14711	ALLE	BELFAST        	NY
470	14711	ALLE	BELFAST        	NY
471	14711	ALLE	BELFAST        	NY
472	14813	ALLE	BELMONT        	NY
473	14813	ALLE	BELMONT        	NY
474	14813	ALLE	BELMONT        	NY
475	14813	ALLE	BELMONT        	NY
476	14813	ALLE	BELMONT        	NY
477	14813	ALLE	BELMONT        	NY
478	14813	ALLE	BELMONT        	NY
479	14813	ALLE	BELMONT        	NY
480	14813	ALLE	BELMONT        	NY
481	14714	ALLE	BLACK CREEK    	NY
482	14715	ALLE	BOLIVAR        	NY
483	14715	ALLE	BOLIVAR        	NY
484	14715	ALLE	BOLIVAR        	NY
485	14715	ALLE	BOLIVAR        	NY
486	14715	ALLE	BOLIVAR        	NY
487	14715	ALLE	BOLIVAR        	NY
488	14716	ALLE	BOLIVAR        	NY
489	14715	ALLE	BOLIVAR        	NY
490	14822	ALLE	CANASERAGA     	NY
491	14717	ALLE	CANEADEA       	NY
492	14717	ALLE	CANEADEA       	NY
493	14717	ALLE	CANEADEA       	NY
494	14717	ALLE	CANEADEA       	NY
495	14717	ALLE	CANEADEA       	NY
496	14029	ALLE	CENTERVILLE    	NY
497	14721	ALLE	CERES          	NY
498	14721	ALLE	CERES          	NY
499	14727	ALLE	CUBA           	NY
500	14727	ALLE	CUBA           	NY
501	14727	ALLE	CUBA           	NY
502	14727	ALLE	CUBA           	NY
503	14727	ALLE	CUBA           	NY
504	14727	ALLE	CUBA           	NY
505	14727	ALLE	CUBA           	NY
506	14727	ALLE	CUBA           	NY
507	14727	ALLE	CUBA           	NY
508	14727	ALLE	CUBA           	NY
509	14727	ALLE	CUBA           	NY
510	14727	ALLE	CUBA           	NY
511	14727	ALLE	CUBA           	NY
512	14727	ALLE	CUBA           	NY
513	14836	ALLE	DALTON         	NY
514	14735	ALLE	FILLMORE       	NY
515	14735	ALLE	FILLMORE       	NY
516	14735	ALLE	FILLMORE       	NY
517	14735	ALLE	FILLMORE       	NY
518	14735	ALLE	FILLMORE       	NY
519	14735	ALLE	FILLMORE       	NY
520	14739	ALLE	FRIENDSHIP     	NY
521	14739	ALLE	FRIENDSHIP     	NY
522	14739	ALLE	FRIENDSHIP     	NY
523	14739	ALLE	FRIENDSHIP     	NY
524	14739	ALLE	FRIENDSHIP     	NY
525	14739	ALLE	FRIENDSHIP     	NY
526	14744	ALLE	HOUGHTON       	NY
527	14745	ALLE	HUME           	NY
528	14770	ALLE	PORTVILLE      	NY
529	14774	ALLE	RICHBURG       	NY
530	14880	ALLE	SCIO           	NY
531	14880	ALLE	SCIO           	NY
532	14880	ALLE	SCIO           	NY
533	14880	ALLE	SCIO           	NY
534	14880	ALLE	SCIO           	NY
535	14880	ALLE	SCIO           	NY
536	14895	ALLE	WELLSVILLE     	NY
537	14895	ALLE	WELLSVILLE     	NY
538	14895	ALLE	WELLSVILLE     	NY
539	14895	ALLE	WELLSVILLE     	NY
540	14895	ALLE	WELLSVILLE     	NY
541	14895	ALLE	WELLSVILLE     	NY
542	14895	ALLE	WELLSVILLE     	NY
543	14895	ALLE	WELLSVILLE     	NY
544	14895	ALLE	WELLSVILLE     	NY
545	14895	ALLE	WELLSVILLE     	NY
546	14895	ALLE	WELLSVILLE     	NY
547	14895	ALLE	WELLSVILLE     	NY
548	14895	ALLE	WELLSVILLE     	NY
549	14895	ALLE	WELLSVILLE     	NY
550	14895	ALLE	WELLSVILLE     	NY
551	14895	ALLE	WELLSVILLE     	NY
552	14895	ALLE	WELLSVILLE     	NY
553	14895	ALLE	WELLSVILLE     	NY
554	14895	ALLE	WELLSVILLE     	NY
555	14895	ALLE	WELLSVILLE     	NY
556	10507	BRON	BEDFORD HILLS  	NY
557	10456	BRON	BRONSX         	NY
558	10469	BRON	BRONX          	NY
559	10451	BRON	BRONX          	NY
560	10452	BRON	BRONX          	NY
561	10459	BRON	BRONX          	NY
562	10468	BRON	BRONX          	NY
563	10453	BRON	BRONX          	NY
564	10452	BRON	BRONX          	NY
565	10455	BRON	BRONX          	NY
566	10453	BRON	BRONX          	NY
567	10457	BRON	BRONX          	NY
568	10456	BRON	BRONX          	NY
569	10454	BRON	BRONX          	NY
570	10456	BRON	BRONX          	NY
571	10457	BRON	BRONX          	NY
572	10475	BRON	BRONX          	NY
573	10460	BRON	BRONX          	NY
574	10466	BRON	BRONX          	NY
575	10473	BRON	BRONX          	NY
576	10461	BRON	BRONX          	NY
577	10454	BRON	BRONX          	NY
578	10457	BRON	BRONX          	NY
579	10472	BRON	BRONX          	NY
580	10454	BRON	BRONX          	NY
581	10473	BRON	BRONX          	NY
582	10475	BRON	BRONX          	NY
583	10461	BRON	BRONX          	NY
584	10456	BRON	BRONX          	NY
585	10455	BRON	BRONX          	NY
586	10457	BRON	BRONX          	NY
587	10470	BRON	BRONX          	NY
588	10456	BRON	BRONX          	NY
589	10455	BRON	BRONX          	NY
590	10453	BRON	BRONX          	NY
591	10455	BRON	BRONX          	NY
592	10455	BRON	BRONX          	NY
593	10472	BRON	BRONX          	NY
594	10475	BRON	BRONX          	NY
595	10456	BRON	BRONX          	NY
596	10455	BRON	BRONX          	NY
597	10466	BRON	BRONX          	NY
598	10466	BRON	BRONX          	NY
599	10463	BRON	BRONX          	NY
600	10457	BRON	BRONX          	NY
601	10470	BRON	BRONX          	NY
602	10453	BRON	BRONX          	NY
603	10467	BRON	BRONX          	NY
604	10454	BRON	BRONX          	NY
605	10475	BRON	BRONX          	NY
606	10470	BRON	BRONX          	NY
607	10469	BRON	BRONX          	NY
608	10461	BRON	BRONX          	NY
609	10469	BRON	BRONX          	NY
610	10461	BRON	BRONX          	NY
611	10474	BRON	BRONX          	NY
612	10469	BRON	BRONX          	NY
613	10455	BRON	BRONX          	NY
614	10474	BRON	BRONX          	NY
615	10473	BRON	BRONX          	NY
616	10454	BRON	BRONX          	NY
617	10454	BRON	BRONX          	NY
618	10474	BRON	BRONX          	NY
619	10451	BRON	BRONX          	NY
620	10467	BRON	BRONX          	NY
621	10466	BRON	BRONX          	NY
622	10455	BRON	BRONX          	NY
623	10467	BRON	BRONX          	NY
624	10457	BRON	BRONX          	NY
625	10454	BRON	BRONX          	NY
626	10456	BRON	BRONX          	NY
627	10456	BRON	BRONX          	NY
628	10463	BRON	BRONX          	NY
629	10455	BRON	BRONX          	NY
630	10473	BRON	BRONX          	NY
631	10460	BRON	BRONX          	NY
632	10457	BRON	BRONX          	NY
633	10455	BRON	BRONX          	NY
634	10473	BRON	BRONX          	NY
635	10472	BRON	BRONX          	NY
636	10466	BRON	BRONX          	NY
637	10463	BRON	BRONX          	NY
638	10466	BRON	BRONX          	NY
639	10456	BRON	BRONX          	NY
640	10473	BRON	BRONX          	NY
641	10461	BRON	BRONX          	NY
642	10461	BRON	BRONX          	NY
643	10466	BRON	BRONX          	NY
644	10475	BRON	BRONX          	NY
645	10452	BRON	BRONX          	NY
646	10474	BRON	BRONX          	NY
647	10469	BRON	BRONX          	NY
648	10455	BRON	BRONX          	NY
649	10453	BRON	BRONX          	NY
650	10459	BRON	BRONX          	NY
651	10466	BRON	BRONX          	NY
652	10452	BRON	BRONX          	NY
653	10472	BRON	BRONX          	NY
654	10466	BRON	BRONX          	NY
655	10474	BRON	BRONX          	NY
656	10455	BRON	BRONX          	NY
657	10474	BRON	BRONX          	NY
658	10461	BRON	BRONX          	NY
659	10452	BRON	BRONX          	NY
660	10457	BRON	BRONX          	NY
661	10472	BRON	BRONX          	NY
662	10455	BRON	BRONX          	NY
663	10474	BRON	BRONX          	NY
664	10453	BRON	BRONX          	NY
665	10461	BRON	BRONX          	NY
666	10474	BRON	BRONX          	NY
667	10451	BRON	BRONX          	NY
668	10460	BRON	BRONX          	NY
669	10459	BRON	BRONX          	NY
670	10454	BRON	BRONX          	NY
671	10461	BRON	BRONX          	NY
672	10452	BRON	BRONX          	NY
673	10474	BRON	BRONX          	NY
674	10451	BRON	BRONX          	NY
675	10468	BRON	BRONX          	NY
676	10468	BRON	BRONX          	NY
677	10462	BRON	BRONX          	NY
678	10457	BRON	BRONX          	NY
679	10474	BRON	BRONX          	NY
680	10458	BRON	BRONX          	NY
681	10467	BRON	BRONX          	NY
682	10467	BRON	BRONX          	NY
683	10467	BRON	BRONX          	NY
684	10461	BRON	BRONX          	NY
685	10466	BRON	BRONX          	NY
686	10456	BRON	BRONX          	NY
687	10461	BRON	BRONX          	NY
688	10469	BRON	BRONX          	NY
689	10459	BRON	BRONX          	NY
690	10459	BRON	BRONX          	NY
691	10474	BRON	BRONX          	NY
692	10469	BRON	BRONX          	NY
693	10469	BRON	BRONX          	NY
694	10460	BRON	BRONX          	NY
