	Facility Zip Code	Facility County	Facility City	Facility State
11449	14094	NIAG	LOCKPORT       	NY
11450	14094	NIAG	LOCKPORT       	NY
11451	14094	NIAG	LOCKPORT       	NY
11452	14105	NIAG	MEDINA         	NY
11453	14105	NIAG	MIDDLEPORT     	NY
11454	14105	NIAG	MIDDLEPORT     	NY
11455	14105	NIAG	MIDDLEPORT     	NY
11456	14105	NIAG	MIDDLEPORT     	NY
11457	14105	NIAG	MIDDLEPORT     	NY
11458	14105	NIAG	MIDDLEPORT     	NY
11459	14105	NIAG	MIDDLEPORT     	NY
11460	14105	NIAG	MIDDLEPORT     	NY
11461	14105	NIAG	MIDDLEPORT     	NY
11462	14105	NIAG	MIDDLEPORT     	NY
11463	14105	NIAG	MIDDLEPORT     	NY
11464	14105	NIAG	MIDDLEPORT     	NY
11465	14105	NIAG	MIDDLEPORT     	NY
11466	14105	NIAG	MIDDLEPORT     	NY
11467	14105	NIAG	MIDDLEPORT     	NY
11468	14105	NIAG	MIDDLEPORT     	NY
11469	14105	NIAG	MIDDLEPORT     	NY
11470	14105	NIAG	MIDDLEPORT     	NY
11471	14105	NIAG	MIDDLEPORT     	NY
11472	14105	NIAG	MIDDLEPORT     	NY
11473	14107	NIAG	MODEL CITY     	NY
11474	14107	NIAG	MODEL CITY     	NY
11475	14108	NIAG	NEW FANE       	NY
11476	14108	NIAG	NEW FANE       	NY
11477	14108	NIAG	NEWFANE        	NY
11478	14108	NIAG	NEWFANE        	NY
11479	14108	NIAG	NEWFANE        	NY
11480	14108	NIAG	NEWFANE        	NY
11481	14108	NIAG	NEWFANE        	NY
11482	14108	NIAG	NEWFANE        	NY
11483	14108	NIAG	NEWFANE        	NY
11484	14108	NIAG	NEWFANE        	NY
11485	14304	NIAG	NIAGARA        	NY
11486	14304	NIAG	NIAGARA        	NY
11487	14304	NIAG	NIAGARA        	NY
11488	14301	NIAG	NIAGARA FALLS  	NY
11489	14303	NIAG	NIAGARA FALLS  	NY
11490	14304	NIAG	NIAGARA FALLS  	NY
11491	14303	NIAG	NIAGARA FALLS  	NY
11492	14305	NIAG	NIAGARA FALLS  	NY
11493	14304	NIAG	NIAGARA FALLS  	NY
11494	14301	NIAG	NIAGARA FALLS  	NY
11495	14304	NIAG	NIAGARA FALLS  	NY
11496	14305	NIAG	NIAGARA FALLS  	NY
11497	14304	NIAG	NIAGARA FALLS  	NY
11498	14302	NIAG	NIAGARA FALLS  	NY
11499	14304	NIAG	NIAGARA FALLS  	NY
11500	14305	NIAG	NIAGARA FALLS  	NY
11501	14305	NIAG	NIAGARA FALLS  	NY
11502	14304	NIAG	NIAGARA FALLS  	NY
11503	14304	NIAG	NIAGARA FALLS  	NY
11504	14301	NIAG	NIAGARA FALLS  	NY
11505	14305	NIAG	NIAGARA FALLS  	NY
11506	14304	NIAG	NIAGARA FALLS  	NY
11507	14304	NIAG	NIAGARA FALLS  	NY
11508	14304	NIAG	NIAGARA FALLS  	NY
11509	14305	NIAG	NIAGARA FALLS  	NY
11510	14304	NIAG	NIAGARA FALLS  	NY
11511	14304	NIAG	NIAGARA FALLS  	NY
11512	14301	NIAG	NIAGARA FALLS  	NY
11513	14303	NIAG	NIAGARA FALLS  	NY
11514	14301	NIAG	NIAGARA FALLS  	NY
11515	14301	NIAG	NIAGARA FALLS  	NY
11516	14304	NIAG	NIAGARA FALLS  	NY
11517	14304	NIAG	NIAGARA FALLS  	NY
11518	14303	NIAG	NIAGARA FALLS  	NY
11519	14304	NIAG	NIAGARA FALLS  	NY
11520	14301	NIAG	NIAGARA FALLS  	NY
11521	14305	NIAG	NIAGARA FALLS  	NY
11522	14304	NIAG	NIAGARA FALLS  	NY
11523	14304	NIAG	NIAGARA FALLS  	NY
11524	14304	NIAG	NIAGARA FALLS  	NY
11525	14304	NIAG	NIAGARA FALLS  	NY
11526	14304	NIAG	NIAGARA FALLS  	NY
11527	14305	NIAG	NIAGARA FALLS  	NY
11528	14304	NIAG	NIAGARA FALLS  	NY
11529	14304	NIAG	NIAGARA FALLS  	NY
11530	14303	NIAG	NIAGARA FALLS  	NY
11531	14305	NIAG	NIAGARA FALLS  	NY
11532	14304	NIAG	NIAGARA FALLS  	NY
11533	14304	NIAG	NIAGARA FALLS  	NY
11534	14304	NIAG	NIAGARA FALLS  	NY
11535	14301	NIAG	NIAGARA FALLS  	NY
11536	14301	NIAG	NIAGARA FALLS  	NY
11537	14304	NIAG	NIAGARA FALLS  	NY
11538	14305	NIAG	NIAGARA FALLS  	NY
11539	14304	NIAG	NIAGARA FALLS  	NY
11540	14305	NIAG	NIAGARA FALLS  	NY
11541	14304	NIAG	NIAGARA FALLS  	NY
11542	14304	NIAG	NIAGARA FALLS  	NY
11543	14304	NIAG	NIAGARA FALLS  	NY
11544	14304	NIAG	NIAGARA FALLS  	NY
11545	14304	NIAG	NIAGARA FALLS  	NY
11546	14305	NIAG	NIAGARA FALLS  	NY
11547	14304	NIAG	NIAGARA FALLS  	NY
11548	14304	NIAG	NIAGARA FALLS  	NY
11549	14304	NIAG	NIAGARA FALLS  	NY
11550	14304	NIAG	NIAGARA FALLS  	NY
11551	14305	NIAG	NIAGARA FALLS  	NY
11552	14305	NIAG	NIAGARA FALLS  	NY
11553	14304	NIAG	NIAGARA FALLS  	NY
11554	14303	NIAG	NIAGARA FALLS  	NY
11555	14304	NIAG	NIAGARA FALLS  	NY
11556	14303	NIAG	NIAGARA FALLS  	NY
11557	14301	NIAG	NIAGARA FALLS  	NY
11558	14304	NIAG	NIAGARA FALLS  	NY
11559	14304	NIAG	NIAGARA FALLS  	NY
11560	14305	NIAG	NIAGARA FALLS  	NY
11561	14301	NIAG	NIAGARA FALLS  	NY
11562	14301	NIAG	NIAGARA FALLS  	NY
11563	14304	NIAG	NIAGARA FALLS  	NY
11564	14301	NIAG	NIAGARA FALLS  	NY
11565	14301	NIAG	NIAGARA FALLS  	NY
11566	14303	NIAG	NIAGARA FALLS  	NY
11567	14304	NIAG	NIAGARA FALLS  	NY
11568	14301	NIAG	NIAGARA FALLS  	NY
11569	14304	NIAG	NIAGARA FALLS  	NY
11570	14304	NIAG	NIAGARA FALLS  	NY
11571	14303	NIAG	NIAGARA FALLS  	NY
11572	14304	NIAG	NIAGARA FALLS  	NY
11573	14305	NIAG	NIAGARA FALLS  	NY
11574	14301	NIAG	NIAGARA FALLS  	NY
11575	14305	NIAG	NIAGARA FALLS  	NY
11576	14305	NIAG	NIAGARA FALLS  	NY
11577	14305	NIAG	NIAGARA FALLS  	NY
11578	14304	NIAG	NIAGARA FALLS  	NY
11579	14305	NIAG	NIAGARA FALLS  	NY
11580	14304	NIAG	NIAGARA FALLS  	NY
11581	14304	NIAG	NIAGARA FALLS  	NY
11582	14301	NIAG	NIAGARA FALLS  	NY
11583	14305	NIAG	NIAGARA FALLS  	NY
11584	14301	NIAG	NIAGARA FALLS  	NY
11585	14304	NIAG	NIAGARA FALLS  	NY
11586	14303	NIAG	NIAGARA FALLS  	NY
11587	14302	NIAG	NIAGARA FALLS  	NY
11588	14304	NIAG	NIAGARA FALLS  	NY
11589	14301	NIAG	NIAGARA FALLS  	NY
11590	14304	NIAG	NIAGARA FALLS  	NY
11591	14305	NIAG	NIAGARA FALLS  	NY
11592	14305	NIAG	NIAGARA FALLS  	NY
11593	14301	NIAG	NIAGARA FALLS  	NY
11594	14301	NIAG	NIAGARA FALLS  	NY
11595	14304	NIAG	NIAGARA FALLS  	NY
11596	14305	NIAG	NIAGARA FALLS  	NY
11597	14301	NIAG	NIAGARA FALLS  	NY
11598	14303	NIAG	NIAGARA FALLS  	NY
11599	14304	NIAG	NIAGARA FALLS  	NY
11600	14303	NIAG	NIAGARA FALLS  	NY
11601	14301	NIAG	NIAGARA FALLS  	NY
11602	14304	NIAG	NIAGARA FALLS  	NY
11603	14304	NIAG	NIAGARA FALLS  	NY
11604	14305	NIAG	NIAGARA FALLS  	NY
11605	14303	NIAG	NIAGARA FALLS  	NY
11606	14305	NIAG	NIAGARA FALLS  	NY
11607	14303	NIAG	NIAGARA FALLS  	NY
11608	14304	NIAG	NIAGARA FALLS  	NY
11609	14304	NIAG	NIAGARA FALLS  	NY
11610	14304	NIAG	NIAGARA FALLS  	NY
11611	14305	NIAG	NIAGARA FALLS  	NY
11612	14305	NIAG	NIAGARA FALLS  	NY
11613	14304	NIAG	NIAGARA FALLS  	NY
11614	14304	NIAG	NIAGARA FALLS  	NY
11615	14304	NIAG	NIAGARA FLLS   	NY
11616	14304	NIAG	NIAGARA FLS    	NY
11617	14304	NIAG	NIAGARA FLS    	NY
11618	14301	NIAG	NIAGARA FLS    	NY
11619	14304	NIAG	NIAGARA FLS    	NY
11620	14305	NIAG	NIAGARA FLS    	NY
11621	14304	NIAG	NIAGARA FLS    	NY
11622	14304	NIAG	NIAGRA FALLS   	NY
11623	14120	NIAG	NORTH TONWANDA 	NY
11624	14120	NIAG	NO TONAWANDA   	NY
11625	14120	NIAG	NO TONAWANDA   	NY
11626	14120	NIAG	NO TONAWANDA   	NY
11627	14120	NIAG	NO TONAWANDA   	NY
11628	14120	NIAG	NO TONAWANDA   	NY
11629	14120	NIAG	NO TONAWANDA   	NY
11630	14120	NIAG	NO TONAWANDA   	NY
11631	14120	NIAG	NO TONAWANDA   	NY
11632	14120	NIAG	NO TONAWANDA   	NY
11633	14120	NIAG	NO TONAWANDA   	NY
11634	14120	NIAG	NO TONAWANDA   	NY
11635	14120	NIAG	NO TONAWANDA   	NY
11636	14120	NIAG	NO TONAWANDA   	NY
11637	14120	NIAG	NO TONAWANDA   	NY
11638	14120	NIAG	NO TONAWANDA   	NY
11639	14120	NIAG	NO TONAWANDA   	NY
11640	14120	NIAG	NO TONAWANDA   	NY
11641	14120	NIAG	NO TONAWANDA   	NY
11642	14120	NIAG	NRTH TONAWANDA 	NY
11643	14120	NIAG	N TONAWANDA    	NY
11644	14120	NIAG	N TONAWANDA    	NY
11645	14120	NIAG	N TONAWANDA    	NY
11646	14120	NIAG	N TONAWANDA    	NY
11647	14120	NIAG	N TONAWANDA    	NY
11648	14120	NIAG	N TONAWANDA    	NY
11649	14120	NIAG	N TONAWANDA    	NY
11650	14120	NIAG	N TONAWANDA    	NY
11651	14120	NIAG	N TONAWANDA    	NY
11652	14120	NIAG	N TONAWANDA    	NY
11653	14120	NIAG	N TONAWANDA    	NY
11654	14120	NIAG	N TONAWANDA    	NY
11655	14120	NIAG	N TONAWANDA    	NY
11656	14120	NIAG	N TONAWANDA    	NY
11657	14120	NIAG	N TONAWANDA    	NY
11658	14120	NIAG	N TONAWANDA    	NY
11659	14120	NIAG	N TONAWANDA    	NY
11660	14120	NIAG	N TONAWANDA    	NY
11661	14120	NIAG	N TONAWANDA    	NY
11662	14120	NIAG	N TONAWANDA    	NY
11663	14120	NIAG	N TONAWANDA    	NY
11664	14120	NIAG	N TONAWANDA    	NY
11665	14120	NIAG	N TONAWANDA    	NY
11666	14120	NIAG	N TONAWANDA    	NY
11667	14120	NIAG	N TONAWANDA    	NY
11668	14120	NIAG	N TONAWANDA    	NY
11669	14120	NIAG	N TONAWANDA    	NY
11670	14120	NIAG	N TONAWANDA    	NY
11671	14120	NIAG	N TONAWANDA    	NY
11672	14120	NIAG	N TONAWANDA    	NY
11673	14120	NIAG	N TONAWANDA    	NY
11674	14120	NIAG	N TONAWANDA    	NY
11675	14120	NIAG	N TONAWANDA    	NY
11676	14120	NIAG	N TONAWANDA    	NY
11677	14120	NIAG	N TONAWANDA    	NY
11678	14120	NIAG	N TONAWANDA    	NY
11679	14120	NIAG	N TONAWANDA    	NY
11680	14120	NIAG	N TONAWANDA    	NY
11681	14120	NIAG	N TONAWANDA    	NY
11682	14120	NIAG	N TONAWANDA    	NY
11683	14120	NIAG	N TONAWANDA    	NY
11684	14120	NIAG	N TONAWANDA    	NY
11685	14120	NIAG	N TONAWANDA    	NY
11686	14120	NIAG	N TONAWANDA    	NY
11687	14120	NIAG	N TONAWANDA    	NY
11688	14120	NIAG	N TONAWANDA    	NY
11689	14120	NIAG	N TONAWANDA    	NY
11690	14120	NIAG	N TONAWANDA    	NY
11691	14120	NIAG	N TONAWANDA    	NY
11692	14120	NIAG	N TONAWANDA    	NY
11693	14120	NIAG	N TONAWANDA    	NY
11694	14120	NIAG	N TONAWANDA    	NY
11695	14120	NIAG	N TONAWANDA    	NY
11696	14120	NIAG	N TONOWANDA    	NY
11697	14131	NIAG	RANSOMVILLE    	NY
11698	14131	NIAG	RANSOMVILLE    	NY
11699	14131	NIAG	RANSOMVILLE    	NY
11700	14131	NIAG	RANSOMVILLE    	NY
11701	14131	NIAG	RANSOMVILLE    	NY
11702	14131	NIAG	RANSOMVILLE    	NY
11703	14131	NIAG	RANSOMVILLE    	NY
11704	14131	NIAG	RANSOMVILLE    	NY
11705	14131	NIAG	RANSOMVILLE    	NY
11706	14132	NIAG	SANBORN        	NY
11707	14132	NIAG	SANBORN        	NY
11708	14132	NIAG	SANBORN        	NY
11709	14132	NIAG	SANBORN        	NY
11710	14132	NIAG	SANBORN        	NY
11711	14132	NIAG	SANBORN        	NY
11712	14132	NIAG	SANBORN        	NY
11713	14132	NIAG	SANBORN        	NY
11714	14120	NIAG	TONAWANDA      	NY
11715	14304	NIAG	WHEATFIELD     	NY
11716	14172	NIAG	WILSON         	NY
11717	14172	NIAG	WILSON         	NY
11718	14172	NIAG	WILSON         	NY
11719	14174	NIAG	YOUNGSTOWN     	NY
11720	14174	NIAG	YOUNGSTOWN     	NY
11721	14174	NIAG	YOUNGSTOWN     	NY
11722	14174	NIAG	YOUNGSTOWN     	NY
11723	14174	NIAG	YOUNGSTOWN     	NY
11724	14174	NIAG	YOUNGSTOWN     	NY
11725	14174	NIAG	YOUNGSTOWN     	NY
11726	14174	NIAG	YOUNGSTOWN     	NY
11727	14174	NIAG	YOUNGSTOWN     	NY
11728	13303	ONEI	AVA            	NY
11729	13304	ONEI	BARNEVELD      	NY
11730	13304	ONEI	BARNEVELD      	NY
11731	13304	ONEI	BARNEVELD      	NY
11732	13304	ONEI	BARNEVELD      	NY
11733	13304	ONEI	BARNEVELD      	NY
11734	13304	ONEI	BARNEVELD      	NY
11735	13308	ONEI	BLOSSVALE      	NY
11736	13308	ONEI	BLOSSVALE      	NY
11737	13308	ONEI	BLOSSVALE      	NY
11738	13308	ONEI	BLOSSVALE      	NY
11739	13308	ONEI	BLOSSVALE      	NY
11740	13308	ONEI	BLOSSVALE      	NY
11741	13309	ONEI	BOONVILLE      	NY
11742	13309	ONEI	BOONVILLE      	NY
11743	13309	ONEI	BOONVILLE      	NY
11744	13309	ONEI	BOONVILLE      	NY
11745	13309	ONEI	BOONVILLE      	NY
11746	13309	ONEI	BOONVILLE      	NY
11747	13309	ONEI	BOONVILLE      	NY
11748	13309	ONEI	BOONVILLE      	NY
11749	13309	ONEI	BOONVILLE      	NY
11750	13309	ONEI	BOONVILLE      	NY
11751	13309	ONEI	BOONVILLE      	NY
11752	13309	ONEI	BOONVILLE      	NY
11753	13309	ONEI	BOONVILLE      	NY
11754	13309	ONEI	BOONVILLE      	NY
11755	13309	ONEI	BOONVILLE      	NY
11756	13309	ONEI	BOONVILLE      	NY
11757	13309	ONEI	BOONVILLE      	NY
11758	13309	ONEI	BOONVILLE      	NY
11759	13313	ONEI	BRIDGE WATER   	NY
11760	13313	ONEI	BRIDGEWATER    	NY
11761	13313	ONEI	BRIDGEWATER    	NY
11762	13313	ONEI	BRIDGEWATER    	NY
11763	13313	ONEI	BRIDGEWATER    	NY
11764	13313	ONEI	BRIDGEWATER    	NY
11765	13313	ONEI	BRIDGEWATER    	NY
11766	13316	ONEI	CAMDEN         	NY
11767	13316	ONEI	CAMDEN         	NY
11768	13316	ONEI	CAMDEN         	NY
11769	13316	ONEI	CAMDEN         	NY
11770	13316	ONEI	CAMDEN         	NY
11771	13316	ONEI	CAMDEN         	NY
11772	13316	ONEI	CAMDEN         	NY
11773	13316	ONEI	CAMDEN         	NY
11774	13316	ONEI	CAMDEN         	NY
11775	13316	ONEI	CAMDEN         	NY
11776	13316	ONEI	CAMDEN         	NY
11777	13316	ONEI	CAMDEN         	NY
11778	13316	ONEI	CAMDEN         	NY
11779	13316	ONEI	CAMDEN         	NY
11780	13316	ONEI	CAMDEN         	NY
11781	13316	ONEI	CAMDEN         	NY
11782	13316	ONEI	CAMDEN         	NY
11783	13316	ONEI	CAMDEN         	NY
11784	13316	ONEI	CAMDEN         	NY
11785	13318	ONEI	CASSVILLE      	NY
11786	13318	ONEI	CASSVILLE      	NY
11787	13319	ONEI	CHADWICKS      	NY
11788	13319	ONEI	CHADWICKS      	NY
11789	13319	ONEI	CHADWICKS      	NY
11790	13319	ONEI	CHADWICKS      	NY
11791	13319	ONEI	CHADWICKS      	NY
11792	13319	ONEI	CHADWICKS      	NY
11793	13319	ONEI	CHADWICKS      	NY
11794	13319	ONEI	CHADWICKS      	NY
11795	13321	ONEI	CLARK MILLS    	NY
11796	13321	ONEI	CLARK MILLS    	NY
11797	13321	ONEI	CLARK MILLS    	NY
11798	13042	ONEI	CLEVELAND      	NY
11799	13042	ONEI	CLEVELAND      	NY
11800	13042	ONEI	CLEVELAND      	NY
11801	13042	ONEI	CLEVELAND      	NY
11802	13323	ONEI	CLINTON        	NY
11803	13323	ONEI	CLINTON        	NY
11804	13323	ONEI	CLINTON        	NY
11805	13323	ONEI	CLINTON        	NY
11806	13323	ONEI	CLINTON        	NY
11807	13323	ONEI	CLINTON        	NY
11808	13323	ONEI	CLINTON        	NY
11809	13323	ONEI	CLINTON        	NY
11810	13323	ONEI	CLINTON        	NY
11811	13323	ONEI	CLINTON        	NY
11812	13323	ONEI	CLINTON        	NY
11813	13323	ONEI	CLINTON        	NY
11814	13323	ONEI	CLINTON        	NY
11815	13323	ONEI	CLINTON        	NY
11816	13323	ONEI	CLINTON        	NY
11817	13323	ONEI	CLINTON        	NY
11818	13323	ONEI	CLINTON        	NY
11819	13323	ONEI	CLINTON        	NY
11820	13323	ONEI	CLINTON        	NY
11821	13323	ONEI	CLINTON        	NY
11822	13323	ONEI	CLINTON        	NY
11823	13328	ONEI	DEANSBORO      	NY
11824	13328	ONEI	DEANSBORO      	NY
11825	13328	ONEI	DEANSBORO      	NY
11826	13328	ONEI	DEANSBORO      	NY
11827	13054	ONEI	DURHAMVILLE    	NY
11828	13054	ONEI	DURHAMVILLE    	NY
11829	13054	ONEI	DURHAMVILLE    	NY
11830	13054	ONEI	DURHAMVILLE    	NY
11831	13054	ONEI	DURHAMVILLE    	NY
11832	13338	ONEI	FORESTPORT     	NY
11833	13338	ONEI	FORESTPORT     	NY
11834	13338	ONEI	FORESTPORT     	NY
11835	13338	ONEI	FORESTPORT     	NY
11836	13354	ONEI	HOLLAND PATENT 	NY
11837	13354	ONEI	HOLLAND PATENT 	NY
11838	13425	ONEI	KNOXBORO       	NY
11839	13363	ONEI	LEE CENTER     	NY
11840	13363	ONEI	LEE CENTER     	NY
11841	13363	ONEI	LEE CENTER     	NY
11842	13363	ONEI	LEE CENTER     	NY
11843	13363	ONEI	LEE CENTER     	NY
11844	13363	ONEI	LEE CENTER     	NY
11845	13403	ONEI	MARCY          	NY
11846	13403	ONEI	MARCY          	NY
11847	13403	ONEI	MARCY          	NY
11848	13403	ONEI	MARCY          	NY
11849	13403	ONEI	MARCY          	NY
11850	13403	ONEI	MARCY          	NY
11851	13403	ONEI	MARCY          	NY
11852	13403	ONEI	MARCY          	NY
11853	13403	ONEI	MARCY          	NY
11854	13403	ONEI	MARCY          	NY
11855	13403	ONEI	MARCY          	NY
11856	13403	ONEI	MARCY          	NY
11857	13403	ONEI	MARCY          	NY
11858	13403	ONEI	MARCY          	NY
11859	13403	ONEI	MARCY          	NY
11860	13403	ONEI	MARCY          	NY
11861	13403	ONEI	MARCY          	NY
11862	13403	ONEI	MARCY          	NY
11863	13403	ONEI	MARCY          	NY
11864	13403	ONEI	MARCY          	NY
11865	13409	ONEI	MUNNSVILLE     	NY
11866	13413	ONEI	NEW HARTFORD   	NY
11867	13413	ONEI	NEW HARTFORD   	NY
11868	13413	ONEI	NEW HARTFORD   	NY
11869	13413	ONEI	NEW HARTFORD   	NY
11870	13413	ONEI	NEW HARTFORD   	NY
11871	13413	ONEI	NEW HARTFORD   	NY
11872	13417	ONEI	NEW YORK MILLS 	NY
11873	13417	ONEI	NEW YORK MILLS 	NY
11874	13417	ONEI	NEW YORK MILLS 	NY
11875	13417	ONEI	NEW YORK MILLS 	NY
11876	13417	ONEI	NEW YORK MILLS 	NY
11877	13417	ONEI	NEW YORK MILLS 	NY
11878	13417	ONEI	NEW YORK MILLS 	NY
11879	13417	ONEI	NEW YORK MILLS 	NY
11880	13417	ONEI	NEW YORK MILLS 	NY
11881	13417	ONEI	NEW YORK MILLS 	NY
11882	13123	ONEI	NORTH BAY      	NY
11883	13123	ONEI	NORTH BAY      	NY
11884	13421	ONEI	ONEIDA         	NY
11885	13421	ONEI	ONEIDA CASTLE  	NY
11886	13424	ONEI	ORISKANY       	NY
11887	13424	ONEI	ORISKANY       	NY
11888	13424	ONEI	ORISKANY       	NY
11889	13425	ONEI	ORISKANY FALLS 	NY
11890	13425	ONEI	ORISKANY FALLS 	NY
11891	13425	ONEI	ORISKANY FALLS 	NY
11892	13435	ONEI	PROSPECT       	NY
11893	13435	ONEI	PROSPECT       	NY
11894	13438	ONEI	REMSEN         	NY
11895	13438	ONEI	REMSEN         	NY
11896	13438	ONEI	REMSEN         	NY
11897	13438	ONEI	REMSEN         	NY
11898	13438	ONEI	REMSEN         	NY
11899	13438	ONEI	REMSEN         	NY
11900	13438	ONEI	REMSEN         	NY
11901	13438	ONEI	REMSEN         	NY
11902	13440	ONEI	ROME           	NY
11903	13440	ONEI	ROME           	NY
11904	13440	ONEI	ROME           	NY
11905	13440	ONEI	ROME           	NY
11906	13440	ONEI	ROME           	NY
11907	13440	ONEI	ROME           	NY
11908	13440	ONEI	ROME           	NY
11909	13440	ONEI	ROME           	NY
11910	13440	ONEI	ROME           	NY
11911	13440	ONEI	ROME           	NY
11912	13440	ONEI	ROME           	NY
11913	13440	ONEI	ROME           	NY
11914	13440	ONEI	ROME           	NY
11915	13440	ONEI	ROME           	NY
11916	13440	ONEI	ROME           	NY
11917	13440	ONEI	ROME           	NY
11918	13440	ONEI	ROME           	NY
11919	13440	ONEI	ROME           	NY
11920	13440	ONEI	ROME           	NY
11921	13440	ONEI	ROME           	NY
11922	13440	ONEI	ROME           	NY
11923	13440	ONEI	ROME           	NY
11924	13440	ONEI	ROME           	NY
11925	13440	ONEI	ROME           	NY
11926	13440	ONEI	ROME           	NY
11927	13440	ONEI	ROME           	NY
11928	13440	ONEI	ROME           	NY
11929	13440	ONEI	ROME           	NY
11930	13440	ONEI	ROME           	NY
11931	13440	ONEI	ROME           	NY
11932	13440	ONEI	ROME           	NY
11933	13440	ONEI	ROME           	NY
11934	13440	ONEI	ROME           	NY
11935	13440	ONEI	ROME           	NY
11936	13440	ONEI	ROME           	NY
11937	13440	ONEI	ROME           	NY
11938	13440	ONEI	ROME           	NY
11939	13440	ONEI	ROME           	NY
11940	13440	ONEI	ROME           	NY
11941	13440	ONEI	ROME           	NY
11942	13440	ONEI	ROME           	NY
11943	13440	ONEI	ROME           	NY
11944	13440	ONEI	ROME           	NY
11945	13440	ONEI	ROME           	NY
11946	13440	ONEI	ROME           	NY
11947	13440	ONEI	ROME           	NY
11948	13440	ONEI	ROME           	NY
11949	13440	ONEI	ROME           	NY
11950	13440	ONEI	ROME           	NY
11951	13440	ONEI	ROME           	NY
11952	13440	ONEI	ROME           	NY
11953	13440	ONEI	ROME           	NY
11954	13441	ONEI	ROME           	NY
11955	13440	ONEI	ROME           	NY
11956	13440	ONEI	ROME           	NY
11957	13440	ONEI	ROME           	NY
11958	13440	ONEI	ROME           	NY
11959	13440	ONEI	ROME           	NY
11960	13440	ONEI	ROME           	NY
11961	13440	ONEI	ROME           	NY
11962	13440	ONEI	ROME           	NY
11963	13440	ONEI	ROME           	NY
11964	13440	ONEI	ROME           	NY
11965	13440	ONEI	ROME           	NY
11966	13440	ONEI	ROME           	NY
11967	13440	ONEI	ROME           	NY
11968	13440	ONEI	ROME           	NY
11969	13440	ONEI	ROME           	NY
11970	13440	ONEI	ROME           	NY
11971	13440	ONEI	ROME           	NY
11972	13440	ONEI	ROME           	NY
11973	13440	ONEI	ROME           	NY
11974	13440	ONEI	ROME           	NY
11975	13440	ONEI	ROME           	NY
11976	13440	ONEI	ROME           	NY
11977	13440	ONEI	ROME           	NY
11978	13440	ONEI	ROME           	NY
11979	13440	ONEI	ROME           	NY
11980	13440	ONEI	ROME           	NY
11981	13440	ONEI	ROME           	NY
11982	13440	ONEI	ROME           	NY
11983	13440	ONEI	ROME           	NY
11984	13440	ONEI	ROME           	NY
11985	13440	ONEI	ROME           	NY
11986	13440	ONEI	ROME           	NY
11987	13440	ONEI	ROME           	NY
11988	13440	ONEI	ROME           	NY
11989	13440	ONEI	ROME           	NY
11990	13440	ONEI	ROME           	NY
11991	13440	ONEI	ROME           	NY
11992	13440	ONEI	ROME           	NY
11993	13440	ONEI	ROME           	NY
11994	13440	ONEI	ROME           	NY
11995	13440	ONEI	ROME           	NY
11996	13440	ONEI	ROME           	NY
11997	13455	ONEI	SANGERFIELD    	NY
11998	13456	ONEI	SAUQUOIT       	NY
11999	13456	ONEI	SAUQUOIT       	NY
12000	13456	ONEI	SAUQUOIT       	NY
12001	13456	ONEI	SAUQUOIT       	NY
12002	13456	ONEI	SAUQUOIT       	NY
12003	13456	ONEI	SAUQUOIT       	NY
12004	13456	ONEI	SAUQUOIT       	NY
12005	13456	ONEI	SAVQUOIT       	NY
12006	13461	ONEI	SHERRILL       	NY
12007	13461	ONEI	SHERRILL       	NY
12008	13461	ONEI	SHERRILL       	NY
12009	13469	ONEI	STITTVILLE     	NY
12010	13469	ONEI	STITTVILLE     	NY
12011	13469	ONEI	STITTVILLE     	NY
12012	13469	ONEI	STITTVILLE     	NY
12013	13469	ONEI	STITTVILLE     	NY
12014	13157	ONEI	SYLVAN BEACH   	NY
12015	13471	ONEI	TABERG         	NY
12016	13471	ONEI	TABERG         	NY
12017	13471	ONEI	TABERG         	NY
12018	13501	ONEI	UTICA          	NY
12019	13501	ONEI	UTICA          	NY
12020	13501	ONEI	UTICA          	NY
12021	13502	ONEI	UTICA          	NY
12022	13501	ONEI	UTICA          	NY
12023	13502	ONEI	UTICA          	NY
12024	13501	ONEI	UTICA          	NY
12025	13501	ONEI	UTICA          	NY
12026	13501	ONEI	UTICA          	NY
12027	13502	ONEI	UTICA          	NY
12028	13502	ONEI	UTICA          	NY
12029	13502	ONEI	UTICA          	NY
12030	13502	ONEI	UTICA          	NY
12031	13501	ONEI	UTICA          	NY
12032	13503	ONEI	UTICA          	NY
12033	13502	ONEI	UTICA          	NY
12034	13502	ONEI	UTICA          	NY
12035	13502	ONEI	UTICA          	NY
12036	13502	ONEI	UTICA          	NY
12037	13501	ONEI	UTICA          	NY
12038	13502	ONEI	UTICA          	NY
12039	13502	ONEI	UTICA          	NY
12040	13502	ONEI	UTICA          	NY
12041	13502	ONEI	UTICA          	NY
12042	13501	ONEI	UTICA          	NY
12043	13502	ONEI	UTICA          	NY
12044	13501	ONEI	UTICA          	NY
12045	13501	ONEI	UTICA          	NY
12046	13501	ONEI	UTICA          	NY
12047	13501	ONEI	UTICA          	NY
12048	13502	ONEI	UTICA          	NY
12049	13502	ONEI	UTICA          	NY
12050	13502	ONEI	UTICA          	NY
12051	13501	ONEI	UTICA          	NY
12052	13502	ONEI	UTICA          	NY
12053	13501	ONEI	UTICA          	NY
12054	13501	ONEI	UTICA          	NY
12055	13501	ONEI	UTICA          	NY
