	Facility #	Business Type
16948	7112132	RSB
16949	7079381	RSB
16950	7124566	RS 
16951	7122783	RS 
16952	7123512	RS 
16953	7034500	RS 
16954	7118288	RS 
16955	7083733	RSB
16956	7122231	RS 
16957	7109941	RSB
16958	7126662	RS 
16959	7095945	RS 
16960	7114019	RS 
16961	7114020	RSB
16962	7069320	RS 
16963	7063990	RSB
16964	7101773	RSB
16965	7108245	RS 
16966	7105681	RS 
16967	7102416	RS 
16968	7081774	RS 
16969	7109631	RS 
16970	7102412	RS 
16971	7115016	RS 
16972	7111245	RS 
16973	7078993	RS 
16974	7081030	RS 
16975	7115502	RS 
16976	6430487	RS 
16977	7004160	RS 
16978	7044693	RS 
16979	7087062	RS 
16980	7110272	RS 
16981	7115093	RS 
16982	7056493	RS 
16983	7000943	RSB
16984	7101927	RSB
16985	7123069	RSB
16986	7068294	RS 
16987	7105845	RS 
16988	7117688	RS 
16989	7028466	RSB
16990	7036566	RS 
16991	7124793	RS 
16992	7109123	RS 
16993	7109281	RS 
16994	7109906	RS 
16995	6430486	RS 
16996	7119036	RS 
16997	7116518	RSB
16998	7105061	RS 
16999	7117158	RSB
17000	7097849	RS 
17001	7126482	RS 
17002	7114666	RS 
17003	7118280	RS 
17004	7114290	RS 
17005	7121498	RS 
17006	7112615	RS 
17007	7046845	RS 
17008	7120037	RS 
17009	7127307	RS 
17010	7110810	RSB
17011	7098689	RSB
17012	7083857	RSB
17013	7113518	RS 
17014	7113612	RSB
17015	7122656	RS 
17016	7045479	RS 
17017	7103093	RS 
17018	7112344	RS 
17019	7108542	RS 
17020	7105437	RS 
17021	7108241	RS 
17022	7119799	RS 
17023	7125643	RSB
17024	7125309	RSB
17025	7126936	RS 
17026	7115951	RS 
17027	7056959	RS 
17028	7081442	RS 
17029	7117005	RS 
17030	7109462	RSB
17031	7103496	RS 
17032	7114489	RS 
17033	7095339	RS 
17034	7103595	RS 
17035	7107690	RS 
17036	7114715	RS 
17037	7044379	RSB
17038	7096597	RS 
17039	7111593	RSB
17040	7106659	RS 
17041	7108665	RS 
17042	7117945	RS 
17043	7093783	RS 
17044	7115658	RS 
17045	7061730	RS 
17046	7113458	RS 
17047	7098117	RS 
17048	7094140	RS 
17049	7107168	RS 
17050	7101668	RS 
17051	7115331	RS 
17052	7103475	RS 
17053	7065634	RS 
17054	7110243	RS 
17055	7090338	RS 
17056	7035315	RS 
17057	6430191	RS 
17058	6430315	RSB
17059	6430218	RS 
17060	7123919	RSB
17061	7126018	RS 
17062	7122096	RS 
17063	7037726	RSB
17064	7078504	RS 
17065	7058783	RSB
17066	7099222	RSB
17067	7121366	RS 
17068	7065531	RS 
17069	7119347	RSB
17070	6430369	RS 
17071	7101652	RS 
17072	7111107	RS 
17073	7119787	RS 
17074	6430092	RS 
17075	7107695	RS 
17076	7103256	RS 
17077	6430004	RS 
17078	7118770	RS 
17079	7123954	RSB
17080	7103492	RS 
17081	7101811	RS 
17082	7046772	RS 
17083	7118242	RS 
17084	7114822	RSB
17085	7123253	RSB
17086	7115425	RS 
17087	7068783	RS 
17088	7124172	RS 
17089	7030765	RS 
17090	6430098	RSB
17091	7118493	RS 
17092	7028218	RS 
17093	6430097	RS 
17094	7088519	RS 
17095	7112330	RS 
17096	7122345	RS 
17097	7109668	RS 
17098	7109921	RS 
17099	7070527	RS 
17100	7094445	RS 
17101	7126815	RS 
17102	7126753	RS 
17103	7115652	RS 
17104	7113507	RS 
17105	7057221	RS 
17106	7111345	RSB
17107	7077864	RS 
17108	7127415	RS 
17109	6430460	RSB
17110	7105994	RS 
17111	7118747	RS 
17112	7079561	RS 
17113	7090218	RS 
17114	7069699	RS 
17115	7114447	RS 
17116	6430248	RS 
17117	7094729	RS 
17118	7023220	RSB
17119	7116154	RSB
17120	7086759	RS 
17121	7117303	RS 
17122	7123314	RSB
17123	7081014	RS 
17124	7065382	RS 
17125	6430256	RS 
17126	7034278	RS 
17127	7093127	RS 
17128	7123941	RS 
17129	7111954	RS 
17130	7125169	RS 
17131	7009197	RS 
17132	7120260	RS 
17133	7105848	RS 
17134	7120430	RS 
17135	7049766	RS 
17136	7067679	RSB
17137	7123541	RSB
17138	7115397	RSB
17139	7121454	RS 
17140	7064806	RSB
17141	7105013	RS 
17142	7122105	RS 
17143	7094841	RS 
17144	7126017	RS 
17145	7074218	RS 
17146	7093169	RS 
17147	7121158	RS 
17148	7105242	RS 
17149	7123845	RS 
17150	7084647	RS 
17151	6430009	RS 
17152	7029167	RS 
17153	7126443	RSB
17154	7121256	RS 
17155	7108297	RS 
17156	7115867	RS 
17157	6430110	RS 
17158	7109003	RSB
17159	7115383	RS 
17160	7046186	RS 
17161	7117809	RS 
17162	7087025	RS 
17163	6430065	RS 
17164	7126878	RS 
17165	7106396	RS 
17166	7123532	RSB
17167	7123761	RS 
17168	7123509	RS 
17169	7111062	RS 
17170	7120773	RS 
17171	7104407	RS 
17172	7071007	RSB
17173	7119148	RS 
17174	7000322	RS 
17175	7073516	RS 
17176	7054877	RS 
17177	7116173	RS 
17178	7125364	RS 
17179	7089046	RS 
17180	7085143	RS 
17181	7104859	RS 
17182	7120703	RS 
17183	7038163	RSB
17184	7007060	RS 
17185	7121437	RS 
17186	7126239	RS 
17187	7125331	RS 
17188	7084020	RS 
17189	7052399	RS 
17190	7063547	RS 
17191	7085483	RS 
17192	2530150	RS 
17193	7108083	RSB
17194	7009957	RS 
17195	7087029	RS 
17196	7092724	RS 
17197	7061473	RS 
17198	7109947	RS 
17199	7107078	RSB
17200	7000274	RSB
17201	2440480	RS 
17202	7118107	RSB
17203	2440161	RS 
17204	7088510	RSB
17205	7125263	RSB
17206	7047623	RSB
17207	7067543	RSB
17208	7119040	RS 
17209	7119218	RS 
17210	2440053	RS 
17211	7121639	RS 
17212	7110111	RS 
17213	7118134	RS 
17214	7064508	RS 
17215	2440341	RS 
17216	7118553	RS 
17217	7066205	RS 
17218	7049880	RSB
17219	7004313	RSB
17220	7043123	RS 
17221	7111644	RS 
17222	7098655	RS 
17223	7122519	RS 
17224	7126323	RS 
17225	7126436	RSB
17226	7100896	RS 
17227	7123337	RS 
17228	7103387	RS 
17229	7112296	RS 
17230	7077236	RSB
17231	7126149	RS 
17232	7109927	RS 
17233	7095820	RSB
17234	7045906	RS 
17235	7053109	RS 
17236	2440014	RSB
17237	7050316	RS 
17238	7118236	RS 
17239	7058209	RS 
17240	7097636	RS 
17241	7107677	RSB
17242	7125208	RS 
17243	7118089	RS 
17244	7115994	RS 
17245	2440132	RSB
17246	7115319	RS 
17247	7117156	RS 
17248	2440604	RSB
17249	7125300	RSB
17250	2440048	RSB
17251	7107594	RSB
17252	7118990	RSB
17253	7125619	RSB
17254	7118980	RSB
17255	7118111	RSB
17256	7109839	RS 
17257	7021294	RSB
17258	7114956	RS 
17259	7026794	RS 
17260	7121978	RS 
17261	7125187	RSB
17262	7105674	RS 
17263	7112778	RSB
17264	7075468	RSB
17265	7061844	RS 
17266	7078168	RS 
17267	7066762	RS 
17268	7021284	RS 
17269	7097039	RSB
17270	7107092	RS 
17271	7119674	RS 
17272	7068254	RS 
17273	2440223	RS 
17274	2440021	RS 
17275	7033433	RS 
17276	7057359	RS 
17277	7094332	RS 
17278	7123797	RSB
17279	2440272	RS 
17280	2440581	RS 
17281	7070931	RS 
17282	7098058	RS 
17283	7036455	RS 
17284	7063774	RS 
17285	7027569	RS 
17286	7098041	RSB
17287	7058423	RS 
17288	2440060	RSB
17289	2440226	RS 
17290	2440042	RS 
17291	7062953	RS 
17292	7117408	RS 
17293	7096348	RS 
17294	7060345	RS 
17295	7104135	RS 
17296	7089910	RS 
17297	7120718	RS 
17298	7009111	RS 
17299	7058923	RS 
17300	7115506	RS 
17301	7100796	RS 
17302	7110999	RS 
17303	7054639	RS 
17304	7089909	RS 
17305	7086074	RS 
17306	7118435	RS 
17307	7115665	RSB
17308	7092629	RSB
17309	7037454	RSB
17310	7124771	RS 
17311	7000539	RS 
17312	7122719	RS 
17313	7109156	RS 
17314	7113933	RS 
17315	2440024	RS 
17316	2440082	RS 
17317	7119658	RS 
17318	7125059	RS 
17319	7124882	RSB
17320	2440283	RS 
17321	7017065	RS 
17322	7111629	RS 
17323	7120274	RS 
17324	7117840	RS 
17325	7115137	RSB
17326	7106518	RS 
17327	7101432	RS 
17328	7114903	RS 
17329	7082416	RS 
17330	7102119	RS 
17331	7046161	RS 
17332	7127479	RS 
17333	7108563	RS 
17334	7094346	RS 
17335	7080022	RS 
17336	7112879	RS 
17337	7060499	RS 
17338	7117773	RS 
17339	7082599	RS 
17340	7127114	RS 
17341	7121835	RS 
17342	7127203	RS 
17343	7085007	RS 
17344	7124687	RS 
17345	7112188	RS 
17346	7021362	RS 
17347	7098716	RS 
17348	7120592	RS 
17349	2440257	RS 
17350	7074841	RS 
17351	7120578	RS 
17352	7029328	RS 
17353	7083303	RS 
17354	7106365	RS 
17355	7083510	RS 
17356	7057964	RSB
17357	7118047	RS 
17358	7125385	RSB
17359	7114482	RSB
17360	7110279	RS 
17361	7117818	RS 
17362	7121894	RS 
17363	7083110	RS 
17364	7109454	RSB
17365	7062068	RS 
17366	7118989	RS 
17367	7108203	RSB
17368	7104751	RS 
17369	7120776	RS 
17370	7045947	RS 
17371	7122122	RS 
17372	7065048	RS 
17373	7125609	RS 
17374	7092947	RSB
17375	2440579	RS 
17376	7046833	RS 
17377	2440288	RS 
17378	7106225	RS 
17379	7123767	RS 
17380	7126805	RS 
17381	7116403	RS 
17382	7106228	RS 
17383	7074963	RS 
17384	2440033	RS 
17385	7098301	RS 
17386	7103753	RSB
17387	7074379	RS 
17388	7036547	RS 
17389	7001262	RSB
17390	7035394	RSB
17391	2440178	RS 
17392	7108205	RS 
17393	7123190	RS 
17394	7118880	RS 
17395	7103009	RS 
17396	7099248	RS 
17397	7112724	RS 
17398	7031109	RS 
17399	7051654	RS 
17400	2440241	RSB
17401	7109696	RS 
17402	7096066	RSB
17403	7078616	RS 
17404	7117386	RSB
17405	2440414	RS 
17406	7065080	RS 
17407	7081885	RS 
17408	2440001	RSB
17409	7084947	RS 
17410	2440267	RS 
17411	7115263	RS 
17412	7125017	RSB
17413	7114537	RS 
17414	7030467	RS 
17415	7101406	RS 
17416	7116426	RS 
17417	7102575	RS 
17418	7001004	RS 
17419	7096762	RS 
17420	7076425	RS 
17421	7091023	RS 
17422	7113498	RS 
17423	7125485	RS 
17424	7114864	RS 
17425	7123317	RS 
17426	2440355	RS 
17427	7116386	RSB
17428	7116915	RS 
17429	7116916	RS 
17430	7124293	RS 
17431	7096481	RS 
17432	7115882	RS 
17433	7100687	RS 
17434	7113512	RS 
17435	7092557	RSB
17436	7094100	RS 
17437	7077557	RS 
17438	7114200	RS 
17439	7093523	RS 
17440	7044335	RS 
17441	7096250	RSB
17442	7035929	RS 
17443	7120502	RSB
17444	7065815	RSB
17445	7092332	RS 
17446	7106869	RS 
17447	7093338	RS 
17448	2440303	RS 
17449	7057802	RS 
17450	7125125	RS 
17451	7044083	RS 
17452	7080538	RS 
17453	7041937	RS 
17454	7121009	RS 
17455	7080814	RS 
17456	7086978	RS 
17457	7091078	RS 
17458	7119383	RSB
17459	7042477	RSB
17460	7071058	RSB
17461	7119039	RS 
17462	7079245	RS 
17463	2440469	RS 
17464	7119726	RSB
17465	7100029	RS 
17466	2440065	RS 
17467	7103866	RS 
17468	2440097	RSB
17469	7071853	RS 
17470	7105740	RS 
17471	7110706	RS 
17472	7106253	RS 
17473	7040489	RS 
17474	2440340	RS 
17475	2440364	RS 
17476	7111697	RS 
17477	7108992	RS 
17478	7006783	RS 
17479	7108310	RS 
17480	7106471	RS 
17481	7121820	RS 
17482	2440274	RS 
17483	7070209	RS 
17484	7073393	RSB
17485	7112118	RS 
17486	7125282	RSB
17487	7117581	RSB
17488	7119693	RSB
17489	7092000	RS 
17490	7067564	RS 
17491	7099020	RS 
17492	7089766	RS 
17493	7094812	RS 
17494	7076274	RS 
17495	7126744	RSB
17496	7119975	RS 
17497	7109314	RSB
17498	7112084	RS 
17499	7093809	RS 
17500	7122507	RS 
17501	7082745	RSB
17502	7022582	RSB
17503	7098552	RSB
17504	7118313	RS 
17505	7095083	RS 
17506	7071519	RS 
17507	7108867	RS 
17508	7121476	RS 
17509	7103493	RS 
17510	7098290	RS 
17511	7083524	RS 
17512	7024040	RSB
17513	7119093	RS 
17514	7119853	RS 
17515	7124325	RS 
17516	7007163	RS 
17517	7114938	RS 
17518	7117733	RS 
17519	7121381	RS 
17520	7037054	RS 
17521	7088511	RS 
17522	7105324	RS 
17523	7118649	RS 
17524	7117521	RS 
17525	7000423	RS 
17526	7116023	RS 
17527	7113831	RS 
17528	7090422	RS 
17529	2440609	RS 
17530	7113604	RS 
17531	7083737	RS 
17532	7104806	RSB
17533	7123561	RSB
17534	7068014	RS 
17535	7121782	RS 
17536	7098079	RS 
17537	7035165	RS 
17538	7122384	RS 
17539	7069467	RS 
17540	7113896	RS 
17541	7101655	RSB
17542	7116752	RS 
17543	7119409	RS 
17544	7038770	RS 
17545	7074076	RS 
17546	7113112	RS 
17547	7034996	RSB
17548	3460103	RS 
17549	7105562	RS 
17550	7029318	RS 
17551	7078572	RS 
17552	7121536	RS 
17553	7070648	RS 
17554	3460026	RS 
17555	7059204	RS 
17556	7000167	RS 
17557	7089048	RS 
17558	7116538	RS 
17559	7001864	RSB
17560	7103259	RS 
17561	3460462	RS 
17562	7047213	RS 
17563	7109220	RS 
17564	7126636	RS 
17565	7024238	RS 
17566	7035666	RS 
17567	7065642	RS 
17568	7125900	RS 
17569	7114326	RS 
17570	7042116	RS 
17571	7030196	RS 
17572	3460259	RS 
17573	7126560	RS 
17574	7124375	RS 
17575	7027222	RSB
17576	7119005	RS 
17577	7043274	RS 
17578	7116411	RS 
17579	7106414	RS 
17580	7069275	RS 
17581	7081919	RS 
17582	7059577	RS 
17583	3460124	RS 
17584	3460271	RS 
17585	7124640	RS 
17586	7083724	RS 
17587	3460005	RS 
17588	7057189	RS 
17589	7024680	RS 
17590	7079645	RS 
17591	7026588	RSB
17592	7051674	RS 
17593	7116371	RS 
17594	7111565	RS 
17595	7119168	RS 
17596	7072806	RS 
17597	7124150	RSB
17598	7105691	RS 
17599	3460258	RS 
17600	7114982	RSB
17601	7091146	RSB
17602	7120113	RS 
17603	7058181	RS 
17604	7024360	RS 
17605	7099573	RS 
17606	7124530	RS 
17607	7041107	RS 
17608	7113692	RSB
17609	7123909	RS 
17610	7073203	RSB
17611	7118800	RS 
17612	7110825	RS 
17613	7098101	RS 
17614	7093375	RS 
17615	7024375	RSB
17616	7125781	RS 
17617	7110982	RS 
17618	3460102	RS 
17619	7084400	RS 
17620	3460021	RS 
17621	7107842	RS 
17622	7126308	RS 
17623	7095600	RS 
17624	7120901	RS 
17625	1302114	RS 
17626	7110851	RS 
17627	7078035	RS 
17628	7098999	RS 
17629	7123079	RS 
17630	7086260	RS 
17631	7093474	RS 
17632	7100125	RS 
17633	7082169	RS 
17634	7100768	RS 
17635	7125206	RS 
17636	7033508	RS 
17637	7112221	RS 
17638	7113918	RS 
17639	7009340	RS 
17640	3460325	RS 
17641	7021746	RSB
17642	7081824	RS 
17643	7033256	RS 
17644	7104419	RSB
17645	7056920	RS 
17646	7095174	RS 
17647	7049013	RS 
17648	7033904	RS 
17649	7091764	RS 
17650	7074342	RS 
17651	7058289	RS 
17652	7002397	RS 
17653	7126611	RS 
17654	7057261	RS 
17655	7109933	RS 
17656	7121305	RS 
17657	7094358	RS 
17658	7073690	RS 
17659	7010089	RS 
17660	7070885	RS 
17661	7116729	RS 
17662	7121539	RS 
17663	7097637	RS 
17664	7113367	RSB
17665	7097263	RS 
17666	7076045	RS 
17667	7110127	RS 
17668	7127034	RS 
17669	7104170	RS 
17670	7060413	RS 
17671	7121759	RS 
17672	7081546	RS 
17673	7087112	RSB
17674	7084111	RS 
17675	7105206	RSB
17676	7031404	RS 
17677	3460409	RS 
17678	7102740	RS 
17679	7113878	RS 
17680	7076747	RSB
17681	7085689	RS 
17682	7102001	RS 
17683	7095332	RSB
17684	7009309	RS 
17685	7068514	RS 
17686	7039464	RSB
17687	7044517	RS 
17688	7124671	RS 
17689	7125223	RS 
17690	7125516	RS 
17691	7097088	RS 
17692	7006713	RSB
17693	3460364	RS 
17694	7053528	RS 
17695	7114374	RS 
17696	7122208	RS 
17697	7112897	RS 
17698	7083266	RS 
17699	7122399	RS 
17700	7111682	RS 
17701	7116481	RS 
17702	7080657	RS 
17703	7114454	RS 
17704	7071219	RS 
17705	7077289	RS 
17706	7088090	RS 
17707	7116238	RS 
17708	7009738	RSB
17709	7093518	RSB
17710	7119497	RS 
17711	7071908	RS 
17712	7094569	RSB
17713	7125518	RS 
17714	7106552	RS 
17715	3460069	RS 
17716	7000408	RS 
17717	7006981	RS 
17718	7087216	RS 
17719	7054000	RS 
17720	7058521	RS 
17721	7111430	RS 
17722	7112028	RS 
17723	3460086	RSB
17724	7098200	RS 
17725	7109223	RS 
17726	7118113	RS 
17727	7036093	RSB
17728	7104818	RS 
17729	7083424	RS 
17730	7026169	RS 
17731	7121131	RS 
17732	7101162	RS 
17733	7086643	RS 
17734	7000339	RS 
17735	7028923	RS 
17736	7032381	RS 
17737	7001997	RS 
17738	7079340	RS 
17739	3460393	RSB
17740	7048833	RS 
17741	7096278	RS 
17742	7087494	RS 
17743	7124878	RS 
17744	7091938	RS 
17745	3460214	RS 
17746	7113515	RSB
17747	3460015	RS 
17748	7086010	RS 
17749	7110317	RS 
17750	7072866	RS 
17751	7059137	RS 
17752	7095753	RS 
17753	7126766	RS 
17754	7121268	RS 
17755	3460169	RS 
17756	7071717	RS 
17757	7051827	RS 
17758	7050941	RS 
17759	7119380	RS 
17760	7093371	RS 
17761	3460201	RS 
17762	3460063	RS 
17763	3460318	RS 
17764	7095842	RS 
17765	7070296	RS 
17766	3460023	RS 
17767	7107360	RSB
17768	7119772	RS 
17769	3460377	RS 
17770	7072534	RS 
17771	7105595	RSB
17772	7004152	RS 
17773	7032468	RS 
17774	7003885	RS 
17775	7084807	RSB
17776	7042547	RS 
17777	7051631	RSB
17778	7088358	RS 
17779	7046966	RS 
17780	7127231	RS 
17781	7112722	RSB
17782	7117899	RS 
17783	7109107	RS 
17784	7077167	RS 
17785	7108020	RS 
17786	7116948	RS 
17787	7116815	RS 
17788	7110436	RS 
17789	7084945	RS 
17790	7124151	RSB
17791	7126403	RS 
17792	7122748	RS 
17793	7092611	RS 
17794	7115018	RS 
17795	7081137	RS 
17796	3460220	RS 
17797	7121688	RS 
17798	3460291	RS 
17799	7068265	RS 
17800	3460179	RSB
17801	7047782	RS 
17802	7117395	RS 
17803	7125276	RS 
17804	7124767	RS 
17805	7126292	RS 
17806	7008339	RS 
17807	3460090	RS 
17808	7115376	RS 
17809	7077337	RS 
17810	7071438	RS 
17811	7091606	RSB
17812	7105945	RS 
17813	7020617	RS 
17814	7029487	RS 
17815	7115577	RS 
17816	3460395	RS 
17817	7061756	RS 
17818	7107959	RS 
17819	3420419	RSB
17820	3460268	RS 
17821	7086190	RS 
17822	7118372	RS 
17823	7078662	RS 
17824	7062373	RS 
17825	3460250	RS 
17826	7058032	RS 
17827	7113045	RS 
17828	7109489	RS 
17829	7120301	RS 
17830	7112111	RS 
17831	7028320	RSB
17832	7069194	RS 
17833	7078291	RS 
17834	7033794	RS 
17835	7121523	RS 
17836	7112244	RS 
17837	7032024	RS 
17838	7050769	RS 
17839	7069360	RS 
17840	7123259	RS 
17841	7065388	RS 
17842	7084160	RS 
17843	7068591	RS 
17844	3010094	RS 
17845	3470381	RS 
17846	7046591	RSB
17847	7083827	RS 
17848	3470150	RS 
17849	7063081	RS 
17850	7092618	RSB
17851	3470022	RS 
17852	7084401	RS 
17853	3470419	RS 
17854	7106328	RS 
17855	7045180	RS 
17856	7097845	RS 
17857	7093021	RS 
17858	7082022	RS 
17859	7119675	RS 
17860	7107731	RS 
17861	7124622	RS 
17862	7082172	RS 
17863	7116881	RS 
17864	7108729	RS 
17865	7103517	RS 
17866	7122371	RS 
17867	3470256	RS 
17868	7103923	RSB
17869	7083759	RS 
17870	7027020	RS 
17871	3470131	RS 
17872	7120890	RS 
17873	7121005	RSB
17874	7121439	RS 
17875	7100657	RSB
17876	7084034	RS 
17877	7105441	RS 
17878	7104344	RS 
17879	7122928	RS 
17880	7127507	RS 
17881	7126083	RS 
17882	7110571	RSB
17883	7078441	RS 
17884	7056629	RS 
17885	7123853	RS 
17886	7094212	RSB
17887	7117983	RS 
17888	7113121	RS 
17889	7119703	RS 
17890	7035209	RS 
17891	7125433	RS 
17892	7113943	RS 
17893	7111734	RSB
17894	7122979	RS 
17895	7094727	RS 
17896	7045029	RSB
17897	7089396	RS 
17898	7116462	RS 
17899	7120623	RSB
17900	7088441	RS 
17901	7116278	RS 
17902	3470361	RSB
17903	7119749	RS 
17904	7106160	RS 
17905	7117956	RS 
17906	7122897	RS 
17907	3470314	RS 
17908	7121157	RS 
17909	7119551	RS 
17910	7091604	RS 
17911	7124152	RSB
17912	7120365	RS 
17913	7116408	RS 
17914	7090469	RSB
17915	3470011	RSB
17916	7024769	RS 
17917	7072686	RS 
17918	3470333	RS 
17919	7126777	RS 
17920	7100857	RS 
17921	7035225	RS 
17922	7069746	RS 
17923	7117106	RS 
17924	7085701	RS 
17925	7075491	RSB
17926	7070352	RS 
17927	7118005	RS 
17928	7023076	RS 
17929	7067214	RS 
17930	7117285	RS 
17931	7114769	RS 
17932	3470323	RSB
17933	7123407	RS 
17934	7104298	RS 
17935	7109496	RS 
17936	7109339	RS 
17937	7111285	RS 
17938	7094347	RS 
17939	7102208	RS 
17940	7055272	RS 
17941	7119780	RS 
17942	7071765	RS 
17943	7107042	RS 
17944	7116270	RS 
17945	7023313	RSB
17946	7067670	RS 
17947	3470028	RS 
17948	7126165	RS 
17949	7048016	RS 
17950	7068616	RS 
17951	7069765	RS 
17952	7103092	RS 
17953	3470047	RS 
17954	7118931	RS 
17955	7118799	RS 
17956	7114943	RS 
17957	7038317	RS 
17958	7075205	RS 
17959	3470241	RS 
17960	7099264	RS 
17961	7119648	RS 
17962	7083381	RS 
17963	7023834	RS 
17964	7001196	RS 
17965	7006274	RSB
17966	7043324	RS 
17967	3470060	RS 
17968	3470225	RSB
17969	7123753	RSB
17970	7086515	RS 
17971	7088425	RSB
17972	7115188	RSB
17973	7126461	RS 
17974	7108984	RS 
17975	7075617	RS 
17976	7107740	RS 
17977	7117593	RS 
17978	7009552	RS 
17979	7031779	RS 
17980	7119857	RS 
17981	3470433	RS 
17982	7114530	RS 
17983	3010714	RS 
17984	7117828	RS 
17985	7095410	RS 
17986	7069643	RSB
17987	7088386	RSB
17988	7081578	RS 
17989	7082362	RS 
17990	7107110	RS 
17991	7119978	RS 
17992	7107271	RS 
17993	7088671	RS 
17994	7075252	RS 
17995	3470418	RS 
17996	7084402	RS 
17997	7116117	RS 
17998	3470203	RS 
17999	7099848	RS 
18000	7120971	RS 
18001	7054911	RS 
18002	3470338	RS 
18003	7095884	RS 
18004	7111390	RS 
18005	7121602	RS 
18006	7077009	RS 
18007	7110305	RS 
18008	3470389	RS 
18009	7125362	RS 
18010	7122048	RS 
18011	7101964	RS 
18012	7034327	RS 
18013	7091336	RS 
18014	7094170	RS 
18015	7113679	RS 
18016	3470140	RS 
18017	7120591	RS 
18018	7047530	RS 
18019	7000108	RS 
18020	7042522	RSB
18021	7111985	RS 
18022	7101319	RS 
18023	7076389	RS 
18024	7113796	RS 
18025	7069906	RS 
18026	7105297	RS 
18027	7122560	RS 
18028	7106609	RS 
18029	7052137	RS 
18030	7121226	RS 
18031	7118527	RS 
18032	7070295	RSB
18033	7103812	RS 
18034	7024975	RS 
18035	7081012	RS 
18036	7083091	RS 
18037	7105220	RS 
18038	7082386	RSB
18039	7117735	RSB
18040	3470059	RSB
18041	7111624	RS 
18042	7001895	RS 
18043	7101478	RS 
18044	7015727	RS 
18045	7121554	RS 
18046	7118914	RS 
18047	7040666	RS 
18048	7118773	RS 
18049	3470142	RS 
18050	7118824	RS 
18051	7124334	RS 
18052	7111080	RS 
18053	7109292	RSB
18054	3470108	RSB
18055	7097868	RS 
18056	7117365	RS 
18057	7116261	RS 
18058	7120428	RS 
18059	7092968	RS 
18060	7042871	RS 
18061	7102789	RS 
18062	7123221	RS 
18063	7122638	RS 
18064	3470035	RS 
18065	7118540	RS 
18066	7112840	RSB
18067	7115991	RS 
18068	7121716	RS 
18069	7082024	RS 
18070	7120572	RS 
18071	7106151	RSB
18072	3470238	RS 
18073	7050773	RS 
18074	7115976	RS 
18075	3470136	RSB
18076	7116186	RS 
18077	7127230	RS 
18078	3470020	RS 
18079	7107839	RS 
18080	7121215	RS 
18081	7115870	RS 
18082	7004055	RS 
18083	7075569	RS 
18084	7108996	RS 
18085	7090100	RSB
18086	3470164	RS 
18087	7040659	RS 
18088	7096719	RSB
18089	7106090	RS 
18090	7034368	RS 
18091	7067457	RS 
18092	7007905	RS 
18093	7049060	RSB
18094	7123562	RSB
18095	7076607	RS 
18096	7119202	RS 
18097	7107761	RS 
18098	3470184	RS 
18099	3470080	RS 
18100	7055846	RS 
18101	7104740	RS 
18102	3470384	RS 
18103	3470336	RS 
18104	7050561	RS 
18105	7024974	RS 
18106	7084722	RS 
18107	7104008	RS 
18108	7110457	RS 
18109	7109014	RS 
18110	7117271	RS 
18111	7027957	RSB
18112	7050806	RS 
18113	7112361	RS 
18114	7111897	RS 
18115	7057083	RS 
18116	7110765	RS 
18117	7127199	RS 
18118	7123831	RS 
18119	7122112	RS 
18120	7089956	RSB
18121	7118174	RS 
18122	7094759	RSB
18123	7055594	RS 
18124	7079139	RS 
18125	7072760	RS 
18126	7099839	RS 
18127	7096147	RS 
18128	7000210	RS 
18129	7089570	RS 
18130	7114759	RS 
18131	7110665	RS 
18132	7117084	RS 
18133	7099490	RS 
18134	7071998	RS 
18135	7102801	RS 
18136	7125042	RS 
18137	7065698	RS 
18138	7082572	RS 
18139	7124304	RS 
18140	7001900	RSB
18141	7120107	RS 
18142	7050060	RS 
18143	3480103	RSB
18144	3480063	RSB
18145	7112029	RS 
18146	7126971	RS 
18147	7099471	RS 
18148	7126804	RS 
18149	7117276	RS 
18150	7102008	RS 
18151	7096373	RS 
18152	7092893	RS 
18153	7104073	RS 
18154	7122024	RS 
18155	7117728	RS 
18156	7115787	RS 
18157	7077157	RS 
18158	2601356	RS 
18159	7106046	RS 
18160	7107017	RS 
18161	7104461	RS 
18162	7126970	RS 
18163	7089508	RS 
18164	7052388	RS 
18165	7003415	RS 
18166	7048562	RS 
18167	7056837	RS 
18168	7025911	RSB
18169	7035748	RS 
18170	7126825	RS 
18171	7088257	RS 
18172	7044040	RS 
18173	7124689	RS 
18174	7117453	RSB
18175	7124088	RS 
18176	7121773	RS 
18177	3480025	RS 
18178	7118106	RS 
18179	7001303	RS 
18180	7119713	RS 
18181	3480110	RS 
18182	7056592	RS 
18183	7112712	RS 
18184	7048638	RS 
18185	7100480	RS 
18186	7089641	RS 
18187	7057811	RS 
18188	7111848	RS 
18189	7106829	RSB
18190	7121321	RS 
18191	7093680	RS 
18192	7120420	RS 
18193	7090657	RS 
18194	7066748	RS 
18195	7105762	RS 
18196	7054876	RS 
18197	7120705	RS 
18198	7118135	RS 
18199	7077342	RS 
18200	7101452	RS 
18201	4490012	RS 
18202	7124193	RS 
18203	4510293	RSB
18204	7122437	RS 
18205	7122256	RS 
18206	7099380	RS 
18207	5260136	RSB
18208	7123447	RS 
18209	7112918	RS 
18210	7077573	RS 
18211	7117684	RS 
18212	7115399	RS 
18213	7100952	RS 
18214	7065485	RS 
18215	7054571	RS 
18216	7034223	RS 
18217	7111921	RS 
18218	7038446	RS 
