	Facility #	Business Type
6096	7047314	RS 
6097	7120227	RS 
6098	7083886	RS 
6099	7087357	RS 
6100	7114316	RS 
6101	7077092	RS 
6102	7066323	RS 
6103	7121001	RS 
6104	7028521	RS 
6105	7125938	RS 
6106	7121200	RS 
6107	7063859	RS 
6108	7116428	RS 
6109	7112325	RS 
6110	7076845	RS 
6111	7097925	RS 
6112	7100132	RS 
6113	4230297	RS 
6114	7102109	RS 
6115	7073124	RS 
6116	7090413	RSB
6117	7123701	RS 
6118	7111802	RS 
6119	7073156	RS 
6120	7059205	RS 
6121	7069610	RS 
6122	7108453	RS 
6123	7090798	RSB
6124	4230269	RS 
6125	7113557	RS 
6126	7111756	RS 
6127	7070070	RSB
6128	7114108	RS 
6129	4230104	RS 
6130	7121770	RS 
6131	4230107	RS 
6132	4230088	RSB
6133	4230006	RS 
6134	4230197	RS 
6135	7087910	RS 
6136	7120894	RS 
6137	7057748	RS 
6138	7114159	RS 
6139	7085469	RS 
6140	7090321	RS 
6141	7113414	RS 
6142	7063625	RS 
6143	7090974	RS 
6144	7108318	RS 
6145	7071433	RS 
6146	7120096	RS 
6147	7118410	RS 
6148	7072169	RS 
6149	7095838	RS 
6150	7089759	RS 
6151	4230031	RS 
6152	7105228	RS 
6153	7119928	RS 
6154	7066354	RS 
6155	7039447	RSB
6156	7062842	RS 
6157	7123895	RS 
6158	7109518	RS 
6159	7098214	RS 
6160	7091866	RS 
6161	7080822	RS 
6162	7124240	RS 
6163	7083699	RS 
6164	7117102	RS 
6165	7101897	RSB
6166	7109073	RS 
6167	7115196	RS 
6168	7114890	RS 
6169	7003438	RS 
6170	7111835	RS 
6171	7124279	RS 
6172	7108432	RS 
6173	7109181	RS 
6174	7038228	RS 
6175	7123686	RS 
6176	7116039	RS 
6177	7039477	RS 
6178	7114500	RS 
6179	7125275	RS 
6180	7096805	RS 
6181	4230194	RS 
6182	7076596	RS 
6183	7077235	RS 
6184	7084668	RS 
6185	7090448	RS 
6186	7058544	RS 
6187	7119719	RSB
6188	7043718	RS 
6189	7126716	RS 
6190	4230312	RSB
6191	7119255	RS 
6192	7087678	RS 
6193	7077980	RS 
6194	7106826	RS 
6195	7056087	RS 
6196	7104261	RS 
6197	7122237	RS 
6198	7040129	RS 
6199	7120891	RS 
6200	7125207	RS 
6201	7085942	RS 
6202	7103055	RS 
6203	7097945	RS 
6204	7126041	RS 
6205	7079219	RS 
6206	7114824	RS 
6207	7084718	RS 
6208	7082316	RS 
6209	7119621	RSB
6210	7112223	RSB
6211	7097309	RS 
6212	4230310	RSB
6213	4230293	RSB
6214	7091831	RS 
6215	7085248	RS 
6216	7043976	RS 
6217	7102797	RSB
6218	7070195	RS 
6219	4230303	RS 
6220	7088871	RS 
6221	7043347	RSB
6222	7125222	RS 
6223	7122792	RS 
6224	7114073	RS 
6225	7053869	RS 
6226	7125369	RS 
6227	7071085	RS 
6228	7127228	RS 
6229	7127227	RS 
6230	7113304	RS 
6231	7053824	RS 
6232	7121120	RS 
6233	7120898	RS 
6234	7071734	RS 
6235	7021210	RS 
6236	7114547	RS 
6237	7107295	RS 
6238	7107294	RS 
6239	7114591	RS 
6240	7031551	RS 
6241	7024268	RS 
6242	7116010	RSB
6243	7070722	RS 
6244	7115742	RS 
6245	7087241	RS 
6246	4230265	RSB
6247	7085703	RSB
6248	7124976	RSB
6249	7108146	RS 
6250	7085232	RS 
6251	4230282	RS 
6252	7105368	RS 
6253	7107576	RS 
6254	4230191	RSB
6255	7107158	RSB
6256	7120642	RS 
6257	7121721	RS 
6258	7110515	RS 
6259	7119085	RS 
6260	7118112	RS 
6261	7126703	RS 
6262	7063809	RS 
6263	7048329	RS 
6264	7123549	RS 
6265	7028665	RS 
6266	7121204	RS 
6267	7112489	RS 
6268	7120919	RS 
6269	7110496	RS 
6270	7126406	RS 
6271	7122412	RS 
6272	7054689	RS 
6273	7124757	RSB
6274	7111774	RS 
6275	4230072	RS 
6276	7123002	RS 
6277	7058846	RS 
6278	7063040	RS 
6279	7046891	RS 
6280	4230089	RS 
6281	7101885	RS 
6282	7110297	RS 
6283	7070408	RS 
6284	7065256	RS 
6285	7001268	RSB
6286	7123475	RS 
6287	7101674	RS 
6288	7116899	RS 
6289	7063265	RS 
6290	7110678	RS 
6291	7006423	RS 
6292	7124677	RS 
6293	4230214	RS 
6294	7048074	RS 
6295	7119923	RSB
6296	7106362	RS 
6297	7035634	RS 
6298	7074320	RS 
6299	7117831	RS 
6300	7063944	RS 
6301	7120287	RS 
6302	4230199	RSB
6303	7076760	RS 
6304	7123131	RS 
6305	4230172	RS 
6306	7126324	RS 
6307	7100874	RS 
6308	7118657	RS 
6309	7123316	RS 
6310	7062058	RS 
6311	7122920	RS 
6312	7031161	RS 
6313	7090971	RS 
6314	7055199	RS 
6315	7035439	RS 
6316	7109497	RS 
6317	4230071	RS 
6318	7116376	RS 
6319	7088374	RS 
6320	7089978	RS 
6321	7090610	RS 
6322	4230283	RSB
6323	7091799	RS 
6324	7102633	RS 
6325	7024935	RS 
6326	7093413	RS 
6327	7119488	RS 
6328	7125498	RS 
6329	7114239	RS 
6330	7068861	RS 
6331	4230005	RS 
6332	4230227	RS 
6333	7045717	RS 
6334	7085542	RS 
6335	7120893	RS 
6336	7019748	RS 
6337	7102622	RS 
6338	6410397	RSB
6339	7115478	RS 
6340	7111981	RS 
6341	7121196	RSB
6342	7115833	RS 
6343	6242767	RSB
6344	7105509	RS 
6345	7032780	RSB
6346	7112485	RSB
6347	7114734	RSB
6348	6240257	RSB
6349	7122805	RS 
6350	7109100	RS 
6351	7081023	RS 
6352	7105582	RS 
6353	7069441	RS 
6354	7107532	RS 
6355	7123535	RSB
6356	7117241	RS 
6357	7127380	RSB
6358	7065818	RS 
6359	7071131	RS 
6360	7123315	RS 
6361	7121785	RS 
6362	7121348	RS 
6363	7048611	RS 
6364	7124688	RSB
6365	7113751	RS 
6366	7116769	RS 
6367	7103632	RS 
6368	7032336	RSB
6369	7080299	RS 
6370	7111964	RS 
6371	7127414	RS 
6372	7109815	RS 
6373	7121212	RS 
6374	7117623	RSB
6375	7111078	RS 
6376	7122446	RS 
6377	7073797	RS 
6378	7124254	RS 
6379	7117501	RS 
6380	7101328	RSB
6381	7126223	RS 
6382	7103370	RS 
6383	7110836	RS 
6384	7113633	RS 
6385	7118323	RSB
6386	7123179	RS 
6387	7111536	RS 
6388	7078759	RS 
6389	7120423	RSB
6390	7121745	RS 
6391	7115490	RS 
6392	7108089	RS 
6393	7126492	RS 
6394	7073655	RS 
6395	7118820	RS 
6396	7110377	RS 
6397	7109843	RS 
6398	7118036	RS 
6399	7077290	RSB
6400	7121596	RS 
6401	7101586	RS 
6402	7101448	RS 
6403	7116959	RS 
6404	7119884	RS 
6405	7120851	RS 
6406	7116220	RS 
6407	7087343	RS 
6408	7086736	RS 
6409	7104444	RS 
6410	7102717	RS 
6411	7126917	RS 
6412	7121990	RS 
6413	7124775	RSB
6414	7125840	RSB
6415	7117328	RS 
6416	7111577	RS 
6417	6240566	RS 
6418	7122476	RS 
6419	7115708	RS 
6420	7107625	RS 
6421	7091874	RS 
6422	7081537	RS 
6423	7105020	RS 
6424	7109506	RS 
6425	7120625	RS 
6426	7032169	RSB
6427	7025086	RS 
6428	7055469	RSB
6429	7081941	RS 
6430	6241009	RS 
6431	7112495	RS 
6432	6240395	RS 
6433	7120082	RSB
6434	7116395	RS 
6435	7101853	RS 
6436	7004284	RS 
6437	7123670	RS 
6438	7119656	RSB
6439	7117794	RSB
6440	7103819	RS 
6441	7117746	RS 
6442	7083213	RS 
6443	7103107	RS 
6444	7115901	RSB
6445	7090078	RS 
6446	7116030	RSB
6447	7039339	RSB
6448	7116486	RSB
6449	7001139	RSB
6450	7125259	RSB
6451	7109883	RS 
6452	7099334	RS 
6453	7067196	RS 
6454	7090518	RS 
6455	7082562	RS 
6456	7054766	RS 
6457	7117500	RS 
6458	7050573	RS 
6459	7119468	RS 
6460	7119464	RSB
6461	7124388	RS 
6462	7115546	RSB
6463	7094875	RS 
6464	7123030	RS 
6465	7057933	RS 
6466	7108700	RSB
6467	7119381	RSB
6468	7108322	RSB
6469	7110464	RSB
6470	7117792	RSB
6471	7042337	RS 
6472	7103614	RS 
6473	7119012	RSB
6474	7057979	RS 
6475	7062279	RS 
6476	7032051	RSB
6477	7125691	RS 
6478	7116377	RS 
6479	7025880	RSB
6480	7079208	RS 
6481	7111605	RS 
6482	7118052	RSB
6483	7118070	RS 
6484	7093029	RS 
6485	7100146	RSB
6486	7075899	RSB
6487	7108171	RS 
6488	7043060	RS 
6489	7122049	RS 
6490	6240109	RS 
6491	7064058	RSB
6492	7112317	RS 
6493	7121412	RS 
6494	7110592	RS 
6495	6242890	RSB
6496	7097562	RS 
6497	7112569	RS 
6498	7051675	RS 
6499	7114698	RS 
6500	7120857	RS 
6501	7107857	RS 
6502	7124470	RS 
6503	7105217	RS 
6504	7122359	RS 
6505	7112360	RS 
6506	7086365	RS 
6507	7125032	RS 
6508	7116758	RS 
6509	7123374	RS 
6510	7107542	RS 
6511	7109178	RS 
6512	7121108	RS 
6513	7121813	RS 
6514	7112065	RS 
6515	7108515	RS 
6516	7112331	RS 
6517	7067522	RS 
6518	7110373	RS 
6519	7102983	RSB
6520	7111651	RS 
6521	7105112	RS 
6522	7122712	RS 
6523	7117908	RSB
6524	7088915	RS 
6525	7122662	RS 
6526	7120808	RS 
6527	7076919	RS 
6528	7126395	RS 
6529	7072324	RSB
6530	7114810	RSB
6531	7120371	RSB
6532	7114975	RS 
6533	7088171	RS 
6534	7115323	RS 
6535	7097244	RS 
6536	7104799	RS 
6537	7115114	RS 
6538	7113827	RS 
6539	7115965	RS 
6540	7122522	RS 
6541	7117659	RS 
6542	7117130	RSB
6543	7091412	RS 
6544	7126772	RS 
6545	7098320	RSB
6546	7122815	RSB
6547	7062762	RS 
6548	7119641	RS 
6549	7114045	RS 
6550	7122272	RS 
6551	7118575	RS 
6552	7109074	RS 
6553	6242621	RS 
6554	7117321	RS 
6555	7111397	RS 
6556	7068927	RSB
6557	7092969	RS 
6558	7119169	RS 
6559	7116530	RS 
6560	7123066	RS 
6561	7090766	RS 
6562	7093083	RS 
6563	7082174	RS 
6564	7047327	RS 
6565	7085212	RS 
6566	7119308	RS 
6567	7127266	RS 
6568	7089848	RSB
6569	7121920	RS 
6570	7104488	RSB
6571	7126654	RS 
6572	7111513	RS 
6573	7117985	RS 
6574	7116056	RSB
6575	7085282	RS 
6576	7090919	RS 
6577	7100091	RS 
6578	6240741	RS 
6579	7127510	RSB
6580	7042479	RS 
6581	7123357	RS 
6582	7123564	RS 
6583	7112049	RS 
6584	7111184	RS 
6585	7119260	RS 
6586	7121654	RS 
6587	7077841	RS 
6588	7099604	RS 
6589	7057936	RS 
6590	6240170	RS 
6591	6240381	RS 
6592	7115613	RS 
6593	7093057	RS 
6594	7092933	RSB
6595	7119567	RS 
6596	7076545	RS 
6597	7122516	RS 
6598	7116101	RS 
6599	7074942	RS 
6600	7124950	RS 
6601	7124931	RS 
6602	6240133	RS 
6603	7112536	RS 
6604	7122041	RS 
6605	7059028	RSB
6606	7069163	RS 
6607	7092756	RS 
6608	7119854	RS 
6609	7112432	RS 
6610	7122336	RS 
6611	7084779	RS 
6612	7126459	RS 
6613	7092293	RS 
6614	7115301	RS 
6615	7116504	RS 
6616	7115700	RS 
6617	7113629	RS 
6618	7116887	RS 
6619	7125703	RSB
6620	7125016	RSB
6621	7095648	RSB
6622	7089833	RS 
6623	7071426	RS 
6624	7065260	RSB
6625	7118348	RS 
6626	7117834	RSB
6627	7118398	RS 
6628	7059799	RS 
6629	7118390	RS 
6630	7028806	RSB
6631	7071149	RS 
6632	7124818	RSB
6633	7112337	RS 
6634	7124611	RSB
6635	7057944	RS 
6636	7126529	RS 
6637	6240052	RS 
6638	7078158	RS 
6639	7103545	RS 
6640	7121151	RSB
6641	7126695	RSB
6642	7083994	RS 
6643	7113228	RSB
6644	7123854	RS 
6645	7068939	RS 
6646	7095883	RS 
6647	7074339	RS 
6648	7097899	RS 
6649	7123496	RSB
6650	7114626	RS 
6651	7126438	RS 
6652	7064598	RS 
6653	7107825	RS 
6654	7107814	RS 
6655	7107810	RS 
6656	7107812	RS 
6657	7107822	RS 
6658	7107824	RS 
6659	7107817	RS 
6660	7107816	RS 
6661	7107819	RS 
6662	7107811	RS 
6663	7125725	RS 
6664	7090678	RS 
6665	7059581	RS 
6666	7112801	RSB
6667	7072442	RS 
6668	7113256	RS 
6669	7118048	RS 
6670	7086561	RS 
6671	6240166	RS 
6672	7041764	RS 
6673	7121187	RS 
6674	7091133	RS 
6675	7100116	RS 
6676	7094706	RSB
6677	7123099	RS 
6678	7116194	RS 
6679	7122939	RS 
6680	7122014	RS 
6681	7123483	RS 
6682	7118532	RS 
6683	7120573	RS 
6684	7116912	RS 
6685	7118341	RSB
6686	7121489	RS 
6687	7121094	RS 
6688	7115386	RS 
6689	7120818	RS 
6690	7126169	RS 
6691	7115704	RS 
6692	7045432	RS 
6693	7080586	RS 
6694	6242585	RS 
6695	7121385	RS 
6696	7124898	RS 
6697	7038143	RS 
6698	7101628	RS 
6699	6240256	RS 
6700	7117475	RS 
6701	7071553	RS 
6702	7110234	RS 
6703	7119262	RS 
6704	7109788	RS 
6705	7118576	RSB
6706	7127441	RS 
6707	7105559	RS 
6708	7104638	RS 
6709	7124326	RS 
6710	7124319	RS 
6711	7106246	RS 
6712	7117751	RS 
6713	7054191	RS 
6714	7094355	RS 
6715	7098437	RS 
6716	7064786	RSB
6717	7101802	RS 
6718	7108759	RSB
6719	7123974	RSB
6720	7119092	RSB
6721	7123304	RSB
6722	7093747	RS 
6723	7090314	RS 
6724	7123634	RS 
6725	7108383	RSB
6726	7088976	RSB
6727	7102718	RS 
6728	7117743	RSB
6729	7086937	RS 
6730	7034906	RSB
6731	7122816	RS 
6732	6240323	RSB
6733	7110867	RS 
6734	7118324	RS 
6735	7113229	RS 
6736	7120814	RS 
6737	7121890	RS 
6738	7102275	RS 
6739	7073644	RS 
6740	7057559	RS 
6741	7125581	RS 
6742	7108490	RS 
6743	7090221	RS 
6744	7089038	RSB
6745	7102668	RSB
6746	7125687	RS 
6747	7100986	RS 
6748	7107763	RS 
6749	7122163	RS 
6750	7108871	RS 
6751	7090158	RS 
6752	7122852	RS 
6753	7031412	RS 
6754	7125692	RSB
6755	7118394	RS 
6756	7108094	RS 
6757	7110025	RS 
6758	7073286	RS 
6759	7124889	RSB
6760	7118790	RS 
6761	7119539	RS 
6762	7092692	RS 
6763	7097940	RS 
6764	7121291	RS 
6765	7115205	RSB
6766	7119443	RSB
6767	7111467	RS 
6768	7116281	RSB
6769	7120666	RSB
6770	7117135	RS 
6771	7023091	RS 
6772	7116059	RS 
6773	7088382	RS 
6774	7118227	RS 
6775	7104702	RSB
6776	7122227	RS 
6777	7095735	RS 
6778	7074489	RS 
6779	7051842	RSB
6780	6242397	RSB
6781	7110977	RS 
6782	7113627	RS 
6783	7114320	RS 
6784	7116676	RSB
6785	7114477	RS 
6786	7091801	RS 
6787	7099232	RS 
6788	7119072	RS 
6789	7111899	RS 
6790	7063639	RS 
6791	7119863	RS 
6792	7115627	RSB
6793	7126809	RS 
6794	7088775	RS 
6795	7114829	RS 
6796	7117584	RS 
6797	6240461	RSB
6798	7113784	RSB
6799	7059572	RS 
6800	7101788	RSB
6801	7123536	RSB
6802	7060756	RS 
6803	7126761	RS 
6804	7109674	RSB
6805	7104841	RS 
6806	7112947	RS 
6807	7049795	RS 
6808	7083882	RS 
6809	7114667	RSB
6810	6240526	RSB
6811	7115711	RS 
6812	7121181	RS 
6813	7125951	RS 
6814	7113490	RS 
6815	7118743	RS 
6816	7090308	RS 
6817	7101958	RS 
6818	7051620	RS 
6819	7115469	RS 
6820	7122204	RSB
6821	7098489	RS 
6822	7063938	RS 
6823	7069146	RSB
6824	7048623	RS 
6825	7108535	RS 
6826	7077619	RS 
6827	7115310	RSB
6828	7113380	RSB
6829	7089050	RS 
6830	7109904	RSB
6831	7116795	RSB
6832	6240030	RS 
6833	7115495	RS 
6834	7095295	RS 
6835	7123074	RSB
6836	7078387	RS 
6837	7118557	RS 
6838	7096156	RS 
6839	7101709	RS 
6840	7124255	RS 
6841	7070651	RS 
6842	7035866	RS 
6843	7109035	RS 
6844	7038385	RS 
6845	7100134	RS 
6846	7110200	RS 
6847	7102332	RSB
6848	7116050	RS 
6849	7125452	RS 
6850	7125477	RS 
6851	6242402	RS 
6852	7096509	RS 
6853	7091514	RS 
6854	7079708	RS 
6855	7017678	RS 
6856	7097812	RS 
6857	7122178	RS 
6858	7052413	RSB
6859	7113593	RSB
6860	7036031	RS 
6861	7112347	RS 
6862	7094259	RS 
6863	7118397	RSB
6864	7111493	RS 
6865	7123606	RSB
6866	7118489	RSB
6867	7121711	RSB
6868	7120574	RS 
6869	7104896	RS 
6870	7126470	RS 
6871	7125647	RS 
6872	7073359	RS 
6873	7113863	RSB
6874	7033359	RSB
6875	7119684	RSB
6876	7081802	RS 
6877	7121154	RSB
6878	7114394	RSB
6879	7088442	RS 
6880	7098826	RS 
6881	7110881	RS 
6882	7111065	RSB
6883	7093731	RSB
6884	7121948	RS 
6885	7116660	RS 
6886	7084713	RS 
6887	7113283	RS 
6888	7105247	RS 
6889	7078862	RS 
6890	7104083	RS 
6891	7120268	RS 
6892	7107668	RS 
6893	7053107	RS 
6894	7116165	RS 
6895	7026967	RSB
6896	7092727	RS 
6897	7099487	RS 
6898	7097063	RS 
6899	7092159	RS 
6900	7112287	RS 
6901	7114725	RSB
6902	7084946	RS 
6903	7105243	RS 
6904	7123971	RSB
6905	7126268	RSB
6906	7114068	RS 
6907	7111598	RSB
6908	7111383	RS 
6909	7116944	RS 
6910	7047458	RS 
6911	7124794	RSB
6912	7090920	RS 
6913	7122095	RS 
6914	7127019	RS 
6915	7072965	RS 
6916	7037360	RS 
6917	7103408	RS 
6918	7098065	RS 
6919	7121516	RS 
6920	7048546	RS 
6921	7127272	RSB
6922	7055438	RSB
6923	7096444	RS 
6924	7099007	RS 
6925	7110076	RS 
6926	7058259	RSB
6927	7117307	RS 
6928	7120003	RSB
6929	7124800	RS 
6930	7097314	RS 
6931	7125714	RS 
6932	7115628	RS 
6933	7106862	RS 
6934	7123794	RSB
6935	7120362	RSB
6936	7079567	RS 
6937	7108818	RS 
6938	7118245	RS 
6939	7125824	RSB
6940	7121422	RS 
6941	7080414	RS 
6942	6242283	RS 
6943	7122097	RS 
6944	7104307	RS 
6945	7100514	RS 
6946	7057524	RS 
6947	7113299	RS 
6948	7115871	RS 
6949	7113668	RS 
6950	7126580	RSB
6951	7121532	RS 
6952	7089435	RSB
6953	7105769	RS 
6954	7119429	RS 
6955	6241970	RS 
6956	7064497	RS 
6957	7124249	RS 
6958	7099967	RSB
6959	6242025	RSB
6960	7101352	RS 
6961	6242657	RSB
6962	7119222	RSB
6963	7077663	RS 
6964	7123415	RSB
6965	7111735	RS 
6966	7125887	RS 
6967	7090232	RSB
6968	7098221	RS 
6969	7115214	RS 
6970	7119850	RS 
6971	7092572	RS 
6972	7108933	RS 
6973	7022859	RS 
6974	7082146	RS 
6975	7124666	RS 
6976	7116920	RS 
6977	7093060	RS 
6978	7109135	RS 
6979	7102138	RS 
6980	7099968	RS 
6981	7117474	RS 
6982	7112402	RS 
6983	7121848	RS 
6984	7104716	RS 
6985	7081785	RSB
6986	7089429	RS 
6987	7113416	RS 
6988	7115404	RS 
6989	7125798	RS 
6990	6242322	RSB
6991	7051401	RSB
6992	7111960	RSB
6993	7112295	RS 
6994	7117074	RS 
6995	7125040	RS 
6996	7122735	RS 
6997	7119325	RS 
6998	7069042	RS 
6999	7114990	RSB
7000	7074173	RS 
7001	7091253	RSB
7002	7115519	RS 
7003	7030762	RSB
7004	7115012	RSB
7005	7100523	RSB
7006	7119775	RS 
7007	7071047	RS 
7008	7115580	RS 
7009	7119323	RS 
7010	7043131	RS 
7011	7112254	RSB
7012	7112098	RS 
7013	7067393	RSB
7014	7123901	RS 
7015	7092443	RSB
7016	7092291	RSB
7017	7075436	RS 
7018	7122456	RS 
7019	7116081	RS 
7020	6240944	RS 
7021	7102872	RS 
7022	7078193	RS 
7023	7116771	RS 
7024	7077666	RS 
7025	7125871	RS 
7026	7101642	RSB
7027	7121817	RS 
7028	7126326	RS 
7029	6240668	RS 
7030	7048455	RS 
7031	7106148	RS 
7032	7109446	RSB
7033	7040682	RSB
7034	7083228	RS 
7035	6241511	RS 
7036	7116446	RS 
7037	7079501	RSB
7038	6242060	RS 
7039	7082930	RS 
7040	7120708	RS 
7041	7119451	RS 
7042	7099891	RS 
7043	7057582	RS 
7044	7120906	RS 
7045	7124087	RS 
7046	7115897	RSB
7047	7126682	RSB
7048	7094074	RSB
7049	7120827	RS 
7050	7100201	RS 
7051	7117781	RSB
7052	7073688	RS 
7053	7093895	RS 
7054	7126252	RSB
7055	7092423	RS 
7056	7120422	RS 
7057	7074592	RSB
7058	7108601	RSB
7059	7119420	RS 
7060	7109340	RS 
7061	7083868	RS 
7062	7052151	RS 
7063	7124884	RS 
7064	7114912	RSB
7065	7103257	RS 
7066	7111015	RS 
7067	7101277	RS 
7068	7090596	RS 
7069	7109749	RS 
7070	7104046	RS 
7071	7104580	RS 
7072	7104965	RS 
7073	7011120	RS 
7074	7092820	RS 
7075	7124848	RS 
7076	7115643	RS 
7077	7126569	RS 
7078	7125917	RS 
7079	7115466	RS 
7080	7095231	RS 
7081	7109675	RS 
7082	7116454	RS 
7083	7106218	RS 
7084	7113718	RS 
7085	7105033	RS 
7086	7008114	RSB
7087	7108583	RSB
7088	7120291	RS 
7089	7123270	RSB
7090	7075629	RS 
7091	7077161	RS 
7092	7065463	RS 
7093	7118046	RSB
7094	7112270	RS 
7095	7073095	RS 
7096	7125855	RS 
7097	7087153	RS 
7098	7125306	RSB
7099	7115405	RSB
7100	7125335	RS 
7101	6241101	RS 
7102	6242703	RS 
7103	7091286	RS 
7104	7071404	RS 
7105	7123204	RS 
7106	7114412	RS 
7107	7118238	RS 
7108	7121840	RSB
7109	7108262	RS 
7110	7052841	RS 
7111	7066192	RS 
7112	7123244	RS 
7113	7094552	RS 
7114	7049486	RSB
7115	7123605	RS 
7116	7126288	RSB
7117	7116035	RS 
7118	7058189	RS 
7119	7084757	RS 
7120	7121432	RS 
7121	7115107	RS 
7122	7031822	RS 
7123	7109622	RS 
7124	7121673	RS 
7125	7126687	RSB
7126	7081198	RS 
7127	7120395	RSB
7128	7119839	RSB
7129	7108142	RS 
7130	7100506	RS 
7131	7094094	RSB
7132	7102949	RS 
7133	7124066	RSB
7134	6241509	RS 
7135	7126876	RS 
7136	7119753	RSB
7137	7112109	RS 
7138	7125630	RS 
7139	7050358	RS 
7140	7104128	RS 
7141	7125009	RS 
7142	7122681	RS 
7143	7083871	RS 
7144	7050353	RS 
7145	7089890	RS 
7146	7101704	RS 
7147	7122813	RS 
7148	7112791	RSB
7149	7035750	RS 
7150	7069269	RS 
7151	7109505	RS 
7152	7103910	RSB
7153	7120085	RSB
7154	7090570	RS 
7155	7114983	RS 
7156	7123085	RSB
7157	7120379	RS 
7158	7122933	RS 
7159	7117108	RS 
7160	7053515	RS 
7161	7100441	RS 
7162	6240753	RS 
7163	6241517	RS 
7164	6240141	RS 
7165	7026595	RSB
7166	7030079	RS 
7167	6241409	RS 
7168	7124115	RS 
7169	7111924	RS 
7170	7079295	RS 
7171	7040278	RS 
7172	7108180	RS 
7173	7064681	RS 
7174	7120394	RS 
7175	6242681	RS 
7176	7113667	RS 
7177	7116361	RS 
7178	7120931	RS 
7179	7073236	RS 
7180	7117669	RS 
7181	7117784	RS 
7182	7114536	RS 
7183	7114526	RS 
7184	7111557	RS 
7185	7056614	RS 
7186	6241298	RS 
7187	6240813	RSB
7188	7054196	RSB
7189	6240321	RS 
7190	7084951	RS 
7191	7121989	RS 
7192	7111177	RS 
7193	7025381	RS 
7194	7090952	RS 
7195	7122137	RS 
7196	7116673	RSB
7197	7104966	RS 
7198	7114222	RS 
7199	7091020	RS 
7200	7104398	RS 
7201	7035744	RS 
7202	7112461	RS 
7203	7121067	RS 
7204	7126123	RSB
7205	7108956	RSB
7206	7110840	RS 
7207	7100951	RS 
7208	7060834	RS 
7209	7125129	RS 
7210	7110557	RS 
7211	7107910	RS 
7212	7111786	RS 
7213	7096718	RS 
7214	7076804	RS 
7215	7001417	RS 
7216	7122537	RS 
7217	7109146	RS 
7218	7112706	RS 
7219	7086763	RS 
7220	7110359	RSB
7221	7119985	RS 
7222	7064581	RS 
7223	7092308	RS 
7224	6242302	RS 
7225	7122278	RS 
7226	7119130	RS 
7227	7121672	RS 
7228	7124823	RSB
7229	7092020	RS 
7230	7115281	RSB
7231	7114167	RS 
7232	7113379	RS 
7233	7118063	RS 
7234	7118652	RSB
7235	7092726	RSB
7236	7104527	RS 
7237	6241336	RS 
7238	7101564	RS 
7239	7088267	RS 
7240	7068819	RS 
7241	7099234	RS 
7242	7118585	RSB
7243	7119600	RS 
7244	7121715	RS 
7245	7116398	RSB
7246	7064810	RSB
7247	7046917	RSB
7248	7118092	RSB
7249	7112040	RS 
7250	7047288	RS 
7251	7121318	RSB
7252	7100214	RSB
7253	7100930	RS 
7254	7081211	RSB
7255	7104512	RS 
7256	7109607	RS 
7257	7114845	RS 
7258	7086799	RS 
7259	7111509	RS 
7260	7119303	RSB
7261	6240760	RS 
7262	7112422	RS 
7263	7083334	RS 
7264	7093940	RS 
7265	7115881	RSB
7266	7061556	RS 
7267	7109359	RS 
7268	7072935	RS 
7269	7111017	RS 
7270	7080484	RS 
7271	7110885	RS 
7272	7078355	RS 
7273	7103965	RSB
7274	7088039	RS 
7275	7046918	RS 
7276	7103062	RS 
7277	7119996	RS 
7278	7112520	RSB
7279	7077438	RSB
7280	7048994	RS 
7281	7119961	RS 
7282	7113406	RS 
7283	7114331	RS 
7284	7049547	RS 
7285	7119842	RS 
7286	6240958	RS 
7287	7077540	RSB
7288	7121915	RS 
7289	7104143	RS 
7290	7082583	RS 
7291	7099038	RS 
7292	7120298	RS 
7293	7109766	RS 
7294	7125726	RS 
7295	7003846	RS 
7296	6242737	RSB
7297	7040773	RS 
7298	6241132	RS 
7299	7111843	RS 
7300	7114346	RS 
7301	7053921	RS 
7302	7023042	RS 
7303	7110914	RS 
7304	7118626	RSB
7305	7072980	RS 
7306	7089270	RS 
7307	7084236	RS 
7308	7119980	RSB
7309	7091262	RSB
7310	7098923	RSB
7311	7123850	RS 
7312	6242128	RS 
7313	7114101	RSB
7314	7079162	RSB
7315	7118485	RSB
7316	7120370	RS 
7317	7121947	RS 
7318	7021267	RSB
7319	7117506	RSB
7320	7032879	RS 
7321	7118189	RS 
7322	7124795	RSB
7323	7091251	RSB
7324	7100140	RS 
7325	7110190	RS 
7326	7119969	RS 
7327	7071052	RSB
7328	7092042	RSB
7329	7119798	RS 
7330	7110275	RS 
7331	7117075	RS 
7332	7041995	RSB
7333	7107997	RS 
7334	6242125	RS 
7335	7089872	RS 
7336	7071275	RSB
7337	7112062	RS 
7338	7116720	RSB
7339	7119617	RS 
7340	7105115	RS 
7341	7054752	RS 
7342	7080092	RS 
7343	7109241	RS 
7344	7116049	RS 
7345	7119523	RS 
7346	7091362	RS 
7347	7126321	RS 
7348	7120937	RS 
7349	7126665	RSB
7350	7096013	RSB
7351	7111703	RS 
7352	7123744	RS 
7353	7112413	RSB
7354	7117176	RSB
7355	7124910	RSB
7356	7101550	RS 
7357	7072999	RS 
7358	6242517	RS 
7359	7115845	RS 
7360	7112451	RS 
7361	7112122	RS 
7362	7096927	RS 
7363	7054415	RS 
7364	7116935	RS 
7365	7104448	RS 
7366	7116345	RS 
