	ID	OWNER
1944	22233901	GOVERNMENT - DISTRICT/AUTHORITY
1945	15132114	GOVERNMENT - DISTRICT/AUTHORITY
1946	15332127	GOVERNMENT - DISTRICT/AUTHORITY
1947	32734667	PROPRIETARY
1948	16833837	PROPRIETARY
1949	21433805	NON-PROFIT
1950	43433881	NON-PROFIT
1951	6532901	NON-PROFIT
1952	17432901	NON-PROFIT
1953	30932796	GOVERNMENT - DISTRICT/AUTHORITY
1954	4233065	GOVERNMENT - DISTRICT/AUTHORITY
1955	4833064	GOVERNMENT - DISTRICT/AUTHORITY
1956	6733326	NON-PROFIT
1957	13833301	PROPRIETARY
1958	20533301	PROPRIETARY
1959	25733028	GOVERNMENT - DISTRICT/AUTHORITY
1960	25933021	GOVERNMENT - DISTRICT/AUTHORITY
1961	28833063	PROPRIETARY
1962	36733025	GOVERNMENT - STATE
1963	38033311	NON-PROFIT
1964	3203062	PROPRIETARY
1965	6634452	NON-PROFIT
1966	22933040	PROPRIETARY
1967	933180	PROPRIETARY
1968	7633146	NON-PROFIT
1969	17733033	NON-PROFIT
1970	18433136	NON-PROFIT
1971	18633169	NON-PROFIT
1972	20433134	PROPRIETARY
1973	14645801	NON-PROFIT
1974	27333140	NON-PROFIT
1975	26633155	NON-PROFIT
1976	42733155	PROPRIETARY
1977	23834997	NON-PROFIT
1978	29034474	PROPRIETARY
1979	41734474	PROPRIETARY
1980	11336201	PROPRIETARY
1981	3236251	GOVERNMENT - LOCAL
1982	7985635	NON-PROFIT
1983	9635447	GOVERNMENT - DISTRICT/AUTHORITY
1984	1135601	PROPRIETARY
1985	6397239	GOVERNMENT - FEDERAL
1986	5445885	NON-PROFIT
1987	1650536	GOVERNMENT - LOCAL
1988	5607005	PROPRIETARY
1989	123845504	NON-PROFIT
1990	8545103	NON-PROFIT
1991	236124	GOVERNMENT - DISTRICT/AUTHORITY
1992	91036116	GOVERNMENT - DISTRICT/AUTHORITY
1993	125244460	NOT AVAILABLE
1994	10608820	NON-PROFIT
1995	11235121	NON-PROFIT
1996	5744122	NON-PROFIT
1997	7636067	GOVERNMENT - DISTRICT/AUTHORITY
1998	9936701	PROPRIETARY
1999	6236925	NON-PROFIT
2000	6651040	NON-PROFIT
2001	93	NON-PROFIT
2002	28044122	PROPRIETARY
2003	4644119	NON-PROFIT
2004	5943526	GOVERNMENT - DISTRICT/AUTHORITY
2005	14743054	NON-PROFIT
2006	12043081	NON-PROFIT
2007	20276104	PROPRIETARY
2008	4051104	NON-PROFIT
2009	9807733	NON-PROFIT
2010	136578130	NON-PROFIT
2011	3088201	PROPRIETARY
2012	190063552	NOT AVAILABLE
2013	4884078	PROPRIETARY
2014	9250314	GOVERNMENT - LOCAL
2015	9350310	NON-PROFIT
2016	3289431	GOVERNMENT - STATE
2017	1089103	PROPRIETARY
2018	1889015	NON-PROFIT
2019	10152803	NON-PROFIT
2020	12050049	GOVERNMENT - LOCAL
2021	9347546	NON-PROFIT
2022	9946706	NOT AVAILABLE
2023	8546580	PROPRIETARY
2024	346143	PROPRIETARY
2025	113089128	NOT AVAILABLE
2026	129744710	NON-PROFIT
2027	5846250	PROPRIETARY
2028	557551	GOVERNMENT - LOCAL
2029	6657369	NON-PROFIT
2030	8847250	GOVERNMENT - STATE
2031	2706856	NON-PROFIT
2032	406069	PROPRIETARY
2033	2157362	NON-PROFIT
2034	189512	PROPRIETARY
2035	7415666	NON-PROFIT
2036	3389434	PROPRIETARY
2037	9356085	GOVERNMENT - LOCAL
2038	23615221	PROPRIETARY
2039	4116214	NON-PROFIT
2040	23717901	NON-PROFIT
2041	7819139	PROPRIETARY
2042	8119111	NON-PROFIT
2043	9619143	NON-PROFIT
2044	4915801	NON-PROFIT
2045	8669033	GOVERNMENT - LOCAL
2046	6868333	NON-PROFIT
2047	668787	NON-PROFIT
2048	183364068	NOT AVAILABLE
2049	23317837	NON-PROFIT
2050	16818764	PROPRIETARY
2051	13918104	PROPRIETARY
2052	25718103	NON-PROFIT
2053	12917866	NON-PROFIT
2054	7519046	NON-PROFIT
2055	11219464	PROPRIETARY
2056	13319401	NON-PROFIT
2057	17519001	NON-PROFIT
2058	1618501	NON-PROFIT
2059	4617701	NON-PROFIT
2060	10685132	NOT AVAILABLE
2061	7068352	NON-PROFIT
2062	12647111	PROPRIETARY
2063	64485206	NOT AVAILABLE
2064	7885739	PROPRIETARY
2065	19117011	NON-PROFIT
2066	4819026	NON-PROFIT
2067	13116505	NON-PROFIT
2068	4402169	NON-PROFIT
2069	11846804	PROPRIETARY
2070	65185607	NOT AVAILABLE
2071	11446996	GOVERNMENT - LOCAL
2072	2002703	NON-PROFIT
2073	4902780	NON-PROFIT
2074	14945255	NON-PROFIT
2075	5802721	PROPRIETARY
2076	5901230	NON-PROFIT
2077	2802540	NON-PROFIT
2078	118	NON-PROFIT
2079	67685305	NON-PROFIT
2080	28516947	NON-PROFIT
2081	6402554	NON-PROFIT
2082	68485634	NOT AVAILABLE
2083	84731639	PROPRIETARY
2084	15147167	NON-PROFIT
2085	13846342	NON-PROFIT
2086	15647905	PROPRIETARY
2087	18731901	PROPRIETARY
2088	89531901	PROPRIETARY
2089	69985338	NOT AVAILABLE
2090	3804011	NON-PROFIT
2091	145690	NON-PROFIT
2092	2230525	GOVERNMENT - DISTRICT/AUTHORITY
2093	87739823	NOT AVAILABLE
2094	24330125	PROPRIETARY
2095	89130329	PROPRIETARY
2096	1204005	NON-PROFIT
2097	502215	NON-PROFIT
2098	6257078	PROPRIETARY
2099	3486042	GOVERNMENT - FEDERAL
2100	4985941	GOVERNMENT - FEDERAL
2101	1102118	NON-PROFIT
2102	2302114	NON-PROFIT
2103	7502115	NON-PROFIT
2104	1401420	NON-PROFIT
2105	6001453	NON-PROFIT
2106	202176	NON-PROFIT
2107	901752	NON-PROFIT
2108	2901701	PROPRIETARY
2109	2857783	NON-PROFIT
2110	5001082	NON-PROFIT
2111	5657049	PROPRIETARY
2112	14847265	NON-PROFIT
2113	5057701	PROPRIETARY
2114	5912010	NON-PROFIT
2115	19323805	PROPRIETARY
2116	122343543	NON-PROFIT
2117	8056334	GOVERNMENT - DISTRICT/AUTHORITY
2118	1604976	NON-PROFIT
2119	7957105	PROPRIETARY
2120	11155009	GOVERNMENT - DISTRICT/AUTHORITY
2121	6497471	GOVERNMENT - FEDERAL
2122	3983422	GOVERNMENT - LOCAL
2123	683704	PROPRIETARY
2124	1314905	NON-PROFIT
2125	2883330	NON-PROFIT
2126	4183617	GOVERNMENT - LOCAL
2127	2283263	GOVERNMENT - LOCAL
2128	8224112	PROPRIETARY
2129	14423188	NON-PROFIT
2130	1913856	NON-PROFIT
2131	3222306	NON-PROFIT
2132	14922560	NON-PROFIT
2133	20223922	GOVERNMENT - STATE
2134	18216830	NON-PROFIT
2135	7038008	GOVERNMENT - DISTRICT/AUTHORITY
2136	19922401	GOVERNMENT - STATE
2137	4429560	GOVERNMENT - DISTRICT/AUTHORITY
2138	6029556	NON-PROFIT
2139	629812	GOVERNMENT - LOCAL
2140	8929466	NON-PROFIT
2141	4029485	PROPRIETARY
2142	7129204	NON-PROFIT
2143	7729401	PROPRIETARY
2144	5929650	PROPRIETARY
2145	1629340	PROPRIETARY
2146	6129615	PROPRIETARY
2147	17345408	PROPRIETARY
2148	9329646	PROPRIETARY
2149	11554848	GOVERNMENT - LOCAL
2150	28777082	PROPRIETARY
2151	2629520	NON-PROFIT
2152	2654456	NON-PROFIT
2153	1054724	NON-PROFIT
2154	10244307	NON-PROFIT
2155	12854758	NON-PROFIT
2156	703102	NON-PROFIT
2157	40776374	GOVERNMENT - DISTRICT/AUTHORITY
2158	42675686	NON-PROFIT
2159	254812	NON-PROFIT
2160	138676567	PROPRIETARY
2161	7525302	NON-PROFIT
2162	4341339	PROPRIETARY
2163	6961362	NON-PROFIT
2164	640143	NON-PROFIT
2165	5042276	PROPRIETARY
2166	10141075	NON-PROFIT
2167	11942003	NON-PROFIT
2168	4860623	NON-PROFIT
2169	14462837	NON-PROFIT
2170	2281201	GOVERNMENT - DISTRICT/AUTHORITY
2171	186963131	NOT AVAILABLE
2172	2092324	GOVERNMENT - LOCAL
2173	3092411	PROPRIETARY
2174	3592315	GOVERNMENT - DISTRICT/AUTHORITY
2175	5291710	PROPRIETARY
2176	31092352	GOVERNMENT - LOCAL
2177	34792369	GOVERNMENT - STATE
2178	34292025	GOVERNMENT - DISTRICT/AUTHORITY
2179	43493405	PROPRIETARY
2180	49691361	PROPRIETARY
2181	11396118	GOVERNMENT - DISTRICT/AUTHORITY
2182	31294558	GOVERNMENT - STATE
2183	6380807	GOVERNMENT - DISTRICT/AUTHORITY
2184	39495202	GOVERNMENT - LOCAL
2185	39595231	GOVERNMENT - LOCAL
2186	2591107	PROPRIETARY
2187	4091770	PROPRIETARY
2188	24590805	PROPRIETARY
2189	28390247	PROPRIETARY
2190	37490095	GOVERNMENT - STATE
2191	43590026	PROPRIETARY
2192	43691770	PROPRIETARY
2193	53090605	PROPRIETARY
2194	44393545	GOVERNMENT - DISTRICT/AUTHORITY
2195	7180534	PROPRIETARY
2196	28495437	GOVERNMENT - DISTRICT/AUTHORITY
2197	12195667	GOVERNMENT - LOCAL
2198	2893308	PROPRIETARY
2199	9495608	PROPRIETARY
2200	43395823	PROPRIETARY
2201	7380821	GOVERNMENT - LOCAL
2202	1180012	PROPRIETARY
2203	3080218	PROPRIETARY
2204	193439503	NOT AVAILABLE
2205	16130331	NOT AVAILABLE
2206	21331076	NON-PROFIT
2207	11631794	GOVERNMENT - DISTRICT/AUTHORITY
2208	12830120	PROPRIETARY
2209	20830281	PROPRIETARY
2210	2130338	PROPRIETARY
2211	2430306	PROPRIETARY
2212	3130034	GOVERNMENT - STATE
2213	427892	PROPRIETARY
2214	18946013	PROPRIETARY
2215	10180758	GOVERNMENT - DISTRICT/AUTHORITY
2216	5630655	PROPRIETARY
2217	3028801	PROPRIETARY
2218	170507	PROPRIETARY
2219	19770301	GOVERNMENT - DISTRICT/AUTHORITY
2220	2770809	PROPRIETARY
2221	6370006	GOVERNMENT - DISTRICT/AUTHORITY
2222	8570115	PROPRIETARY
2223	3070737	PROPRIETARY
2224	8170560	PROPRIETARY
2225	19470360	GOVERNMENT - DISTRICT/AUTHORITY
2226	4871301	PROPRIETARY
2227	7871360	GOVERNMENT - STATE
2228	571220	GOVERNMENT - DISTRICT/AUTHORITY
2229	11271457	GOVERNMENT - DISTRICT/AUTHORITY
2230	5760631	NON-PROFIT
2231	8271251	GOVERNMENT - DISTRICT/AUTHORITY
2232	17771483	PROPRIETARY
2233	21471483	PROPRIETARY
2234	9671342	GOVERNMENT - DISTRICT/AUTHORITY
2235	10370427	GOVERNMENT - STATE
2236	16470438	GOVERNMENT - DISTRICT/AUTHORITY
2237	14870760	GOVERNMENT - DISTRICT/AUTHORITY
2238	10871055	PROPRIETARY
2239	17570458	PROPRIETARY
2240	5770403	PROPRIETARY
2241	9470443	GOVERNMENT - STATE
2242	3770634	GOVERNMENT - DISTRICT/AUTHORITY
2243	12270634	PROPRIETARY
2244	870809	PROPRIETARY
2245	9570791	GOVERNMENT - DISTRICT/AUTHORITY
2246	15070809	PROPRIETARY
2247	19370810	PROPRIETARY
2248	12770570	PROPRIETARY
2249	13670570	GOVERNMENT - DISTRICT/AUTHORITY
2250	13970570	GOVERNMENT - DISTRICT/AUTHORITY
2251	11371082	GOVERNMENT - DISTRICT/AUTHORITY
2252	35292064	GOVERNMENT - DISTRICT/AUTHORITY
2253	50592037	GOVERNMENT - LOCAL
2254	8993212	GOVERNMENT - DISTRICT/AUTHORITY
2255	50493465	PROPRIETARY
2256	14453188	PROPRIETARY
2257	2395401	PROPRIETARY
2258	43895431	GOVERNMENT - STATE
2259	494578	GOVERNMENT - DISTRICT/AUTHORITY
2260	23394577	PROPRIETARY
2261	3290026	PROPRIETARY
2262	3690706	PROPRIETARY
2263	14291754	PROPRIETARY
2264	24290247	PROPRIETARY
2265	24990242	GOVERNMENT - LOCAL
2266	26590023	PROPRIETARY
2267	26890018	PROPRIETARY
2268	15795023	GOVERNMENT - DISTRICT/AUTHORITY
2269	16292543	GOVERNMENT - DISTRICT/AUTHORITY
2270	17892201	PROPRIETARY
2271	24192571	PROPRIETARY
2272	32792201	PROPRIETARY
2273	34092225	GOVERNMENT - DISTRICT/AUTHORITY
2274	30595032	PROPRIETARY
2275	17795338	PROPRIETARY
2276	293654	GOVERNMENT - DISTRICT/AUTHORITY
2277	10594806	GOVERNMENT - DISTRICT/AUTHORITY
2278	40194583	PROPRIETARY
2279	16595841	PROPRIETARY
2280	23195630	PROPRIETARY
2281	23592706	PROPRIETARY
2282	26490720	PROPRIETARY
2283	31592680	PROPRIETARY
2284	32595361	PROPRIETARY
2285	48695993	PROPRIETARY
2286	48895991	GOVERNMENT - LOCAL
2287	22393277	GOVERNMENT - DISTRICT/AUTHORITY
2288	19270065	PROPRIETARY
2289	11828659	GOVERNMENT - DISTRICT/AUTHORITY
2290	12495926	NON-PROFIT
2291	5570501	PROPRIETARY
2292	21170072	GOVERNMENT - DISTRICT/AUTHORITY
2293	1971270	PROPRIETARY
2294	15871269	GOVERNMENT - DISTRICT/AUTHORITY
2295	20470403	PROPRIETARY
2296	70094501	GOVERNMENT - DISTRICT/AUTHORITY
2297	71090813	PROPRIETARY
2298	71394589	PROPRIETARY
2299	71993420	NOT AVAILABLE
2300	72292025	NOT AVAILABLE
2301	72490033	PROPRIETARY
2302	74796001	PROPRIETARY
2303	84530533	GOVERNMENT - STATE
2304	86831501	NOT AVAILABLE
2305	88239840	NOT AVAILABLE
2306	89630535	GOVERNMENT - LOCAL
2307	14253072	PROPRIETARY
2308	161670663	NOT AVAILABLE
2309	164770546	NOT AVAILABLE
2310	26	GOVERNMENT - FEDERAL
2311	159871112	NOT AVAILABLE
2312	155280918	NOT AVAILABLE
2313	16653705	GOVERNMENT - FEDERAL
2314	16553295	GOVERNMENT - FEDERAL
2315	6554751	NON-PROFIT
2316	3754703	NON-PROFIT
2317	25892373	NON-PROFIT
2318	46492307	NON-PROFIT
2319	42592123	NON-PROFIT
2320	50092056	NON-PROFIT
2321	52292118	NON-PROFIT
2322	4794118	NON-PROFIT
2323	45094109	NON-PROFIT
2324	1780027	NON-PROFIT
2325	1980501	NON-PROFIT
2326	45693030	NON-PROFIT
2327	33895472	NON-PROFIT
2328	45394590	NON-PROFIT
2329	47695616	NON-PROFIT
2330	186839531	NOT AVAILABLE
2331	1194609	NON-PROFIT
2332	18694538	NON-PROFIT
2333	51494550	NON-PROFIT
2334	25495240	NON-PROFIT
2335	3990640	NON-PROFIT
2336	6581301	NON-PROFIT
2337	8390804	NON-PROFIT
2338	11090806	NON-PROFIT
2339	14390026	NON-PROFIT
2340	21090034	NON-PROFIT
2341	21690242	NON-PROFIT
2342	22490033	NON-PROFIT
2343	22590011	NON-PROFIT
2344	29691007	NON-PROFIT
2345	30291402	NON-PROFIT
2346	36190732	NON-PROFIT
2347	36290503	NON-PROFIT
2348	36591505	NON-PROFIT
2349	45490404	NON-PROFIT
2350	46790057	NON-PROFIT
2351	21492555	NON-PROFIT
2352	26092563	NON-PROFIT
2353	11995032	NON-PROFIT
2354	20295119	NON-PROFIT
2355	32495128	NON-PROFIT
2356	10895065	NON-PROFIT
2357	20894080	NON-PROFIT
2358	5454601	NON-PROFIT
2359	47395602	NON-PROFIT
2360	13595490	NON-PROFIT
2361	29095340	NON-PROFIT
2362	8793703	NON-PROFIT
2363	18793720	NON-PROFIT
2364	41493662	NON-PROFIT
2365	3496150	NON-PROFIT
2366	9993215	NON-PROFIT
2367	15393309	PROPRIETARY
2368	47495826	NON-PROFIT
2369	37195540	NON-PROFIT
2370	14593930	NON-PROFIT
2371	16992618	NON-PROFIT
2372	33192708	NON-PROFIT
2373	12295380	NON-PROFIT
2374	21395356	NON-PROFIT
2375	1481147	NON-PROFIT
2376	150754656	NOT AVAILABLE
2377	1730309	NON-PROFIT
2378	13230274	NON-PROFIT
2379	16331701	NON-PROFIT
2380	3830110	NON-PROFIT
2381	4770118	NON-PROFIT
2382	10570112	NON-PROFIT
2383	18470737	NON-PROFIT
2384	13130106	NON-PROFIT
2385	1080122	NON-PROFIT
2386	981101	NON-PROFIT
2387	5171301	NON-PROFIT
2388	16371334	NON-PROFIT
2389	1271019	NON-PROFIT
2390	1154768	NON-PROFIT
2391	3453589	NON-PROFIT
2392	4253818	NON-PROFIT
2393	21371118	NON-PROFIT
2394	8854660	NON-PROFIT
2395	9354911	NON-PROFIT
2396	9954022	NON-PROFIT
2397	11453546	NON-PROFIT
2398	11754016	NON-PROFIT
2399	11953959	NON-PROFIT
2400	14653188	NON-PROFIT
2401	72690732	NON-PROFIT
2402	73892806	NON-PROFIT
2403	164671202	NON-PROFIT
2404	58690059	NON-PROFIT
2405	3006492	NON-PROFIT
2406	320016	NON-PROFIT
2407	35632714	PROPRIETARY
2408	30833908	PROPRIETARY
2409	14285210	NOT AVAILABLE
2410	13054521	NON-PROFIT
2411	35933905	PROPRIETARY
2412	2150659	NON-PROFIT
2413	11950213	GOVERNMENT - LOCAL
2414	12654451	NON-PROFIT
2415	41033136	NON-PROFIT
2416	26233133	NON-PROFIT
2417	26433126	PROPRIETARY
2418	31534114	PROPRIETARY
2419	8250112	NON-PROFIT
2420	2451041	GOVERNMENT - LOCAL
2421	13952722	NON-PROFIT
2422	13852655	NON-PROFIT
2423	6750036	GOVERNMENT - LOCAL
2424	10950138	NON-PROFIT
2425	2351023	GOVERNMENT - LOCAL
2426	483403	PROPRIETARY
2427	16346807	PROPRIETARY
2428	103	NOT AVAILABLE
2429	5553530	GOVERNMENT - LOCAL
2430	1654806	NON-PROFIT
2431	11353548	NON-PROFIT
2432	13553147	NON-PROFIT
2433	5053948	NON-PROFIT
2434	7953226	GOVERNMENT - LOCAL
2435	4767735	GOVERNMENT - LOCAL
2436	5967740	GOVERNMENT - LOCAL
2437	3401844	PROPRIETARY
2438	12302346	PROPRIETARY
2439	7672833	NON-PROFIT
2440	2171653	NON-PROFIT
2441	1200000	PROPRIETARY
2442	10071655	GOVERNMENT - LOCAL
2443	6572401	PROPRIETARY
2444	1572042	NON-PROFIT
2445	6367854	GOVERNMENT - LOCAL
2446	9172901	PROPRIETARY
2447	1771730	PROPRIETARY
2448	8971654	NON-PROFIT
2449	4472034	NON-PROFIT
2450	4572034	PROPRIETARY
2451	4872476	GOVERNMENT - LOCAL
2452	1871753	GOVERNMENT - LOCAL
2453	5400000	NON-PROFIT
2454	7900000	PROPRIETARY
2455	8572211	PROPRIETARY
2456	8772113	PROPRIETARY
2457	2972764	PROPRIETARY
2458	1742717	NON-PROFIT
2459	13672076	NON-PROFIT
2460	12172104	GOVERNMENT - STATE
2461	61772211	NOT AVAILABLE
2462	5740962	NON-PROFIT
2463	11142164	NON-PROFIT
2464	2680210	NON-PROFIT
2465	3980138	NON-PROFIT
2466	61272401	NOT AVAILABLE
2467	61872764	NOT AVAILABLE
2468	5541647	NON-PROFIT
2469	8841649	NON-PROFIT
2470	1142749	NON-PROFIT
2471	11601830	PROPRIETARY
2472	12801109	PROPRIETARY
2473	103821061	NOT AVAILABLE
2474	6121613	GOVERNMENT - STATE
2475	104021078	NON-PROFIT
2476	1520850	NON-PROFIT
2477	103720735	NON-PROFIT
2478	704401	GOVERNMENT - STATE
2479	5304605	NON-PROFIT
2480	2604856	NON-PROFIT
2481	4448813	NON-PROFIT
2482	13348471	NON-PROFIT
2483	13448453	NON-PROFIT
2484	5949646	GOVERNMENT - DISTRICT/AUTHORITY
2485	17749854	NON-PROFIT
2486	18048846	NON-PROFIT
2487	8248162	NON-PROFIT
2488	8148838	NON-PROFIT
2489	5148910	NON-PROFIT
2490	7049286	NON-PROFIT
2491	6648043	NON-PROFIT
2492	1148827	NON-PROFIT
2493	4848801	NON-PROFIT
2494	9049444	NON-PROFIT
2495	12748060	NON-PROFIT
2496	4959107	NON-PROFIT
2497	15548183	NON-PROFIT
2498	15648135	NON-PROFIT
2499	16949601	NON-PROFIT
2500	4749938	NON-PROFIT
2501	949720	NON-PROFIT
2502	13549854	NON-PROFIT
2503	6149506	NON-PROFIT
2504	14648154	NON-PROFIT
2505	17548236	NON-PROFIT
2506	16448146	PROPRIETARY
2507	16848201	PROPRIETARY
2508	11949779	PROPRIETARY
2509	6548091	PROPRIETARY
2510	13056208	GOVERNMENT - LOCAL
2511	7956347	NON-PROFIT
2512	8455072	GOVERNMENT - DISTRICT/AUTHORITY
2513	12856623	NON-PROFIT
2514	14456277	GOVERNMENT - LOCAL
2515	3749202	NON-PROFIT
2516	5365807	NOT AVAILABLE
2517	4164068	GOVERNMENT - DISTRICT/AUTHORITY
2518	6264836	NON-PROFIT
2519	7364108	NON-PROFIT
2520	464506	NON-PROFIT
2521	3764108	GOVERNMENT - STATE
2522	11163301	PROPRIETARY
2523	4663080	NON-PROFIT
2524	5864089	NON-PROFIT
2525	184759101	NOT AVAILABLE
2526	10965351	PROPRIETARY
2527	15563111	NON-PROFIT
2528	1765806	PROPRIETARY
2529	8463019	NON-PROFIT
2530	153934	NON-PROFIT
2531	7963379	NON-PROFIT
2532	6254403	GOVERNMENT - LOCAL
2533	265203	PROPRIETARY
2534	10265613	GOVERNMENT - DISTRICT/AUTHORITY
2535	3464633	NON-PROFIT
2536	9865301	GOVERNMENT - LOCAL
2537	5664424	GOVERNMENT - DISTRICT/AUTHORITY
2538	6564093	GOVERNMENT - LOCAL
2539	1665708	NON-PROFIT
2540	15554449	GOVERNMENT - LOCAL
2541	18963112	NON-PROFIT
2542	14663108	PROPRIETARY
2543	152254720	NOT AVAILABLE
2544	13953066	NON-PROFIT
2545	6953212	PROPRIETARY
2546	183223116	NOT AVAILABLE
2547	1939735	GOVERNMENT - LOCAL
2548	6539046	PROPRIETARY
2549	6628374	NON-PROFIT
2550	2758421	NON-PROFIT
2551	558201	NON-PROFIT
2552	184927103	NOT AVAILABLE
2553	9778611	NON-PROFIT
2554	127543210	GOVERNMENT - STATE
2555	1100623	PROPRIETARY
2556	3408060	PROPRIETARY
2557	8608002	NON-PROFIT
2558	2608240	NON-PROFIT
2559	2359230	NON-PROFIT
2560	107663	PROPRIETARY
2561	2307977	NON-PROFIT
2562	8408012	NON-PROFIT
2563	5307052	PROPRIETARY
2564	6107112	NON-PROFIT
2565	6207102	NON-PROFIT
2566	1308302	PROPRIETARY
2567	13607032	PROPRIETARY
2568	4507092	NON-PROFIT
2569	8207901	NON-PROFIT
2570	8708318	NON-PROFIT
2571	10208857	NON-PROFIT
2572	908618	GOVERNMENT - STATE
2573	6607834	PROPRIETARY
2574	10007701	NON-PROFIT
2575	10307728	NON-PROFIT
2576	108307724	PROPRIETARY
2577	108508046	PROPRIETARY
2578	110308534	NON-PROFIT
2579	4987701	PROPRIETARY
2580	122645216	NON-PROFIT
2581	17945227	NON-PROFIT
2582	12645123	NON-PROFIT
2583	17244654	GOVERNMENT - LOCAL
2584	2543055	NON-PROFIT
2585	5843311	NON-PROFIT
2586	5544074	NON-PROFIT
2587	11844501	PROPRIETARY
2588	2484648	NON-PROFIT
2589	2887901	GOVERNMENT - FEDERAL
2590	2188240	PROPRIETARY
2591	5146140	GOVERNMENT - LOCAL
2592	4188435	GOVERNMENT - LOCAL
2593	3788061	GOVERNMENT - LOCAL
2594	188008	PROPRIETARY
2595	11551534	GOVERNMENT - STATE
2596	5488011	PROPRIETARY
2597	1687301	NON-PROFIT
2598	1887313	GOVERNMENT - FEDERAL
2599	3985206	PROPRIETARY
2600	887102	PROPRIETARY
2601	4387109	PROPRIETARY
2602	2789149	PROPRIETARY
2603	130345408	PROPRIETARY
2604	3189123	PROPRIETARY
2605	4384066	NOT AVAILABLE
2606	1784010	PROPRIETARY
2607	29745439	NON-PROFIT
2608	4289027	PROPRIETARY
2609	112789106	GOVERNMENT - FEDERAL
2610	8132425	GOVERNMENT - DISTRICT/AUTHORITY
2611	5447714	PROPRIETARY
2612	2444708	NON-PROFIT
2613	13701801	PROPRIETARY
2614	2684634	GOVERNMENT - LOCAL
2615	10346580	NON-PROFIT
2616	3646321	NON-PROFIT
2617	4446311	NON-PROFIT
2618	16185339	NON-PROFIT
2619	5284047	PROPRIETARY
2620	5347802	PROPRIETARY
2621	7846131	GOVERNMENT - LOCAL
2622	746703	NON-PROFIT
2623	6646350	NON-PROFIT
2624	6347421	NON-PROFIT
2625	3706053	NON-PROFIT
2626	4947441	GOVERNMENT - LOCAL
2627	4647670	NON-PROFIT
2628	4846952	NOT AVAILABLE
2629	1246219	PROPRIETARY
2630	5946278	PROPRIETARY
2631	2357366	NON-PROFIT
2632	5557070	NON-PROFIT
2633	5457580	NON-PROFIT
2634	3106516	GOVERNMENT - FEDERAL
2635	4457028	NON-PROFIT
2636	4057022	NON-PROFIT
2637	1406450	NON-PROFIT
2638	8385006	PROPRIETARY
2639	2406010	NON-PROFIT
2640	2906032	GOVERNMENT - STATE
2641	3306106	NON-PROFIT
2642	1206776	NON-PROFIT
2643	5546122	GOVERNMENT - LOCAL
2644	7546123	NON-PROFIT
2645	32832541	PROPRIETARY
2646	40632578	PROPRIETARY
2647	28732428	PROPRIETARY
2648	35632055	GOVERNMENT - DISTRICT/AUTHORITY
2649	19032565	NON-PROFIT
2650	3185710	PROPRIETARY
2651	39532216	NON-PROFIT
2652	5732353	PROPRIETARY
2653	34532401	PROPRIETARY
2654	7557747	NON-PROFIT
2655	289703	PROPRIETARY
2656	714760	NON-PROFIT
2657	8768920	GOVERNMENT - LOCAL
2658	25618472	GOVERNMENT - STATE
2659	18518901	NON-PROFIT
2660	15319601	PROPRIETARY
2661	17716201	NON-PROFIT
2662	2315217	NON-PROFIT
2663	16415146	PROPRIETARY
2664	18415224	NON-PROFIT
2665	20415237	NON-PROFIT
2666	10416673	NON-PROFIT
2667	7017331	NON-PROFIT
2668	7769201	GOVERNMENT - LOCAL
2669	2068467	NON-PROFIT
2670	25515065	NON-PROFIT
2671	13716354	NON-PROFIT
2672	3117815	NON-PROFIT
2673	8519122	NON-PROFIT
2674	5289406	NON-PROFIT
2675	11419131	NON-PROFIT
2676	21619140	NON-PROFIT
2677	5189410	NON-PROFIT
2678	5489445	GOVERNMENT - DISTRICT/AUTHORITY
2679	4389048	PROPRIETARY
2680	5389419	GOVERNMENT - DISTRICT/AUTHORITY
2681	9918801	NON-PROFIT
2682	10518634	PROPRIETARY
2683	2718069	NON-PROFIT
2684	12563017	NON-PROFIT
2685	22217042	GOVERNMENT - FEDERAL
2686	7715701	NON-PROFIT
2687	3917201	NON-PROFIT
2688	7117105	NON-PROFIT
2689	316501	PROPRIETARY
2690	6302186	NON-PROFIT
2691	184428215	NOT AVAILABLE
2692	65986314	NOT AVAILABLE
2693	12546173	GOVERNMENT - LOCAL
2694	1801960	NON-PROFIT
2695	4101960	PROPRIETARY
2696	2404543	NON-PROFIT
2697	14446041	NON-PROFIT
2698	67485015	PROPRIETARY
2699	2365804	PROPRIETARY
2700	16047842	NON-PROFIT
2701	3931643	NON-PROFIT
2702	113	NOT AVAILABLE
2703	14047601	NON-PROFIT
2704	15447993	NON-PROFIT
2705	13546312	NON-PROFIT
2706	16446307	PROPRIETARY
2707	945879	GOVERNMENT - LOCAL
2708	15547882	GOVERNMENT - LOCAL
2709	304092	NON-PROFIT
2710	14946036	NON-PROFIT
2711	13147170	GOVERNMENT - LOCAL
2712	12346545	PROPRIETARY
2713	17146975	GOVERNMENT - LOCAL
2714	285723	GOVERNMENT - FEDERAL
2715	86730606	PROPRIETARY
2716	89831008	NON-PROFIT
2717	6031029	GOVERNMENT - DISTRICT/AUTHORITY
2718	24431404	PROPRIETARY
2719	757401	PROPRIETARY
2720	88430233	PROPRIETARY
2721	12946563	NON-PROFIT
2722	1857747	NON-PROFIT
