	ID	OWNER
3912	27195521	PROPRIETARY
3913	41595501	GOVERNMENT - LOCAL
3914	12092243	GOVERNMENT - LOCAL
3915	34992227	GOVERNMENT - DISTRICT/AUTHORITY
3916	31393906	GOVERNMENT - LOCAL
3917	7792627	PROPRIETARY
3918	13492708	PROPRIETARY
3919	31492663	PROPRIETARY
3920	52892805	PROPRIETARY
3921	10495350	PROPRIETARY
3922	31895993	PROPRIETARY
3923	43293257	GOVERNMENT - DISTRICT/AUTHORITY
3924	6531728	GOVERNMENT - DISTRICT/AUTHORITY
3925	5331030	GOVERNMENT - DISTRICT/AUTHORITY
3926	12631082	GOVERNMENT - DISTRICT/AUTHORITY
3927	17830312	PROPRIETARY
3928	4180130	PROPRIETARY
3929	580011	PROPRIETARY
3930	780229	PROPRIETARY
3931	10531329	GOVERNMENT - DISTRICT/AUTHORITY
3932	7930635	GOVERNMENT - DISTRICT/AUTHORITY
3933	8030401	GOVERNMENT - DISTRICT/AUTHORITY
3934	16530165	PROPRIETARY
3935	192643209	NOT AVAILABLE
3936	6630650	GOVERNMENT - DISTRICT/AUTHORITY
3937	18931907	GOVERNMENT - STATE
3938	18230901	GOVERNMENT - DISTRICT/AUTHORITY
3939	20531210	PROPRIETARY
3940	5431063	PROPRIETARY
3941	3331602	NOT AVAILABLE
3942	1828425	GOVERNMENT - LOCAL
3943	74995441	NOT AVAILABLE
3944	360107	PROPRIETARY
3945	4260085	PROPRIETARY
3946	86	GOVERNMENT - FEDERAL
3947	14970346	GOVERNMENT - DISTRICT/AUTHORITY
3948	19570380	PROPRIETARY
3949	8470363	GOVERNMENT - STATE
3950	1370510	GOVERNMENT - DISTRICT/AUTHORITY
3951	18270070	GOVERNMENT - DISTRICT/AUTHORITY
3952	5671291	PROPRIETARY
3953	7971291	PROPRIETARY
3954	14170506	PROPRIETARY
3955	12071303	PROPRIETARY
3956	15471301	PROPRIETARY
3957	7371270	PROPRIETARY
3958	7071295	GOVERNMENT - DISTRICT/AUTHORITY
3959	10770586	PROPRIETARY
3960	21070775	GOVERNMENT - DISTRICT/AUTHORITY
3961	2171112	PROPRIETARY
3962	4371446	PROPRIETARY
3963	9771446	PROPRIETARY
3964	16571449	PROPRIETARY
3965	2470726	PROPRIETARY
3966	14570578	PROPRIETARY
3967	9270435	PROPRIETARY
3968	17170458	GOVERNMENT - DISTRICT/AUTHORITY
3969	454311	PROPRIETARY
3970	11570403	GOVERNMENT - DISTRICT/AUTHORITY
3971	11970815	PROPRIETARY
3972	12670605	PROPRIETARY
3973	20870663	GOVERNMENT - DISTRICT/AUTHORITY
3974	971101	PROPRIETARY
3975	1453715	PROPRIETARY
3976	8653227	PROPRIETARY
3977	3392311	PROPRIETARY
3978	6791710	PROPRIETARY
3979	10192392	PROPRIETARY
3980	23991764	PROPRIETARY
3981	2692128	PROPRIETARY
3982	35892105	PROPRIETARY
3983	38792110	GOVERNMENT - LOCAL
3984	39893401	GOVERNMENT - LOCAL
3985	51793003	GOVERNMENT - LOCAL
3986	594602	GOVERNMENT - DISTRICT/AUTHORITY
3987	13694538	PROPRIETARY
3988	49294601	PROPRIETARY
3989	49494578	PROPRIETARY
3990	1993534	GOVERNMENT - DISTRICT/AUTHORITY
3991	2491724	PROPRIETARY
3992	9890505	PROPRIETARY
3993	12391436	PROPRIETARY
3994	17290027	PROPRIETARY
3995	23491791	PROPRIETARY
3996	24890502	GOVERNMENT - LOCAL
3997	40495128	GOVERNMENT - LOCAL
3998	16093309	PROPRIETARY
3999	11496122	GOVERNMENT - DISTRICT/AUTHORITY
4000	35195971	GOVERNMENT - DISTRICT/AUTHORITY
4001	41696020	GOVERNMENT - DISTRICT/AUTHORITY
4002	48996160	GOVERNMENT - DISTRICT/AUTHORITY
4003	17392647	PROPRIETARY
4004	35092670	PROPRIETARY
4005	52792705	PROPRIETARY
4006	22193291	GOVERNMENT - DISTRICT/AUTHORITY
4007	50393274	GOVERNMENT - DISTRICT/AUTHORITY
4008	13531406	PROPRIETARY
4009	18631406	GOVERNMENT - STATE
4010	1327704	PROPRIETARY
4011	8828117	PROPRIETARY
4012	15247904	NON-PROFIT
4013	1027804	GOVERNMENT - DISTRICT/AUTHORITY
4014	1128401	GOVERNMENT - LOCAL
4015	5470115	GOVERNMENT - STATE
4016	16770131	PROPRIETARY
4017	10071303	PROPRIETARY
4018	2270648	GOVERNMENT - DISTRICT/AUTHORITY
4019	270427	PROPRIETARY
4020	1602841	GOVERNMENT - FEDERAL
4021	10471103	GOVERNMENT - STATE
4022	15654985	GOVERNMENT - STATE
4023	70292311	NOT AVAILABLE
4024	70695354	NOT AVAILABLE
4025	71592028	NOT AVAILABLE
4026	72990231	GOVERNMENT - LOCAL
4027	73395307	GOVERNMENT - LOCAL
4028	82731014	NOT AVAILABLE
4029	3153704	GOVERNMENT - STATE
4030	83331093	NOT AVAILABLE
4031	83830501	NOT AVAILABLE
4032	84130281	GOVERNMENT - DISTRICT/AUTHORITY
4033	84630655	NOT AVAILABLE
4034	85131603	NOT AVAILABLE
4035	85231201	PROPRIETARY
4036	85631023	GOVERNMENT - LOCAL
4037	86030084	NOT AVAILABLE
4038	84931634	NOT AVAILABLE
4039	85330223	PROPRIETARY
4040	86130308	GOVERNMENT - STATE
4041	86430096	NOT AVAILABLE
4042	86530329	NOT AVAILABLE
4043	87431061	NOT AVAILABLE
4044	88131520	NOT AVAILABLE
4045	88330046	NOT AVAILABLE
4046	88631036	NOT AVAILABLE
4047	88931545	NOT AVAILABLE
4048	150554451	NOT AVAILABLE
4049	89730474	NOT AVAILABLE
4050	89230240	GOVERNMENT - DISTRICT/AUTHORITY
4051	152453578	NOT AVAILABLE
4052	162471106	PROPRIETARY
4053	159270517	NOT AVAILABLE
4054	175740511	GOVERNMENT - FEDERAL
4055	29177054	PROPRIETARY
4056	12595926	NON-PROFIT
4057	163370518	PROPRIETARY
4058	2531021	GOVERNMENT - FEDERAL
4059	2694553	GOVERNMENT - FEDERAL
4060	3391343	GOVERNMENT - FEDERAL
4061	2795655	GOVERNMENT - FEDERAL
4062	162571457	NOT AVAILABLE
4063	163870403	NOT AVAILABLE
4064	163270448	PROPRIETARY
4065	59192354	PROPRIETARY
4066	59294158	GOVERNMENT - LOCAL
4067	12695926	NON-PROFIT
4068	13195969	NON-PROFIT
4069	33295966	NON-PROFIT
4070	44896080	NON-PROFIT
4071	3492357	GOVERNMENT - FEDERAL
4072	8492411	NON-PROFIT
4073	18592335	NON-PROFIT
4074	9980631	NON-PROFIT
4075	3592161	GOVERNMENT - FEDERAL
4076	28170072	NOT AVAILABLE
4077	25992354	NON-PROFIT
4078	37092373	NON-PROFIT
4079	52192392	NON-PROFIT
4080	15591942	NON-PROFIT
4081	36992123	NON-PROFIT
4082	41192037	NON-PROFIT
4083	41292103	NON-PROFIT
4084	41391910	NON-PROFIT
4085	42091911	NON-PROFIT
4086	42392111	NON-PROFIT
4087	42492123	NON-PROFIT
4088	6694133	NON-PROFIT
4089	47295642	NON-PROFIT
4090	43793065	NON-PROFIT
4091	45593010	NON-PROFIT
4092	34894954	NON-PROFIT
4093	40695405	NON-PROFIT
4094	21795688	NON-PROFIT
4095	31694533	NON-PROFIT
4096	48594590	NON-PROFIT
4097	14993111	NON-PROFIT
4098	27493454	NON-PROFIT
4099	37393105	NON-PROFIT
4100	47595531	NON-PROFIT
4101	44095370	NON-PROFIT
4102	44195370	NON-PROFIT
4103	27895249	NON-PROFIT
4104	1094704	NON-PROFIT
4105	6494609	NON-PROFIT
4106	11594546	NON-PROFIT
4107	19294611	NON-PROFIT
4108	21295336	NON-PROFIT
4109	48795376	NON-PROFIT
4110	1691768	NON-PROFIT
4111	4690015	NON-PROFIT
4112	5391767	NON-PROFIT
4113	5490704	NON-PROFIT
4114	5590048	NON-PROFIT
4115	6290027	NON-PROFIT
4116	6891723	NON-PROFIT
4117	6991790	NON-PROFIT
4118	15190017	NON-PROFIT
4119	16491355	NON-PROFIT
4120	17491105	NON-PROFIT
4121	18291335	NON-PROFIT
4122	20690710	NON-PROFIT
4123	21191367	NON-PROFIT
4124	22990637	NON-PROFIT
4125	23090056	NON-PROFIT
4126	26390806	NON-PROFIT
4127	32191328	NON-PROFIT
4128	35391767	NON-PROFIT
4129	35590602	NON-PROFIT
4130	35991345	NON-PROFIT
4131	42891403	NON-PROFIT
4132	44990262	NON-PROFIT
4133	46390801	NON-PROFIT
4134	49890813	NON-PROFIT
4135	49990505	NON-PROFIT
4136	51390033	NON-PROFIT
4137	51591405	NON-PROFIT
4138	52990033	NON-PROFIT
4139	47995453	NON-PROFIT
4140	3892270	NON-PROFIT
4141	19792505	NON-PROFIT
4142	34592503	NON-PROFIT
4143	37792506	NON-PROFIT
4144	6595008	NON-PROFIT
4145	46894305	NON-PROFIT
4146	28694025	NON-PROFIT
4147	29894401	NON-PROFIT
4148	29196001	NON-PROFIT
4149	19895661	NON-PROFIT
4150	48495661	NON-PROFIT
4151	20394903	NON-PROFIT
4152	28193635	NON-PROFIT
4153	7193612	NON-PROFIT
4154	27995667	NON-PROFIT
4155	17994520	NON-PROFIT
4156	18194598	NON-PROFIT
4157	7995932	NON-PROFIT
4158	15093308	NON-PROFIT
4159	28893301	NON-PROFIT
4160	29493311	NON-PROFIT
4161	20795823	NON-PROFIT
4162	28995630	NON-PROFIT
4163	29395608	NON-PROFIT
4164	29595823	NON-PROFIT
4165	47895816	NON-PROFIT
4166	51195817	NON-PROFIT
4167	14495501	NON-PROFIT
4168	14895988	NON-PROFIT
4169	12796097	NON-PROFIT
4170	7681502	NON-PROFIT
4171	29296067	NON-PROFIT
4172	8193940	NON-PROFIT
4173	392801	NON-PROFIT
4174	7592704	NON-PROFIT
4175	30392677	NON-PROFIT
4176	30492691	NON-PROFIT
4177	38392653	NON-PROFIT
4178	51292668	NON-PROFIT
4179	28295355	NON-PROFIT
4180	3030428	NON-PROFIT
4181	8130701	NON-PROFIT
4182	17930303	NON-PROFIT
4183	18130342	NON-PROFIT
4184	15930263	NON-PROFIT
4185	14830060	NON-PROFIT
4186	16730067	NON-PROFIT
4187	6130041	NON-PROFIT
4188	14330165	NON-PROFIT
4189	20930165	NON-PROFIT
4190	15231904	NON-PROFIT
4191	4339845	NON-PROFIT
4192	8530322	NON-PROFIT
4193	21730058	NON-PROFIT
4194	4430134	NON-PROFIT
4195	8970503	NON-PROFIT
4196	13870506	NON-PROFIT
4197	20270506	NON-PROFIT
4198	12870115	NON-PROFIT
4199	18571201	NON-PROFIT
4200	10671282	NON-PROFIT
4201	11671270	NON-PROFIT
4202	20371241	NON-PROFIT
4203	18770441	NON-PROFIT
4204	18071075	NON-PROFIT
4205	770806	NON-PROFIT
4206	14070808	NON-PROFIT
4207	20770607	NON-PROFIT
4208	4971105	NON-PROFIT
4209	5071101	NON-PROFIT
4210	17071103	NON-PROFIT
4211	754301	NON-PROFIT
4212	1253719	NON-PROFIT
4213	1953963	NON-PROFIT
4214	2354303	NON-PROFIT
4215	2454729	NON-PROFIT
4216	3254971	NON-PROFIT
4217	21671115	NON-PROFIT
4218	3353792	NON-PROFIT
4219	3553098	NON-PROFIT
4220	4453818	NON-PROFIT
4221	4553566	NON-PROFIT
4222	8553227	NON-PROFIT
4223	14153066	NON-PROFIT
4224	14754981	NON-PROFIT
4225	70892868	NON-PROFIT
4226	18053718	NON-PROFIT
4227	58995403	NON-PROFIT
4228	23634210	PROPRIETARY
4229	36133016	PROPRIETARY
4230	191677030	NON-PROFIT
4231	186777072	PROPRIETARY
4232	6666441	GOVERNMENT - LOCAL
4233	94852246	GOVERNMENT - FEDERAL
4234	186179416	PROPRIETARY
4235	3300000	NON-PROFIT
4236	6071958	GOVERNMENT - LOCAL
4237	272653	NON-PROFIT
4238	1172576	GOVERNMENT - LOCAL
4239	7272801	PROPRIETARY
4240	6272450	NON-PROFIT
4241	6772501	NON-PROFIT
4242	8966861	GOVERNMENT - DISTRICT/AUTHORITY
4243	11202747	PROPRIETARY
4244	9472701	PROPRIETARY
4245	9500000	NON-PROFIT
4246	400000	PROPRIETARY
4247	2072756	NON-PROFIT
4248	66685351	NOT AVAILABLE
4249	65485704	NOT AVAILABLE
4250	1542602	NON-PROFIT
4251	3842743	GOVERNMENT - LOCAL
4252	6640311	NON-PROFIT
4253	64371852	NOT AVAILABLE
4254	6540359	NON-PROFIT
4255	2402135	PROPRIETARY
4256	8301053	GOVERNMENT - FEDERAL
4257	101854	NON-PROFIT
4258	13102780	GOVERNMENT - STATE
4259	13201876	GOVERNMENT - STATE
4260	5920646	NON-PROFIT
4261	2120832	NON-PROFIT
4262	2720707	NON-PROFIT
4263	2920903	NON-PROFIT
4264	104401	NON-PROFIT
4265	4304742	NON-PROFIT
4266	3204614	NON-PROFIT
4267	1404619	NON-PROFIT
4268	4704441	NON-PROFIT
4269	3504092	NON-PROFIT
4270	1848755	NON-PROFIT
4271	2048441	NON-PROFIT
4272	1048879	NON-PROFIT
4273	2649635	NON-PROFIT
4274	8348811	NON-PROFIT
4275	9349412	NON-PROFIT
4276	8049307	NON-PROFIT
4277	12049677	NON-PROFIT
4278	3848617	NON-PROFIT
4279	13049093	GOVERNMENT - DISTRICT/AUTHORITY
4280	12448602	NON-PROFIT
4281	12548602	NON-PROFIT
4282	16048201	PROPRIETARY
4283	3649783	NON-PROFIT
4284	1949946	GOVERNMENT - LOCAL
4285	60	NON-PROFIT
4286	3249102	NON-PROFIT
4287	8156215	GOVERNMENT - DISTRICT/AUTHORITY
4288	17965109	NON-PROFIT
4289	964116	GOVERNMENT - LOCAL
4290	5164402	NON-PROFIT
4291	14463131	NON-PROFIT
4292	7564063	PROPRIETARY
4293	764701	GOVERNMENT - LOCAL
4294	10663368	NON-PROFIT
4295	6365101	NON-PROFIT
4296	11463555	GOVERNMENT - DISTRICT/AUTHORITY
4297	14863104	NON-PROFIT
4298	5965548	NON-PROFIT
4299	16065616	NON-PROFIT
4300	1163501	PROPRIETARY
4301	2465201	PROPRIETARY
4302	14763112	GOVERNMENT - STATE
4303	180721902	GOVERNMENT - FEDERAL
4304	7349801	GOVERNMENT - FEDERAL
4305	10063353	GOVERNMENT - LOCAL
4306	663701	NON-PROFIT
4307	5263703	PROPRIETARY
4308	3265065	NON-PROFIT
4309	2663901	PROPRIETARY
4310	2963901	PROPRIETARY
4311	186557625	NOT AVAILABLE
4312	3639422	GOVERNMENT - LOCAL
4313	192543054	NOT AVAILABLE
4314	6827103	NON-PROFIT
4315	6927549	NON-PROFIT
4316	5127330	PROPRIETARY
4317	7327565	GOVERNMENT - LOCAL
4318	4228207	GOVERNMENT - DISTRICT/AUTHORITY
4319	12528210	GOVERNMENT - DISTRICT/AUTHORITY
4320	2628744	GOVERNMENT - DISTRICT/AUTHORITY
4321	7928741	NON-PROFIT
4322	12227403	NON-PROFIT
4323	7528779	NON-PROFIT
4324	11727533	NON-PROFIT
4325	2199574	GOVERNMENT - LOCAL
4326	327536	NON-PROFIT
4327	11628607	NON-PROFIT
4328	1427030	GOVERNMENT - DISTRICT/AUTHORITY
4329	8228621	NON-PROFIT
4330	2528675	NON-PROFIT
4331	127216	NON-PROFIT
4332	2928640	NON-PROFIT
4333	10328722	NON-PROFIT
4334	5028602	GOVERNMENT - LOCAL
4335	10128352	PROPRIETARY
4336	3628777	NON-PROFIT
4337	6527371	NON-PROFIT
4338	10827959	NON-PROFIT
4339	1528541	GOVERNMENT - DISTRICT/AUTHORITY
4340	5828017	NON-PROFIT
4341	1758318	NON-PROFIT
4342	3958639	NON-PROFIT
4343	3758552	NON-PROFIT
4344	2358623	NON-PROFIT
4345	4658103	PROPRIETARY
4346	4758122	NON-PROFIT
4347	13	GOVERNMENT - FEDERAL
4348	758316	GOVERNMENT - FEDERAL
4349	3658341	NON-PROFIT
4350	165558701	NON-PROFIT
4351	6058601	NON-PROFIT
4352	6158201	NON-PROFIT
4353	5185344	NON-PROFIT
4354	8685015	PROPRIETARY
4355	9385018	PROPRIETARY
4356	1906504	NON-PROFIT
4357	5647362	GOVERNMENT - LOCAL
4358	105568506	NON-PROFIT
4359	1846901	PROPRIETARY
4360	14332561	NON-PROFIT
4361	5632308	PROPRIETARY
4362	34032308	PROPRIETARY
4363	4185712	PROPRIETARY
4364	42232514	PROPRIETARY
4365	1632250	NON-PROFIT
4366	24032224	NON-PROFIT
4367	32932216	PROPRIETARY
4368	41832216	NOT AVAILABLE
4369	33132550	NON-PROFIT
4370	5032424	NON-PROFIT
4371	1732034	NON-PROFIT
4372	296727	GOVERNMENT - STATE
4373	5818235	NON-PROFIT
4374	16015301	NON-PROFIT
4375	16118431	NON-PROFIT
4376	5589451	GOVERNMENT - DISTRICT/AUTHORITY
4377	2916001	NON-PROFIT
4378	17019565	GOVERNMENT - STATE
4379	24317405	NON-PROFIT
4380	21818657	PROPRIETARY
4381	24215537	NON-PROFIT
4382	915213	PROPRIETARY
4383	79079782	NON-PROFIT
4384	9068763	NON-PROFIT
4385	1015132	PROPRIETARY
4386	12815143	NON-PROFIT
4387	13415241	PROPRIETARY
4388	16715224	NON-PROFIT
4389	23816214	PROPRIETARY
4390	3018603	PROPRIETARY
4391	5089447	NON-PROFIT
4392	4019118	PROPRIETARY
4393	9419102	NON-PROFIT
4394	11119107	NON-PROFIT
4395	5669210	GOVERNMENT - LOCAL
4396	20319152	NON-PROFIT
4397	25919128	PROPRIETARY
4398	20116828	PROPRIETARY
4399	13944622	NON-PROFIT
4400	11943040	GOVERNMENT - LOCAL
4401	22916803	NON-PROFIT
4402	9816646	NON-PROFIT
4403	3219320	PROPRIETARY
4404	18019380	NON-PROFIT
4405	4489008	NON-PROFIT
4406	20219355	NON-PROFIT
4407	20619468	PROPRIETARY
4408	25219320	GOVERNMENT - FEDERAL
4409	4889820	GOVERNMENT - DISTRICT/AUTHORITY
4410	4989415	NON-PROFIT
4411	4789049	PROPRIETARY
4412	2085602	GOVERNMENT - DISTRICT/AUTHORITY
4413	2618702	NON-PROFIT
4414	6185643	GOVERNMENT - DISTRICT/AUTHORITY
4415	19918017	NON-PROFIT
4416	8016105	NON-PROFIT
4417	10164154	NON-PROFIT
4418	4568959	GOVERNMENT - LOCAL
4419	16517801	PROPRIETARY
4420	187117603	NOT AVAILABLE
4421	10319401	GOVERNMENT - STATE
4422	10018510	PROPRIETARY
4423	245631	NON-PROFIT
4424	5601915	NON-PROFIT
4425	4501970	NON-PROFIT
4426	67785724	GOVERNMENT - STATE
4427	24418510	PROPRIETARY
4428	19417543	PROPRIETARY
4429	12517604	PROPRIETARY
4430	13947750	NON-PROFIT
4431	68786409	NOT AVAILABLE
4432	82931405	NOT AVAILABLE
4433	4857701	PROPRIETARY
4434	3302155	NON-PROFIT
4435	3257108	NON-PROFIT
4436	11143506	NON-PROFIT
4437	147922908	NON-PROFIT
4438	1455404	NON-PROFIT
4439	1055440	NON-PROFIT
4440	2204401	NON-PROFIT
4441	20424354	GOVERNMENT - STATE
4442	4555744	NON-PROFIT
4443	2858220	NON-PROFIT
4444	10229566	NON-PROFIT
4445	10956136	NON-PROFIT
4446	9856175	NON-PROFIT
4447	314895	NON-PROFIT
4448	13674502	GOVERNMENT - STATE
4449	2297467	GOVERNMENT - DISTRICT/AUTHORITY
4450	5897756	NON-PROFIT
4451	1612534	NON-PROFIT
4452	14223607	NON-PROFIT
4453	1697630	GOVERNMENT - DISTRICT/AUTHORITY
4454	5297601	NON-PROFIT
4455	3620190	PROPRIETARY
4456	1405201	NON-PROFIT
4457	12378404	NON-PROFIT
4458	10845428	GOVERNMENT - FEDERAL
4459	12523667	GOVERNMENT - FEDERAL
4460	1397850	NON-PROFIT
4461	6797338	NON-PROFIT
4462	2798807	NON-PROFIT
4463	6897128	PROPRIETARY
4464	1197330	NON-PROFIT
4465	33279529	GOVERNMENT - DISTRICT/AUTHORITY
4466	11514830	NON-PROFIT
4467	11161108	NON-PROFIT
4468	12411901	NON-PROFIT
4469	840504	NON-PROFIT
4470	14960936	NON-PROFIT
4471	161520	NON-PROFIT
4472	1421620	NON-PROFIT
4473	7975418	PROPRIETARY
4474	11176634	NON-PROFIT
4475	9561938	NON-PROFIT
4476	11479512	GOVERNMENT - DISTRICT/AUTHORITY
4477	19276360	GOVERNMENT - DISTRICT/AUTHORITY
4478	24479521	GOVERNMENT - DISTRICT/AUTHORITY
4479	5221133	NON-PROFIT
4480	8738120	NON-PROFIT
4481	160169	NON-PROFIT
4482	260640	PROPRIETARY
4483	50177480	GOVERNMENT - DISTRICT/AUTHORITY
4484	1960521	NON-PROFIT
4485	2360608	NON-PROFIT
4486	3160641	PROPRIETARY
4487	56179095	PROPRIETARY
4488	3860141	GOVERNMENT - FEDERAL
4489	12160153	NON-PROFIT
4490	13861727	GOVERNMENT - LOCAL
4491	5925951	NON-PROFIT
4492	7040202	NON-PROFIT
4493	194629210	NOT AVAILABLE
4494	4526452	NON-PROFIT
4495	7626537	NON-PROFIT
4496	2762703	NON-PROFIT
4497	6142167	NON-PROFIT
4498	9340353	NON-PROFIT
4499	2526354	GOVERNMENT - LOCAL
4500	7608865	NON-PROFIT
4501	7707840	NON-PROFIT
4502	13107825	PROPRIETARY
4503	473651	GOVERNMENT - DISTRICT/AUTHORITY
4504	2474953	GOVERNMENT - LOCAL
4505	373034	PROPRIETARY
4506	761021	NON-PROFIT
4507	7861764	NON-PROFIT
4508	1673120	PROPRIETARY
4509	4073034	NON-PROFIT
4510	3473120	PROPRIETARY
4511	2073114	PROPRIETARY
4512	941008	GOVERNMENT - DISTRICT/AUTHORITY
4513	4742502	PROPRIETARY
4514	9173129	PROPRIETARY
4515	13573141	PROPRIETARY
4516	8162521	NON-PROFIT
4517	14062088	NON-PROFIT
4518	262002	NON-PROFIT
4519	2662002	NON-PROFIT
4520	3321601	NON-PROFIT
4521	1603894	NON-PROFIT
4522	5873120	PROPRIETARY
4523	9573008	NON-PROFIT
4524	403264	NON-PROFIT
4525	1642064	NON-PROFIT
4526	5621157	NON-PROFIT
4527	4240031	GOVERNMENT - STATE
4528	7173075	GOVERNMENT - LOCAL
4529	7473080	GOVERNMENT - LOCAL
4530	11573448	NON-PROFIT
4531	6621613	NON-PROFIT
4532	11673044	NON-PROFIT
4533	12574864	PROPRIETARY
4534	13474079	PROPRIETARY
4535	1460187	NON-PROFIT
4536	11973573	GOVERNMENT - DISTRICT/AUTHORITY
4537	11174848	GOVERNMENT - LOCAL
4538	4421811	NON-PROFIT
4539	3173550	GOVERNMENT - LOCAL
4540	1005478	NON-PROFIT
4541	183729461	PROPRIETARY
4542	82232827	NOT AVAILABLE
4543	25377002	PROPRIETARY
4544	25777090	PROPRIETARY
4545	26277008	NON-PROFIT
4546	12073460	NON-PROFIT
4547	6259756	GOVERNMENT - STATE
4548	10466213	PROPRIETARY
4549	33077566	NON-PROFIT
4550	33378045	PROPRIETARY
4551	34677351	NON-PROFIT
4552	94051031	NOT AVAILABLE
4553	37378504	PROPRIETARY
4554	37475069	PROPRIETARY
4555	40276180	PROPRIETARY
4556	100361265	NOT AVAILABLE
4557	50277479	NON-PROFIT
4558	54576384	GOVERNMENT - DISTRICT/AUTHORITY
4559	55577598	PROPRIETARY
4560	58175231	NON-PROFIT
4561	59478503	PROPRIETARY
4562	133877380	PROPRIETARY
4563	110987106	GOVERNMENT - STATE
4564	42	PROPRIETARY
4565	43	NON-PROFIT
4566	6379714	GOVERNMENT - DISTRICT/AUTHORITY
4567	7677833	NON-PROFIT
4568	131074538	NON-PROFIT
4569	132697504	NOT AVAILABLE
4570	15075243	PROPRIETARY
4571	133397124	NOT AVAILABLE
4572	81977904	PROPRIETARY
4573	15576234	GOVERNMENT - DISTRICT/AUTHORITY
4574	156747905	PROPRIETARY
4575	27477065	PROPRIETARY
4576	396817	NON-PROFIT
4577	9687108	GOVERNMENT - FEDERAL
4578	11443219	GOVERNMENT - FEDERAL
4579	9407939	GOVERNMENT - FEDERAL
4580	6802132	GOVERNMENT - FEDERAL
4581	7148602	GOVERNMENT - FEDERAL
4582	156633	GOVERNMENT - FEDERAL
4583	7939216	GOVERNMENT - FEDERAL
4584	13957741	GOVERNMENT - FEDERAL
4585	15105009	GOVERNMENT - FEDERAL
4586	59	NON-PROFIT
4587	57	NON-PROFIT
4588	12016001	GOVERNMENT - FEDERAL
4589	66	NOT AVAILABLE
4590	13700921	GOVERNMENT - FEDERAL
4591	78	NOT AVAILABLE
4592	63	NON-PROFIT
4593	74	GOVERNMENT - STATE
4594	84	PROPRIETARY
4595	80	NON-PROFIT
4596	779124	PROPRIETARY
4597	10831750	GOVERNMENT - DISTRICT/AUTHORITY
4598	100	GOVERNMENT - STATE
4599	95	NON-PROFIT
4600	102	NOT AVAILABLE
4601	90	NOT AVAILABLE
4602	104	NOT AVAILABLE
4603	39079756	GOVERNMENT - LOCAL
4604	3178756	PROPRIETARY
4605	5577701	PROPRIETARY
4606	46378223	GOVERNMENT - STATE
4607	16376208	PROPRIETARY
4608	18379902	PROPRIETARY
4609	18479902	PROPRIETARY
4610	20976132	PROPRIETARY
4611	49879081	GOVERNMENT - DISTRICT/AUTHORITY
4612	47178212	PROPRIETARY
4613	134178232	PROPRIETARY
4614	15579930	GOVERNMENT - FEDERAL
4615	73678962	PROPRIETARY
4616	71378232	PROPRIETARY
4617	134878207	NON-PROFIT
4618	134978229	NON-PROFIT
4619	35175605	PROPRIETARY
4620	73375070	PROPRIETARY
4621	33693030	PROPRIETARY
4622	77878666	PROPRIETARY
4623	2396813	NON-PROFIT
4624	41075802	PROPRIETARY
4625	1336420	PROPRIETARY
4626	436693	PROPRIETARY
4627	1196777	GOVERNMENT - STATE
4628	95250401	NOT AVAILABLE
4629	12651601	NON-PROFIT
4630	7352402	NON-PROFIT
4631	8550208	GOVERNMENT - LOCAL
4632	5150644	GOVERNMENT - LOCAL
4633	92552641	GOVERNMENT - LOCAL
4634	92852591	GOVERNMENT - LOCAL
4635	93151503	NOT AVAILABLE
4636	93852537	GOVERNMENT - LOCAL
4637	94251640	NON-PROFIT
4638	10248342	NON-PROFIT
4639	94350638	GOVERNMENT - LOCAL
4640	94452052	NOT AVAILABLE
4641	94550423	GOVERNMENT - LOCAL
4642	12560515	NON-PROFIT
4643	1460123	NON-PROFIT
4644	10660123	NON-PROFIT
4645	3960202	NON-PROFIT
4646	360435	NON-PROFIT
4647	7560901	NON-PROFIT
4648	13661856	NON-PROFIT
4649	794501	GOVERNMENT - DISTRICT/AUTHORITY
4650	188180634	NON-PROFIT
4651	2031522	PROPRIETARY
4652	831405	PROPRIETARY
4653	2581416	GOVERNMENT - DISTRICT/AUTHORITY
4654	8580734	GOVERNMENT - DISTRICT/AUTHORITY
4655	5480459	PROPRIETARY
4656	10730453	PROPRIETARY
4657	10930458	PROPRIETARY
4658	15330904	PROPRIETARY
4659	19930906	GOVERNMENT - STATE
4660	21530909	PROPRIETARY
4661	19046805	NON-PROFIT
4662	11231021	PROPRIETARY
4663	12531717	GOVERNMENT - DISTRICT/AUTHORITY
4664	4128093	GOVERNMENT - DISTRICT/AUTHORITY
4665	11930673	GOVERNMENT - DISTRICT/AUTHORITY
4666	21970508	PROPRIETARY
4667	12370065	PROPRIETARY
4668	18170128	PROPRIETARY
4669	49193561	NON-PROFIT
4670	13746904	NON-PROFIT
4671	19247250	NON-PROFIT
4672	6470748	GOVERNMENT - STATE
4673	73991768	NOT AVAILABLE
4674	83230901	NON-PROFIT
4675	154881648	NOT AVAILABLE
4676	38691786	NON-PROFIT
4677	153881501	NOT AVAILABLE
4678	6780538	NON-PROFIT
4679	6880538	NON-PROFIT
4680	5654409	NON-PROFIT
4681	10653105	NON-PROFIT
4682	185173162	NOT AVAILABLE
4683	1130306	NON-PROFIT
4684	15030309	NON-PROFIT
4685	16230342	NON-PROFIT
4686	93552761	NON-PROFIT
